Air Quality Station EoI Code,Longitude,Latitude,geometry,state,district,town_city
DEHE133,8.6231,49.6827,POINT (8.6231 49.6827),Hessen,Bergstraße,Bensheim
DEHE162,8.6829,50.0814,POINT (8.6829 50.0814),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE169,8.0638,50.3872,POINT (8.0638 50.3872),Hessen,Limburg-Weilburg,Limburg a.d. Lahn
DEHE138,8.6484,49.8654,POINT (8.6484 49.8654),Hessen,Darmstadt,Darmstadt
DEHE140,8.7386,50.1314,POINT (8.7386 50.1314),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE142,8.77,50.8071,POINT (8.77 50.8071),Hessen,Marburg-Biedenkopf,Marburg
DEHE143,9.2704,50.7528,POINT (9.2704 50.7528),Hessen,Vogelsbergkreis,Alsfeld
DEHE145,8.7326,50.1323,POINT (8.7326 50.1323),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE153,8.0981,50.1084,POINT (8.0981 50.1084),Hessen,Rheingau-Taunus-Kreis,Schlangenbad
DEHE157,8.5497,50.1028,POINT (8.5497 50.1028),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE130,8.6555,49.8697,POINT (8.6555 49.8697),Hessen,Darmstadt,Darmstadt
DEHH021,10.0836,53.4877,POINT (10.0836 53.4877),Hamburg,Hamburg,Hamburg
DEHE139,8.7307,50.1304,POINT (8.7307 50.1304),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE141,8.6825,50.1105,POINT (8.6825 50.1105),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE151,8.6735,50.1156,POINT (8.6735 50.1156),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE154,8.5372,50.1117,POINT (8.5372 50.1117),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE156,8.5397,50.1114,POINT (8.5397 50.1114),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE158,8.6639,50.1106,POINT (8.6639 50.1106),Hessen,Frankfurt am Main,Frankfurt am Main
DEHH050,9.8572,53.4809,POINT (9.8572 53.4809),Hamburg,Hamburg,Hamburg
DEHE167,8.6951,50.0468,POINT (8.6951 50.0468),Hessen,Offenbach,Neu-Isenburg
DEHE168,8.0664,50.3865,POINT (8.0664 50.3865),Hessen,Limburg-Weilburg,Limburg a.d. Lahn
DEHE115,9.0422,49.8332,POINT (9.0422 49.8332),Hessen,Odenwaldkreis,Breuberg
DEHH079,9.9448,53.5453,POINT (9.9448 53.5453),Hamburg,Hamburg,Hamburg
DEHH047,10.1106,53.6307,POINT (10.1106 53.6307),Hamburg,Hamburg,Hamburg
DEHH081,9.9816,53.5292,POINT (9.9816 53.5292),Hamburg,Hamburg,Hamburg
DEHH049,9.7862,53.5681,POINT (9.7862 53.5681),Hamburg,Hamburg,Hamburg
DEMV012,14.2574,53.5205,POINT (14.2574 53.5205),Mecklenburg-Vorpommern,Vorpommern-Greifswald,Löcknitz-Penkun
DEMV019,12.1755,53.7818,POINT (12.1755 53.7818),Mecklenburg-Vorpommern,Rostock,Güstrow
DEHH074,10.1028,53.5385,POINT (10.1028 53.5385),Hamburg,Hamburg,Hamburg
DEHH073,9.8327,53.5321,POINT (9.8327 53.5321),Hamburg,Hamburg,Hamburg
DEHH072,9.8441,53.536,POINT (9.8441 53.536),Hamburg,Hamburg,Hamburg
DEHE113,8.4696,49.5931,POINT (8.4696 49.5931),Hessen,Bergstraße,Lampertheim
DEMV017,11.3733,53.3074,POINT (11.3733 53.3074),Mecklenburg-Vorpommern,Ludwigslust-Parchim,Ludwigslust-Land
DEHE163,8.7713,50.8173,POINT (8.7713 50.8173),Hessen,Marburg-Biedenkopf,Marburg
DEMV026,13.3421,54.3235,POINT (13.3421 54.3235),Mecklenburg-Vorpommern,Vorpommern-Rügen,Bergen auf Rügen
DEMV021,12.08,54.1713,POINT (12.08 54.1713),Mecklenburg-Vorpommern,Rostock (Kreisfreie Stadt),Rostock
DEHE166,8.6952,50.0488,POINT (8.6952 50.0488),Hessen,Offenbach,Neu-Isenburg
DEMV024,12.4639,53.3963,POINT (12.4639 53.3963),Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Röbel-Müritz
DEHE155,8.5353,50.1136,POINT (8.5353 50.1136),Hessen,Frankfurt am Main,Frankfurt am Main
DEMV031,12.0979,54.1773,POINT (12.0979 54.1773),Mecklenburg-Vorpommern,Rostock (Kreisfreie Stadt),Rostock
DEHE152,9.2718,50.7529,POINT (9.2718 50.7529),Hessen,Vogelsbergkreis,Alsfeld
DEMV020,12.142,54.0923,POINT (12.142 54.0923),Mecklenburg-Vorpommern,Rostock (Kreisfreie Stadt),Rostock
DEMV027,13.7793,54.0532,POINT (13.7793 54.0532),Mecklenburg-Vorpommern,Vorpommern-Greifswald,Am Peenestrom
DEMV060,13.2682,53.5461,POINT (13.2682 53.5461),Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Neubrandenburg
DEHH083,10.1164,53.6828,POINT (10.1164 53.6828),Hamburg,Hamburg,Hamburg
DEHE165,8.6952,50.0512,POINT (8.6952 50.0512),Hessen,Offenbach,Neu-Isenburg
DENI029,7.2073,53.3623,POINT (7.2073 53.3623),Niedersachsen,Emden,Emden
DENI043,7.3175,52.4986,POINT (7.3175 52.4986),Niedersachsen,Emsland,Lingen (Ems)
DENI051,10.6125,51.7582,POINT (10.6125 51.7582),Niedersachsen,Goslar,Braunlage
DENI058,7.214,53.7153,POINT (7.214 53.7153),Niedersachsen,Aurich,Norderney
DENI053,7.9426,52.998,POINT (7.9426 52.998),Niedersachsen,Cloppenburg,Bösel
DEMV028,11.476,53.9023,POINT (11.476 53.9023),Mecklenburg-Vorpommern,Nordwestmecklenburg,Wismar
DENI041,9.0626,52.1702,POINT (9.0626 52.1702),Niedersachsen,Schaumburg,Rinteln
DENI059,8.8012,53.8302,POINT (8.8012 53.8302),Niedersachsen,Cuxhaven,Cuxhaven
DENI060,11.1671,52.957,POINT (11.1671 52.957),Niedersachsen,Lüchow-Dannenberg,Lüchow (Wendland)
DENI061,9.9503,52.1556,POINT (9.9503 52.1556),Niedersachsen,Hildesheim,Hildesheim
DENI062,10.4565,53.247,POINT (10.4565 53.247),Niedersachsen,Lüneburg,Lüneburg
DENI063,9.685,53.5242,POINT (9.685 53.5242),Niedersachsen,Stade,Jork
DEHH082,9.9614,53.6222,POINT (9.9614 53.6222),Hamburg,Hamburg,Hamburg
DENI077,9.5546,51.7088,POINT (9.5546 51.7088),Niedersachsen,Northeim,Solling (Landkreis Northeim)
DENI160,10.5,52.2705,POINT (10.5 52.2705),Niedersachsen,Braunschweig,Braunschweig
DENI175,9.7154,52.3602,POINT (9.7154 52.3602),Niedersachsen,Region Hannover,Hannover
DENI176,9.7195,52.3488,POINT (9.7195 52.3488),Niedersachsen,Region Hannover,Hannover
DENI178,9.7551,52.3702,POINT (9.7551 52.3702),Niedersachsen,Region Hannover,Hannover
DENI152,9.7544,52.37,POINT (9.7544 52.37),Niedersachsen,Region Hannover,Hannover
DENI153,9.7348,52.3927,POINT (9.7348 52.3927),Niedersachsen,Region Hannover,Hannover
DENW010,7.6938,51.5475,POINT (7.6938 51.5475),Nordrhein-Westfalen,Unna,Unna
DENI146,8.047,52.2722,POINT (8.047 52.2722),Niedersachsen,Osnabrück (Kreisfreie Stadt),Osnabrück
DENI172,8.1733,53.1374,POINT (8.1733 53.1374),Niedersachsen,Oldenburg (Kreisfreie Stadt),Oldenburg (Oldb)
DENI149,9.7123,52.3608,POINT (9.7123 52.3608),Niedersachsen,Region Hannover,Hannover
DENI174,9.7123,52.3608,POINT (9.7123 52.3608),Niedersachsen,Region Hannover,Hannover
DENI150,9.719,52.3476,POINT (9.719 52.3476),Niedersachsen,Region Hannover,Hannover
DENI151,9.7385,52.3769,POINT (9.7385 52.3769),Niedersachsen,Region Hannover,Hannover
DENI158,10.7859,52.424,POINT (10.7859 52.424),Niedersachsen,Wolfsburg,Wolfsburg
DENI179,8.212,53.1428,POINT (8.212 53.1428),Niedersachsen,Oldenburg (Kreisfreie Stadt),Oldenburg (Oldb)
DENI180,8.047,52.2722,POINT (8.047 52.2722),Niedersachsen,Osnabrück (Kreisfreie Stadt),Osnabrück
DENW029,7.2086,51.403,POINT (7.2086 51.403),Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Hattingen
DENW064,6.281,50.6532,POINT (6.281 50.6532),Nordrhein-Westfalen,Städteregion Aachen,Simmerath
DENW065,8.1919,50.9303,POINT (8.1919 50.9303),Nordrhein-Westfalen,Siegen-Wittgenstein,Netphen
DENW062,7.0827,50.7536,POINT (7.0827 50.7536),Nordrhein-Westfalen,Bonn,Bonn
DENI181,9.7194,52.3485,POINT (9.7194 52.3485),Niedersachsen,Region Hannover,Hannover
DENW116,6.6702,51.3426,POINT (6.6702 51.3426),Nordrhein-Westfalen,Krefeld,Krefeld
DENW134,7.0053,51.4779,POINT (7.0053 51.4779),Nordrhein-Westfalen,Essen,Essen
DENW136,7.4836,51.5235,POINT (7.4836 51.5235),Nordrhein-Westfalen,Dortmund,Dortmund
DENW165,6.41,51.1824,POINT (6.41 51.1824),Nordrhein-Westfalen,Mönchengladbach,Mönchengladbach
DENW171,7.0472,51.4574,POINT (7.0472 51.4574),Nordrhein-Westfalen,Essen,Essen
DENW172,6.6925,51.194,POINT (6.6925 51.194),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss
DENW175,7.0971,50.7226,POINT (7.0971 50.7226),Nordrhein-Westfalen,Bonn,Bonn
DENW176,7.0875,50.737,POINT (7.0875 50.737),Nordrhein-Westfalen,Bonn,Bonn
DENW137,7.4539,51.3549,POINT (7.4539 51.3549),Nordrhein-Westfalen,Hagen,Hagen
DENW114,7.2319,51.2776,POINT (7.2319 51.2776),Nordrhein-Westfalen,Wuppertal,Wuppertal
DENW148,6.9779,50.9383,POINT (6.9779 50.9383),Nordrhein-Westfalen,Köln,Köln
DENW182,6.5822,50.9271,POINT (6.5822 50.9271),Nordrhein-Westfalen,Rhein-Erft-Kreis,Elsdorf
DENW151,6.9479,50.9356,POINT (6.9479 50.9356),Nordrhein-Westfalen,Köln,Köln
DENI159,10.7878,52.4164,POINT (10.7878 52.4164),Niedersachsen,Wolfsburg,Wolfsburg
DENW206,7.0841,51.1762,POINT (7.0841 51.1762),Nordrhein-Westfalen,Solingen,Solingen
DENW195,7.8097,51.6893,POINT (7.8097 51.6893),Nordrhein-Westfalen,Hamm,Hamm
DENW207,6.0958,50.7731,POINT (6.0958 50.7731),Nordrhein-Westfalen,Städteregion Aachen,Aachen
DENW210,8.3347,51.6117,POINT (8.3347 51.6117),Nordrhein-Westfalen,Soest,Erwitte
DENW158,8.7471,51.7188,POINT (8.7471 51.7188),Nordrhein-Westfalen,Paderborn,Paderborn
DENW188,6.8636,51.4749,POINT (6.8636 51.4749),Nordrhein-Westfalen,Oberhausen,Oberhausen
DENW161,7.0043,51.4402,POINT (7.0043 51.4402),Nordrhein-Westfalen,Essen,Essen
DENW162,7.0012,51.3881,POINT (7.0012 51.3881),Nordrhein-Westfalen,Essen,Essen
DENW178,6.0973,50.7747,POINT (6.0973 50.7747),Nordrhein-Westfalen,Städteregion Aachen,Aachen
DENW179,7.5823,51.4488,POINT (7.5823 51.4488),Nordrhein-Westfalen,Unna,Schwerte
DENW166,7.182,51.178,POINT (7.182 51.178),Nordrhein-Westfalen,Remscheid,Remscheid
DENW181,8.3608,51.443,POINT (8.3608 51.443),Nordrhein-Westfalen,Soest,Warstein
DENW212,6.9577,50.9473,POINT (6.9577 50.9473),Nordrhein-Westfalen,Köln,Köln
DENW216,6.7764,51.2025,POINT (6.7764 51.2025),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW219,6.8353,50.9381,POINT (6.8353 50.9381),Nordrhein-Westfalen,Köln,Köln
DENW228,8.5223,52.026,POINT (8.5223 52.026),Nordrhein-Westfalen,Bielefeld,Bielefeld
DENW157,8.7441,51.7146,POINT (8.7441 51.7146),Nordrhein-Westfalen,Paderborn,Paderborn
DENW239,7.3373,51.4382,POINT (7.3373 51.4382),Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Witten
DENI173,8.2022,53.1385,POINT (8.2022 53.1385),Niedersachsen,Oldenburg (Kreisfreie Stadt),Oldenburg (Oldb)
DENW189,7.1474,51.2607,POINT (7.1474 51.2607),Nordrhein-Westfalen,Wuppertal,Wuppertal
DENW169,7.0055,51.4785,POINT (7.0055 51.4785),Nordrhein-Westfalen,Essen,Essen
DENW203,7.1501,51.5432,POINT (7.1501 51.5432),Nordrhein-Westfalen,Herne,Herne
DENW185,7.481,51.5006,POINT (7.481 51.5006),Nordrhein-Westfalen,Dortmund,Dortmund
DENW186,8.5216,52.0262,POINT (8.5216 52.0262),Nordrhein-Westfalen,Bielefeld,Bielefeld
DENW200,8.5528,52.0056,POINT (8.5528 52.0056),Nordrhein-Westfalen,Bielefeld,Bielefeld
DENW187,6.896,51.4411,POINT (6.896 51.4411),Nordrhein-Westfalen,Mülheim an der Ruhr,Mülheim an der Ruhr
DENW247,6.9656,51.4068,POINT (6.9656 51.4068),Nordrhein-Westfalen,Essen,Essen
DENW211,7.0046,50.9628,POINT (7.0046 50.9628),Nordrhein-Westfalen,Köln,Köln
DENW213,7.2858,50.9328,POINT (7.2858 50.9328),Nordrhein-Westfalen,Rheinisch-Bergischer Kreis,Overath
DENW184,7.5025,51.504,POINT (7.5025 51.504),Nordrhein-Westfalen,Dortmund,Dortmund
DENW251,6.5747,51.3179,POINT (6.5747 51.3179),Nordrhein-Westfalen,Krefeld,Krefeld
DENW253,6.7119,51.4115,POINT (6.7119 51.4115),Nordrhein-Westfalen,Duisburg,Duisburg
DENW267,6.8899,50.8798,POINT (6.8899 50.8798),Nordrhein-Westfalen,Rhein-Erft-Kreis,Hürth
DENW215,6.9761,51.4432,POINT (6.9761 51.4432),Nordrhein-Westfalen,Essen,Essen
DENW208,7.0846,51.5279,POINT (7.0846 51.5279),Nordrhein-Westfalen,Gelsenkirchen,Gelsenkirchen
DENW299,6.9977,51.5699,POINT (6.9977 51.5699),Nordrhein-Westfalen,Recklinghausen,Gladbeck
DENW209,6.864,51.475,POINT (6.864 51.475),Nordrhein-Westfalen,Oberhausen,Oberhausen
DENW201,6.9243,51.5193,POINT (6.9243 51.5193),Nordrhein-Westfalen,Bottrop,Bottrop
DENW272,8.0261,50.8708,POINT (8.0261 50.8708),Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen
DENW276,6.9806,51.4896,POINT (6.9806 51.4896),Nordrhein-Westfalen,Essen,Essen
DENW277,7.0803,51.4656,POINT (7.0803 51.4656),Nordrhein-Westfalen,Essen,Essen
DENW289,6.685,51.2024,POINT (6.685 51.2024),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss
DENW290,6.6935,51.2008,POINT (6.6935 51.2008),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss
DENW249,6.8576,50.9316,POINT (6.8576 50.9316),Nordrhein-Westfalen,Köln,Köln
DENW262,6.7419,51.5623,POINT (6.7419 51.5623),Nordrhein-Westfalen,Wesel,Dinslaken
DENW266,6.4946,50.8042,POINT (6.4946 50.8042),Nordrhein-Westfalen,Düren,Düren
DENW252,6.554,51.3404,POINT (6.554 51.3404),Nordrhein-Westfalen,Krefeld,Krefeld
DENW269,7.6314,51.9633,POINT (7.6314 51.9633),Nordrhein-Westfalen,Münster,Münster
DENW329,6.4515,51.0338,POINT (6.4515 51.0338),Nordrhein-Westfalen,Düren,Titz
DENW275,6.7434,51.564,POINT (6.7434 51.564),Nordrhein-Westfalen,Wesel,Dinslaken
DENW358,7.0475,50.9704,POINT (7.0475 50.9704),Nordrhein-Westfalen,Köln,Köln
DENW360,8.0208,50.8757,POINT (8.0208 50.8757),Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen
DENW225,7.3443,51.3206,POINT (7.3443 51.3206),Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Gevelsberg
DENW361,8.534,52.024,POINT (8.534 52.024),Nordrhein-Westfalen,Bielefeld,Bielefeld
DENW363,8.7118,51.7437,POINT (8.7118 51.7437),Nordrhein-Westfalen,Paderborn,Paderborn
DENW364,6.9244,51.5192,POINT (6.9244 51.5192),Nordrhein-Westfalen,Bottrop,Bottrop
DENW331,7.2104,51.5112,POINT (7.2104 51.5112),Nordrhein-Westfalen,Bochum,Bochum
DENW365,7.5635,51.4467,POINT (7.5635 51.4467),Nordrhein-Westfalen,Unna,Schwerte
DENW259,6.4399,51.1694,POINT (6.4399 51.1694),Nordrhein-Westfalen,Mönchengladbach,Mönchengladbach
DENW268,7.6135,51.9683,POINT (7.6135 51.9683),Nordrhein-Westfalen,Münster,Münster
DENW303,7.071,50.9783,POINT (7.071 50.9783),Nordrhein-Westfalen,Köln,Köln
DENW305,6.8634,51.3681,POINT (6.8634 51.3681),Nordrhein-Westfalen,Mülheim an der Ruhr,Mülheim an der Ruhr
DENW222,8.361,52.0615,POINT (8.361 52.0615),Nordrhein-Westfalen,Gütersloh,Halle (Westf.)
DENW232,6.9692,51.12,POINT (6.9692 51.12),Nordrhein-Westfalen,Mettmann,Langenfeld (Rhld.)
DENW255,7.3959,51.3395,POINT (7.3959 51.3395),Nordrhein-Westfalen,Hagen,Hagen
DENW338,6.7354,51.4855,POINT (6.7354 51.4855),Nordrhein-Westfalen,Duisburg,Duisburg
DENW260,7.6194,51.9533,POINT (7.6194 51.9533),Nordrhein-Westfalen,Münster,Münster
DENW355,7.0109,51.0315,POINT (7.0109 51.0315),Nordrhein-Westfalen,Leverkusen,Leverkusen
DENW296,7.2133,51.5772,POINT (7.2133 51.5772),Nordrhein-Westfalen,Recklinghausen,Recklinghausen
DENW297,6.9248,50.859,POINT (6.9248 50.859),Nordrhein-Westfalen,Köln,Köln
DENW288,6.8335,50.9367,POINT (6.8335 50.9367),Nordrhein-Westfalen,Köln,Köln
DENW230,7.7502,51.6107,POINT (7.7502 51.6107),Nordrhein-Westfalen,Unna,Bönen
DENW336,6.9325,50.9202,POINT (6.9325 50.9202),Nordrhein-Westfalen,Köln,Köln
DENW294,6.1605,51.8724,POINT (6.1605 51.8724),Nordrhein-Westfalen,Kleve,Emmerich am Rhein
DENW337,6.4695,51.0976,POINT (6.4695 51.0976),Nordrhein-Westfalen,Rhein-Kreis Neuss,Jüchen
DENW291,6.9788,51.25,POINT (6.9788 51.25),Nordrhein-Westfalen,Mettmann,Mettmann
DENW281,7.4773,51.3604,POINT (7.4773 51.3604),Nordrhein-Westfalen,Hagen,Hagen
DENW339,6.7595,51.1844,POINT (6.7595 51.1844),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW293,6.7405,51.5647,POINT (6.7405 51.5647),Nordrhein-Westfalen,Wesel,Dinslaken
DENW330,6.7538,51.2695,POINT (6.7538 51.2695),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW332,7.0557,50.8837,POINT (7.0557 50.8837),Nordrhein-Westfalen,Köln,Köln
DENW353,6.8995,50.9952,POINT (6.8995 50.9952),Nordrhein-Westfalen,Köln,Köln
DENW354,6.7614,51.2005,POINT (6.7614 51.2005),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW335,6.6416,51.2671,POINT (6.6416 51.2671),Nordrhein-Westfalen,Rhein-Kreis Neuss,Meerbusch
DENW334,7.6627,51.5887,POINT (7.6627 51.5887),Nordrhein-Westfalen,Unna,Kamen
DENW250,6.8503,50.931,POINT (6.8503 50.931),Nordrhein-Westfalen,Köln,Köln
DENW279,7.2015,51.6135,POINT (7.2015 51.6135),Nordrhein-Westfalen,Recklinghausen,Recklinghausen
DENW376,6.764,51.4315,POINT (6.764 51.4315),Nordrhein-Westfalen,Duisburg,Duisburg
DENW417,6.9183,50.9546,POINT (6.9183 50.9546),Nordrhein-Westfalen,Köln,Köln
DENW420,6.7713,51.2002,POINT (6.7713 51.2002),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW421,6.7693,51.2524,POINT (6.7693 51.2524),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW377,6.7813,51.4667,POINT (6.7813 51.4667),Nordrhein-Westfalen,Duisburg,Duisburg
DENW371,6.1231,50.7944,POINT (6.1231 50.7944),Nordrhein-Westfalen,Städteregion Aachen,Aachen
DENW423,6.7583,51.4191,POINT (6.7583 51.4191),Nordrhein-Westfalen,Duisburg,Duisburg
DENW287,6.2642,50.8206,POINT (6.2642 50.8206),Nordrhein-Westfalen,Städteregion Aachen,Eschweiler
DENW427,7.0093,51.4856,POINT (7.0093 51.4856),Nordrhein-Westfalen,Essen,Essen
DENW430,6.7764,51.2026,POINT (6.7764 51.2026),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW381,6.7041,51.2196,POINT (6.7041 51.2196),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss
DENW379,7.048,51.4577,POINT (7.048 51.4577),Nordrhein-Westfalen,Essen,Essen
DENW382,6.7275,51.4607,POINT (6.7275 51.4607),Nordrhein-Westfalen,Duisburg,Duisburg
DENW356,7.6431,51.2276,POINT (7.6431 51.2276),Nordrhein-Westfalen,Märkischer Kreis,Lüdenscheid
DENW369,7.1502,51.543,POINT (7.1502 51.543),Nordrhein-Westfalen,Herne,Herne
DENW370,6.7615,51.2005,POINT (6.7615 51.2005),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW373,7.002,51.3877,POINT (7.002 51.3877),Nordrhein-Westfalen,Essen,Essen
DENW368,6.6986,51.2274,POINT (6.6986 51.2274),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW416,6.6876,51.4496,POINT (6.6876 51.4496),Nordrhein-Westfalen,Duisburg,Duisburg
DENW418,6.7051,51.421,POINT (6.7051 51.421),Nordrhein-Westfalen,Duisburg,Duisburg
DENW404,7.4739,51.3548,POINT (7.4739 51.3548),Nordrhein-Westfalen,Hagen,Hagen
DENW405,6.6551,51.6735,POINT (6.6551 51.6735),Nordrhein-Westfalen,Wesel,Wesel
DENW422,6.9017,50.937,POINT (6.9017 50.937),Nordrhein-Westfalen,Köln,Köln
DENW407,7.212,51.5001,POINT (7.212 51.5001),Nordrhein-Westfalen,Bochum,Bochum
DENW408,7.4556,51.524,POINT (7.4556 51.524),Nordrhein-Westfalen,Dortmund,Dortmund
DENW412,8.54,52.0255,POINT (8.54 52.0255),Nordrhein-Westfalen,Bielefeld,Bielefeld
DENW413,8.5306,52.0161,POINT (8.5306 52.0161),Nordrhein-Westfalen,Bielefeld,Bielefeld
DENW340,6.8332,51.2408,POINT (6.8332 51.2408),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW351,7.0604,51.5243,POINT (7.0604 51.5243),Nordrhein-Westfalen,Gelsenkirchen,Gelsenkirchen
DENW399,6.9943,51.4458,POINT (6.9943 51.4458),Nordrhein-Westfalen,Essen,Essen
DENW401,6.9377,50.9256,POINT (6.9377 50.9256),Nordrhein-Westfalen,Köln,Köln
DENW409,7.4741,51.5056,POINT (7.4741 51.5056),Nordrhein-Westfalen,Dortmund,Dortmund
DENW415,6.8425,51.4784,POINT (6.8425 51.4784),Nordrhein-Westfalen,Oberhausen,Oberhausen
DENW393,6.7789,51.2333,POINT (6.7789 51.2333),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW403,7.4625,51.3651,POINT (7.4625 51.3651),Nordrhein-Westfalen,Hagen,Hagen
DENW383,8.5341,52.0242,POINT (8.5341 52.0242),Nordrhein-Westfalen,Bielefeld,Bielefeld
DENW410,7.4671,51.5044,POINT (7.4671 51.5044),Nordrhein-Westfalen,Dortmund,Dortmund
DENW367,6.991,51.5681,POINT (6.991 51.5681),Nordrhein-Westfalen,Recklinghausen,Gladbeck
DERP014,7.1934,49.7409,POINT (7.1934 49.7409),Rheinland-Pfalz,Birkenfeld,Birkenfeld
DERP013,7.2935,49.4231,POINT (7.2935 49.4231),Rheinland-Pfalz,Kusel,Waldmohr
DENW280,7.3441,51.3205,POINT (7.3441 51.3205),Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Gevelsberg
DENW385,6.8364,51.2002,POINT (6.8364 51.2002),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW362,6.7611,51.2003,POINT (6.7611 51.2003),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DENW406,7.1906,51.4945,POINT (7.1906 51.4945),Nordrhein-Westfalen,Bochum,Bochum
DENW431,6.7443,51.2774,POINT (6.7443 51.2774),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DERP015,6.3781,50.2665,POINT (6.3781 50.2665),Rheinland-Pfalz,Eifelkreis Bitburg-Prüm,Prüm
DENW419,6.7801,51.2156,POINT (6.7801 51.2156),Nordrhein-Westfalen,Düsseldorf,Düsseldorf
DERP016,7.9735,50.7668,POINT (7.9735 50.7668),Rheinland-Pfalz,Altenkirchen (Westerwald),Herdorf-Daaden
DENW278,6.9978,51.5697,POINT (6.9978 51.5697),Nordrhein-Westfalen,Recklinghausen,Gladbeck
DENW411,7.4796,51.5241,POINT (7.4796 51.5241),Nordrhein-Westfalen,Dortmund,Dortmund
DENW333,7.1012,50.8589,POINT (7.1012 50.8589),Nordrhein-Westfalen,Köln,Köln
DENW414,8.5246,52.0235,POINT (8.5246 52.0235),Nordrhein-Westfalen,Bielefeld,Bielefeld
DENW248,7.195,51.6126,POINT (7.195 51.6126),Nordrhein-Westfalen,Recklinghausen,Recklinghausen
DENW429,8.5342,52.0242,POINT (8.5342 52.0242),Nordrhein-Westfalen,Bielefeld,Bielefeld
DENW292,7.5636,51.4466,POINT (7.5636 51.4466),Nordrhein-Westfalen,Unna,Schwerte
DERP017,7.8264,49.2703,POINT (7.8264 49.2703),Rheinland-Pfalz,Südwestpfalz,Rodalben
DENW400,6.9421,50.9358,POINT (6.9421 50.9358),Nordrhein-Westfalen,Köln,Köln
DERP028,7.7299,50.4243,POINT (7.7299 50.4243),Rheinland-Pfalz,Westerwaldkreis,Montabaur
DERP026,8.3553,49.5333,POINT (8.3553 49.5333),Rheinland-Pfalz,Frankenthal (Pfalz),Frankenthal (Pfalz)
DENW342,8.0238,50.8755,POINT (8.0238 50.8755),Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen
DERP046,7.4607,50.4314,POINT (7.4607 50.4314),Rheinland-Pfalz,Neuwied,Neuwied
DERP047,6.6903,49.784,POINT (6.6903 49.784),Rheinland-Pfalz,Trier,Trier
DESH008,10.2406,54.0932,POINT (10.2406 54.0932),Schleswig-Holstein,Plön,Bokhorst-Wankendorf
DERP036,6.637,49.7501,POINT (6.637 49.7501),Rheinland-Pfalz,Trier,Trier
DERP052,7.2262,50.3302,POINT (7.2262 50.3302),Rheinland-Pfalz,Mayen-Koblenz,Mayen
DERP053,8.423,49.3511,POINT (8.423 49.3511),Rheinland-Pfalz,Speyer,Speyer
DERP060,7.6146,49.192,POINT (7.6146 49.192),Rheinland-Pfalz,Pirmasens,Pirmasens
DERP105,8.3005,49.0376,POINT (8.3005 49.0376),Rheinland-Pfalz,Germersheim,Wörth am Rhein
DERP106,7.6121,50.3605,POINT (7.6121 50.3605),Rheinland-Pfalz,Koblenz,Koblenz
DERP107,8.2796,49.9956,POINT (8.2796 49.9956),Rheinland-Pfalz,Mainz,Mainz
DERP063,7.6003,50.3505,POINT (7.6003 50.3505),Rheinland-Pfalz,Koblenz,Koblenz
DERP066,7.5985,50.3601,POINT (7.5985 50.3601),Rheinland-Pfalz,Koblenz,Koblenz
DERP068,7.593,50.3521,POINT (7.593 50.3521),Rheinland-Pfalz,Koblenz,Koblenz
DERP069,7.5972,50.351,POINT (7.5972 50.351),Rheinland-Pfalz,Koblenz,Koblenz
