Air Quality Station EoI Code,Longitude,Latitude,geometry,state,district,town_city
DEBY002,12.1887,50.0582,POINT (12.1887 50.0582),Bayern,Wunsiedel im Fichtelgebirge,Arzberg
DEBY081,11.0631,47.4764,POINT (11.0631 47.4764),Bayern,Garmisch-Partenkirchen,Garmisch-Partenkirchen
DEBY047,11.7216,50.3232,POINT (11.7216 50.3232),Bayern,Hof,Naila
DEBY062,13.1289,48.9724,POINT (13.1289 48.9724),Bayern,Regen,Regen
DEHE009,8.5156,50.0807,POINT (8.5156 50.0807),Hessen,Frankfurt am Main,Frankfurt am Main
DEHB003,8.7556,53.1111,POINT (8.7556 53.1111),Bremen,Bremen,Bremen
DEHE023,9.4646,50.7595,POINT (9.4646 50.7595),Hessen,Vogelsbergkreis,Grebenau
DENI144,8.0364,52.2716,POINT (8.0364 52.2716),Niedersachsen,Osnabrück (Kreisfreie Stadt),Osnabrück
DEHH076,9.9717,53.4676,POINT (9.9717 53.4676),Hamburg,Hamburg,Hamburg
DENI019,9.5777,51.7598,POINT (9.5777 51.7598),Niedersachsen,Northeim,Solling (Landkreis Northeim)
DENI148,9.9376,51.5321,POINT (9.9376 51.5321),Niedersachsen,Göttingen,Göttingen
DENW164,6.9395,50.9336,POINT (6.9395 50.9336),Nordrhein-Westfalen,Köln,Köln
DENW198,6.9466,50.9424,POINT (6.9466 50.9424),Nordrhein-Westfalen,Köln,Köln
DENI145,8.0352,52.2827,POINT (8.0352 52.2827),Niedersachsen,Osnabrück (Kreisfreie Stadt),Osnabrück
DENI147,9.9315,51.5322,POINT (9.9315 51.5322),Niedersachsen,Göttingen,Göttingen
DENW224,6.7407,51.5648,POINT (6.7407 51.5648),Nordrhein-Westfalen,Wesel,Dinslaken
DENW220,7.2134,51.5774,POINT (7.2134 51.5774),Nordrhein-Westfalen,Recklinghausen,Recklinghausen
DENW236,7.4777,51.3602,POINT (7.4777 51.3602),Nordrhein-Westfalen,Hagen,Hagen
DENW135,7.0465,51.4571,POINT (7.0465 51.4571),Nordrhein-Westfalen,Essen,Essen
DENW231,7.6631,51.5889,POINT (7.6631 51.5889),Nordrhein-Westfalen,Unna,Kamen
DENW243,7.1502,51.5428,POINT (7.1502 51.5428),Nordrhein-Westfalen,Herne,Herne
DENW156,7.6197,51.9548,POINT (7.6197 51.9548),Nordrhein-Westfalen,Münster,Münster
DENW258,6.4928,50.8067,POINT (6.4928 50.8067),Nordrhein-Westfalen,Düren,Düren
DENW168,7.0051,51.4778,POINT (7.0051 51.4778),Nordrhein-Westfalen,Essen,Essen
DENW256,6.9787,51.2501,POINT (6.9787 51.2501),Nordrhein-Westfalen,Mettmann,Mettmann
DENW204,7.2106,51.511,POINT (7.2106 51.511),Nordrhein-Westfalen,Bochum,Bochum
DENW265,7.7486,51.6105,POINT (7.7486 51.6105),Nordrhein-Westfalen,Unna,Bönen
DENW298,7.2037,51.4611,POINT (7.2037 51.4611),Nordrhein-Westfalen,Bochum,Bochum
DENW167,8.0208,50.8756,POINT (8.0208 50.8756),Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen
DENW274,7.3093,51.5839,POINT (7.3093 51.5839),Nordrhein-Westfalen,Recklinghausen,Castrop-Rauxel
DENW180,6.5595,51.0638,POINT (6.5595 51.0638),Nordrhein-Westfalen,Rhein-Kreis Neuss,Grevenbroich
DENW234,6.9243,51.5195,POINT (6.9243 51.5195),Nordrhein-Westfalen,Bottrop,Bottrop
DENW235,7.0848,51.5281,POINT (7.0848 51.5281),Nordrhein-Westfalen,Gelsenkirchen,Gelsenkirchen
DENW153,6.953,50.9399,POINT (6.953 50.9399),Nordrhein-Westfalen,Köln,Köln
DENW273,7.1436,51.5965,POINT (7.1436 51.5965),Nordrhein-Westfalen,Recklinghausen,Herten
DENW283,6.1564,51.8739,POINT (6.1564 51.8739),Nordrhein-Westfalen,Kleve,Emmerich am Rhein
DENW261,6.5294,51.3562,POINT (6.5294 51.3562),Nordrhein-Westfalen,Krefeld,Krefeld
DENW270,7.5067,51.5836,POINT (7.5067 51.5836),Nordrhein-Westfalen,Unna,Lünen
DENW263,8.7553,51.7201,POINT (8.7553 51.7201),Nordrhein-Westfalen,Paderborn,Paderborn
DENW271,7.5201,51.6202,POINT (7.5201 51.6202),Nordrhein-Westfalen,Unna,Lünen
DESH011,9.2239,53.9088,POINT (9.2239 53.9088),Schleswig-Holstein,Steinburg,Wilstermarsch
DENW322,8.7563,52.0838,POINT (8.7563 52.0838),Nordrhein-Westfalen,Lippe,Bad Salzuflen
DENW284,7.6978,51.3742,POINT (7.6978 51.3742),Nordrhein-Westfalen,Märkischer Kreis,Iserlohn
DENW302,6.8555,51.0137,POINT (6.8555 51.0137),Nordrhein-Westfalen,Köln,Köln
DENW304,7.1041,50.8589,POINT (7.1041 50.8589),Nordrhein-Westfalen,Köln,Köln
DENW295,7.7021,51.3732,POINT (7.7021 51.3732),Nordrhein-Westfalen,Märkischer Kreis,Iserlohn
DENW323,8.7447,52.081,POINT (8.7447 52.081),Nordrhein-Westfalen,Lippe,Bad Salzuflen
DEBY026,11.6383,48.7671,POINT (11.6383 48.7671),Bayern,Pfaffenhofen an der Ilm,Vohburg a.d. Donau
DEBY093,11.7863,49.488,POINT (11.7863 49.488),Bayern,Amberg-Sulzbach,Sulzbach-Rosenberg
DENW074,6.4693,50.8835,POINT (6.4693 50.8835),Nordrhein-Westfalen,Düren,Niederzier
DESH013,11.216,54.413,POINT (11.216 54.413),Schleswig-Holstein,Ostholstein,Fehmarn
DESH014,8.6035,54.3278,POINT (8.6035 54.3278),Schleswig-Holstein,Nordfriesland,Eiderstedt
DERP040,6.6749,49.7487,POINT (6.6749 49.7487),Rheinland-Pfalz,Trier,Trier
DESN049,12.6111,50.4313,POINT (12.6111 50.4313),Sachsen,Erzgebirgskreis,Eibenstock
DESH015,9.5303,53.9244,POINT (9.5303 53.9244),Schleswig-Holstein,Steinburg,Itzehoe
DERP034,7.6147,49.1923,POINT (7.6147 49.1923),Rheinland-Pfalz,Pirmasens,Pirmasens
DESN080,12.2341,51.3961,POINT (12.2341 51.3961),Sachsen,Nordsachsen,Schkeuditz
DESN081,12.1304,50.4818,POINT (12.1304 50.4818),Sachsen,Vogtlandkreis,Plauen
DEST106,11.0911,51.4561,POINT (11.0911 51.4561),Sachsen-Anhalt,Mansfeld-Südharz,Südharz
DESN053,12.9535,50.4285,POINT (12.9535 50.4285),Sachsen,Erzgebirgskreis,Oberwiesenthal
DESN082,12.4257,51.376,POINT (12.4257 51.376),Sachsen,Leipzig (Kreisfreie Stadt),Leipzig
DESN037,12.1347,50.4952,POINT (12.1347 50.4952),Sachsen,Vogtlandkreis,Plauen
DEST009,11.0559,51.8848,POINT (11.0559 51.8848),Sachsen-Anhalt,Harz,Halberstadt
DEST023,11.9572,51.4938,POINT (11.9572 51.4938),Sachsen-Anhalt,Halle (Saale),Halle (Saale)
DENW093,7.7261,52.1313,POINT (7.7261 52.1313),Nordrhein-Westfalen,Steinfurt,Ladbergen
DENW075,7.9734,51.1734,POINT (7.9734 51.1734),Nordrhein-Westfalen,Olpe,Finnentrop
DESL009,6.9713,49.2341,POINT (6.9713 49.2341),Saarland,Regionalverband Saarbrücken,Saarbrücken
DENW076,7.7414,52.1371,POINT (7.7414 52.1371),Nordrhein-Westfalen,Steinfurt,Ladbergen
DETH055,10.4651,51.2093,POINT (10.4651 51.2093),Thüringen,Unstrut-Hainich-Kreis,Mühlhausen/Thüringen
DEST027,11.9713,51.2019,POINT (11.9713 51.2019),Sachsen-Anhalt,Burgenlandkreis,Weißenfels
DESN008,12.9193,50.8312,POINT (12.9193 50.8312),Sachsen,Chemnitz,Chemnitz
DEST017,11.5511,51.5277,POINT (11.5511 51.5277),Sachsen-Anhalt,Mansfeld-Südharz,Eisleben
DEST001,11.8538,52.6074,POINT (11.8538 52.6074),Sachsen-Anhalt,Stendal,Stendal
DEST007,11.7421,52.0195,POINT (11.7421 52.0195),Sachsen-Anhalt,Salzlandkreis,Schönebeck (Elbe)
DEBY008,10.9078,48.3083,POINT (10.9078 48.3083),Bayern,Augsburg (Kreisfreie Stadt),Augsburg
DEBW089,9.5053,49.7792,POINT (9.5053 49.7792),Baden-Württemberg,Main-Tauber-Kreis,Wertheim
DEBW075,8.7135,49.0333,POINT (8.7135 49.0333),Baden-Württemberg,Karlsruhe,Bretten
DEBY073,12.3324,49.879,POINT (12.3324 49.879),Bayern,Tirschenreuth,Tirschenreuth
DEBY064,12.1245,49.0336,POINT (12.1245 49.0336),Bayern,Regensburg (Kreisfreie Stadt),Regensburg
DEBB035,14.5446,52.3457,POINT (14.5446 52.3457),Brandenburg,Frankfurt (Oder),Frankfurt (Oder)
DEBW101,8.6582,49.4214,POINT (8.6582 49.4214),Baden-Württemberg,Heidelberg,Heidelberg
DEST018,11.5073,51.6493,POINT (11.5073 51.6493),Sachsen-Anhalt,Mansfeld-Südharz,Hettstedt
DESH017,9.5665,54.8352,POINT (9.5665 54.8352),Schleswig-Holstein,Schleswig-Flensburg,Glücksburg (Ostsee)
DEBW221,9.1813,47.6691,POINT (9.1813 47.6691),Baden-Württemberg,Konstanz,Konstanz
DEHB010,8.7114,53.1501,POINT (8.7114 53.1501),Bremen,Bremen,Bremen
DEHE053,8.6034,50.0955,POINT (8.6034 50.0955),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE054,8.9263,50.1304,POINT (8.9263 50.1304),Hessen,Main-Kinzig-Kreis,Hanau
DEHE056,8.6836,50.1108,POINT (8.6836 50.1108),Hessen,Frankfurt am Main,Frankfurt am Main
DEHE057,8.4951,50.5779,POINT (8.4951 50.5779),Hessen,Lahn-Dill-Kreis,Wetzlar
DEHE095,8.492,50.5754,POINT (8.492 50.5754),Hessen,Lahn-Dill-Kreis,Wetzlar
DEHE164,8.4632,50.5782,POINT (8.4632 50.5782),Hessen,Lahn-Dill-Kreis,Aßlar
DENW425,6.2297,50.7633,POINT (6.2297 50.7633),Nordrhein-Westfalen,Städteregion Aachen,Stolberg (Rhld.)
DENW433,6.6228,50.5824,POINT (6.6228 50.5824),Nordrhein-Westfalen,Euskirchen,Mechernich
DENW307,6.5273,51.4818,POINT (6.5273 51.4818),Nordrhein-Westfalen,Wesel,Kamp-Lintfort
DENW254,6.7523,51.4679,POINT (6.7523 51.4679),Nordrhein-Westfalen,Duisburg,Duisburg
DENW375,7.3336,51.4331,POINT (7.3336 51.4331),Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Witten
DENW117,7.1861,51.4825,POINT (7.1861 51.4825),Nordrhein-Westfalen,Bochum,Bochum
DENW131,6.747,51.5061,POINT (6.747 51.5061),Nordrhein-Westfalen,Duisburg,Duisburg
DERP044,7.3753,50.6994,POINT (7.3753 50.6994),Rheinland-Pfalz,Neuwied,Asbach
DENW245,6.2326,50.7648,POINT (6.2326 50.7648),Nordrhein-Westfalen,Städteregion Aachen,Stolberg (Rhld.)
DENW246,7.523,51.6085,POINT (7.523 51.6085),Nordrhein-Westfalen,Unna,Lünen
DENW105,6.7002,51.3687,POINT (6.7002 51.3687),Nordrhein-Westfalen,Duisburg,Duisburg
DENW426,6.2262,50.7604,POINT (6.2262 50.7604),Nordrhein-Westfalen,Städteregion Aachen,Stolberg (Rhld.)
DENW341,6.4033,51.0529,POINT (6.4033 51.0529),Nordrhein-Westfalen,Heinsberg,Erkelenz
DENW301,6.8477,51.4315,POINT (6.8477 51.4315),Nordrhein-Westfalen,Mülheim an der Ruhr,Mülheim an der Ruhr
DENW432,6.2295,50.7706,POINT (6.2295 50.7706),Nordrhein-Westfalen,Städteregion Aachen,Stolberg (Rhld.)
DERP043,7.6521,50.2751,POINT (7.6521 50.2751),Rheinland-Pfalz,Rhein-Lahn-Kreis,Loreley
DENW378,7.4734,51.6131,POINT (7.4734 51.6131),Nordrhein-Westfalen,Unna,Lünen
DENW306,7.471,51.614,POINT (7.471 51.614),Nordrhein-Westfalen,Unna,Lünen
DENW359,6.4158,51.097,POINT (6.4158 51.097),Nordrhein-Westfalen,Mönchengladbach,Mönchengladbach
DESL006,6.7449,49.1836,POINT (6.7449 49.1836),Saarland,Regionalverband Saarbrücken,Völklingen
DENW424,6.2279,50.7615,POINT (6.2279 50.7615),Nordrhein-Westfalen,Städteregion Aachen,Stolberg (Rhld.)
DENW106,6.7202,51.365,POINT (6.7202 51.365),Nordrhein-Westfalen,Duisburg,Duisburg
DENW132,8.0251,50.9122,POINT (8.0251 50.9122),Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen
DENW196,6.531,51.4891,POINT (6.531 51.4891),Nordrhein-Westfalen,Wesel,Kamp-Lintfort
DEST100,10.7907,51.8304,POINT (10.7907 51.8304),Sachsen-Anhalt,Harz,Wernigerode
DETH088,10.7847,51.5073,POINT (10.7847 51.5073),Thüringen,Nordhausen,Nordhausen
DENW264,7.3031,51.5803,POINT (7.3031 51.5803),Nordrhein-Westfalen,Recklinghausen,Castrop-Rauxel
DEBB057,14.2889,53.066,POINT (14.2889 53.066),Brandenburg,Uckermark,Schwedt/Oder
DEBW131,9.2215,49.1405,POINT (9.2215 49.1405),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn
DEHE047,8.9586,50.1218,POINT (8.9586 50.1218),Hessen,Main-Kinzig-Kreis,Hanau
DEBB056,12.7342,52.69,POINT (12.7342 52.69),Brandenburg,Havelland,Friesack
DEBB071,13.0676,52.4054,POINT (13.0676 52.4054),Brandenburg,Potsdam,Potsdam
DEBW129,8.6944,48.8908,POINT (8.6944 48.8908),Baden-Württemberg,Pforzheim,Pforzheim
DEBY024,11.4453,48.7878,POINT (11.4453 48.7878),Bayern,Ingolstadt,Ingolstadt
DEBB072,13.2618,52.4011,POINT (13.2618 52.4011),Brandenburg,Potsdam-Mittelmark,Teltow
DEHE055,9.5278,51.3129,POINT (9.5278 51.3129),Hessen,Kassel (Kreisfreie Stadt),Kassel
DEBB074,13.8904,51.9377,POINT (13.8904 51.9377),Brandenburg,Dahme-Spreewald,Lübben (Spreewald)
DENW111,6.7362,51.379,POINT (6.7362 51.379),Nordrhein-Westfalen,Duisburg,Duisburg
DETH085,11.4899,50.6561,POINT (11.4899 50.6561),Thüringen,Saalfeld-Rudolstadt,Unterwellenborn
DETH087,10.6723,50.6497,POINT (10.6723 50.6497),Thüringen,Schmalkalden-Meiningen,Zella-Mehlis
DENW144,6.2316,50.7657,POINT (6.2316 50.7657),Nordrhein-Westfalen,Städteregion Aachen,Stolberg (Rhld.)
DETH090,10.4175,50.5776,POINT (10.4175 50.5776),Thüringen,Schmalkalden-Meiningen,Meiningen
DENW194,6.728,51.3677,POINT (6.728 51.3677),Nordrhein-Westfalen,Duisburg,Duisburg
DENW300,6.3976,50.8773,POINT (6.3976 50.8773),Nordrhein-Westfalen,Düren,Inden
DENW129,7.3211,51.6241,POINT (7.3211 51.6241),Nordrhein-Westfalen,Recklinghausen,Datteln
DENW286,7.1865,51.5603,POINT (7.1865 51.5603),Nordrhein-Westfalen,Recklinghausen,Recklinghausen
DENW285,7.5833,51.3479,POINT (7.5833 51.3479),Nordrhein-Westfalen,Hagen,Hagen
DENW309,6.746,51.3833,POINT (6.746 51.3833),Nordrhein-Westfalen,Duisburg,Duisburg
DENW282,7.555,51.4441,POINT (7.555 51.4441),Nordrhein-Westfalen,Unna,Schwerte
DENW308,6.5733,51.047,POINT (6.5733 51.047),Nordrhein-Westfalen,Rhein-Kreis Neuss,Grevenbroich
DESL001,6.6871,49.2639,POINT (6.6871 49.2639),Saarland,Saarlouis,Überherrn
DEBE007,13.1678,52.5577,POINT (13.1678 52.5577),Berlin,Berlin,Berlin
DEBY025,11.5243,48.7664,POINT (11.5243 48.7664),Bayern,Eichstätt,Großmehring
DEBB011,13.2038,52.6364,POINT (13.2038 52.6364),Brandenburg,Oberhavel,Hennigsdorf
DEBB014,13.9374,51.8571,POINT (13.9374 51.8571),Brandenburg,Oberspreewald-Lausitz,Lübbenau/Spreewald
DEBE054,13.5828,52.5487,POINT (13.5828 52.5487),Berlin,Berlin,Berlin
DEBY041,11.5822,48.1253,POINT (11.5822 48.1253),Bayern,München (Kreisfreie Stadt),München
DEBY044,11.5683,48.1702,POINT (11.5683 48.1702),Bayern,München (Kreisfreie Stadt),München
DEBY048,11.8605,48.8133,POINT (11.8605 48.8133),Bayern,Kelheim,Abensberg
DEBE055,13.5832,52.4436,POINT (13.5832 52.4436),Berlin,Berlin,Berlin
DEBY070,11.75,49.5016,POINT (11.75 49.5016),Bayern,Amberg-Sulzbach,Sulzbach-Rosenberg
DEBY016,11.0166,49.5876,POINT (11.0166 49.5876),Bayern,Erlangen,Erlangen
DEBE003,13.3385,52.6188,POINT (13.3385 52.6188),Berlin,Berlin,Berlin
DEBE021,13.2427,52.4455,POINT (13.2427 52.4455),Berlin,Berlin,Berlin
DEBB017,14.3859,51.7739,POINT (14.3859 51.7739),Brandenburg,Cottbus,Cottbus
DEBE028,13.4093,52.4113,POINT (13.4093 52.4113),Berlin,Berlin,Berlin
DEBE031,13.4042,52.377,POINT (13.4042 52.377),Brandenburg,Teltow-Fläming,Blankenfelde-Mahlow
DEBE050,13.4591,52.5884,POINT (13.4591 52.5884),Berlin,Berlin,Berlin
DEBY018,11.0312,49.5518,POINT (11.0312 49.5518),Bayern,Erlangen,Erlangen
DEBE059,13.5759,52.5125,POINT (13.5759 52.5125),Berlin,Berlin,Berlin
DEBE012,13.168,52.5128,POINT (13.168 52.5128),Berlin,Berlin,Berlin
DEBE029,13.4843,52.4113,POINT (13.4843 52.4113),Berlin,Berlin,Berlin
DEHH031,9.9759,53.5632,POINT (9.9759 53.5632),Hamburg,Hamburg,Hamburg
DEBY042,11.5823,48.1073,POINT (11.5823 48.1073),Bayern,München (Kreisfreie Stadt),München
DEBE013,13.2177,52.5174,POINT (13.2177 52.5174),Berlin,Berlin,Berlin
DEBY051,11.6993,48.7731,POINT (11.6993 48.7731),Bayern,Kelheim,Neustadt a.d. Donau
DEBB041,14.0699,52.3709,POINT (14.0699 52.3709),Brandenburg,Oder-Spree,Fürstenwalde/Spree
DEBE060,13.5948,52.4761,POINT (13.5948 52.4761),Berlin,Berlin,Berlin
DEBE058,13.5296,52.5565,POINT (13.5296 52.5565),Berlin,Berlin,Berlin
DEBE004,13.2342,52.5876,POINT (13.2342 52.5876),Berlin,Berlin,Berlin
DESN026,12.3661,51.3319,POINT (12.3661 51.3319),Sachsen,Leipzig (Kreisfreie Stadt),Leipzig
DESN040,13.3031,51.3035,POINT (13.3031 51.3035),Sachsen,Meißen,Riesa
DESL005,6.7894,49.3059,POINT (6.7894 49.3059),Saarland,Saarlouis,Ensdorf
DESN015,13.7437,51.0327,POINT (13.7437 51.0327),Sachsen,Dresden,Dresden
DETH035,10.1394,51.3761,POINT (10.1394 51.3761),Thüringen,Eichsfeld,Heilbad Heiligenstadt
DESN044,14.8057,50.896,POINT (14.8057 50.896),Sachsen,Görlitz,Zittau
DESN041,12.4151,51.1984,POINT (12.4151 51.1984),Sachsen,Leipzig,Rötha
DESN003,13.0272,50.4966,POINT (13.0272 50.4966),Sachsen,Erzgebirgskreis,Bärenstein
DESN043,12.7343,51.3702,POINT (12.7343 51.3702),Sachsen,Leipzig,Wurzen
DETH038,11.334,50.7185,POINT (11.334 50.7185),Thüringen,Saalfeld-Rudolstadt,Rudolstadt
DETH014,10.8727,51.3655,POINT (10.8727 51.3655),Thüringen,Kyffhäuserkreis,Sondershausen
DESN056,12.3038,50.6227,POINT (12.3038 50.6227),Sachsen,Vogtlandkreis,Reichenbach im Vogtland
DETH010,11.6404,50.4519,POINT (11.6404 50.4519),Thüringen,Saale-Orla-Kreis,Bad Lobenstein
DESN013,13.1198,51.1197,POINT (13.1198 51.1197),Sachsen,Mittelsachsen,Döbeln
DETH048,11.5159,51.0225,POINT (11.5159 51.0225),Thüringen,Weimarer Land,Apolda
DETH053,11.6396,50.4481,POINT (11.6396 50.4481),Thüringen,Saale-Orla-Kreis,Bad Lobenstein
DETH034,10.649,51.1083,POINT (10.649 51.1083),Thüringen,Unstrut-Hainich-Kreis,Bad Langensalza
DETH022,10.23,50.8086,POINT (10.23 50.8086),Thüringen,Wartburgkreis,Bad Salzungen
DETH023,10.7291,50.4298,POINT (10.7291 50.4298),Thüringen,Hildburghausen,Hildburghausen
DETH058,11.3615,50.6459,POINT (11.3615 50.6459),Thüringen,Saalfeld-Rudolstadt,Saalfeld/Saale
DESN031,12.4643,50.8508,POINT (12.4643 50.8508),Sachsen,Zwickau,Meerane
DETH028,10.4609,50.719,POINT (10.4609 50.719),Thüringen,Schmalkalden-Meiningen,Schmalkalden
DETH006,12.1968,50.6508,POINT (12.1968 50.6508),Thüringen,Greiz,Greiz
DESN022,13.5256,51.2875,POINT (13.5256 51.2875),Sachsen,Meißen,Großenhain
DESN027,12.4159,51.3598,POINT (12.4159 51.3598),Sachsen,Leipzig (Kreisfreie Stadt),Leipzig
DETH015,11.3269,50.9896,POINT (11.3269 50.9896),Thüringen,Weimar,Weimar
DEUB010,8.5419,50.3991,POINT (8.5419 50.3991),Hessen,Wetteraukreis,Butzbach
DESN018,13.6626,51.0152,POINT (13.6626 51.0152),Sachsen,Sächsische Schweiz-Osterzgebirge,Freital
DESN023,12.7074,50.8028,POINT (12.7074 50.8028),Sachsen,Zwickau,Hohenstein-Ernstthal
DETH049,12.0835,50.8835,POINT (12.0835 50.8835),Thüringen,Gera,Gera
DESN010,12.8894,50.8035,POINT (12.8894 50.8035),Sachsen,Chemnitz,Chemnitz
DESN016,12.6339,51.4597,POINT (12.6339 51.4597),Sachsen,Nordsachsen,Eilenburg
DESN032,13.4898,51.1606,POINT (13.4898 51.1606),Sachsen,Meißen,Meißen
DESN035,13.1089,51.2955,POINT (13.1089 51.2955),Sachsen,Nordsachsen,Oschatz
DEST084,11.8535,52.2704,POINT (11.8535 52.2704),Sachsen-Anhalt,Jerichower Land,Burg
DESN039,13.677,51.1002,POINT (13.677 51.1002),Sachsen,Meißen,Radebeul
DESN042,14.2703,50.9719,POINT (14.2703 50.9719),Sachsen,Sächsische Schweiz-Osterzgebirge,Sebnitz
DETH004,11.584,50.9302,POINT (11.584 50.9302),Thüringen,Jena,Jena
DESN029,12.3404,51.3321,POINT (12.3404 51.3321),Sachsen,Leipzig (Kreisfreie Stadt),Leipzig
DEST021,11.9097,51.4749,POINT (11.9097 51.4749),Sachsen-Anhalt,Halle (Saale),Halle (Saale)
DETH051,10.7265,50.4291,POINT (10.7265 50.4291),Thüringen,Hildburghausen,Hildburghausen
DETH054,10.42,50.5708,POINT (10.42 50.5708),Thüringen,Schmalkalden-Meiningen,Meiningen
DETH044,11.0407,50.9817,POINT (11.0407 50.9817),Thüringen,Erfurt,Erfurt
DETH050,10.7029,50.9477,POINT (10.7029 50.9477),Thüringen,Gotha,Gotha
DETH001,12.0981,50.8801,POINT (12.0981 50.8801),Thüringen,Gera,Gera
DETH003,11.5893,50.9272,POINT (11.5893 50.9272),Thüringen,Jena,Jena
DETH056,11.5936,50.6942,POINT (11.5936 50.6942),Thüringen,Saale-Orla-Kreis,Pößneck
DETH057,11.3479,50.7169,POINT (11.3479 50.7169),Thüringen,Saalfeld-Rudolstadt,Rudolstadt
DESN009,12.9591,50.8676,POINT (12.9591 50.8676),Sachsen,Chemnitz,Chemnitz
DESN062,13.0031,50.5804,POINT (13.0031 50.5804),Sachsen,Erzgebirgskreis,Annaberg-Buchholz
DEST019,11.95,51.4527,POINT (11.95 51.4527),Sachsen-Anhalt,Halle (Saale),Halle (Saale)
DESN021,12.7191,51.2317,POINT (12.7191 51.2317),Sachsen,Leipzig,Grimma
DEST013,11.563,51.8653,POINT (11.563 51.8653),Sachsen-Anhalt,Salzlandkreis,Staßfurt
DESN007,12.8878,50.8333,POINT (12.8878 50.8333),Sachsen,Chemnitz,Chemnitz
DESN058,13.7899,51.0184,POINT (13.7899 51.0184),Sachsen,Dresden,Dresden
DESN046,12.4989,50.704,POINT (12.4989 50.704),Sachsen,Zwickau,Zwickau
DETH059,10.6686,50.654,POINT (10.6686 50.654),Thüringen,Schmalkalden-Meiningen,Zella-Mehlis
