Air Quality Station EoI Code,Longitude,Latitude,geometry,state_x,district,town_city,Unnamed: 0,city,state_y,population
DEBW132,9.2248,49.1461,POINT (9.2248 49.1461),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn,61,Heilbronn,Baden-Württemberg,"128,334"
DEHE055,9.5278,51.3129,POINT (9.5278 51.3129),Hessen,Kassel (Kreisfreie Stadt),Kassel,40,Kassel,Hesse,"204,202"
DEHB009,8.7935,53.0667,POINT (8.7935 53.0667),Bremen,Bremen,Bremen,11,Bremen,Free Hanseatic City of Bremen,"569,396"
DEHH055,9.9674,53.4601,POINT (9.9674 53.4601),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DENW111,6.7362,51.379,POINT (6.7362 51.379),Nordrhein-Westfalen,Duisburg,Duisburg,15,Duisburg,North Rhine-Westphalia,"502,211"
DENW205,6.712,51.4114,POINT (6.712 51.4114),Nordrhein-Westfalen,Duisburg,Duisburg,15,Duisburg,North Rhine-Westphalia,"502,211"
DENW202,8.0207,50.8755,POINT (8.0207 50.8755),Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen,78,Siegen,North Rhine-Westphalia,"102,560"
DEBW126,8.3693,49.0054,POINT (8.3693 49.0054),Baden-Württemberg,Karlsruhe (Stadtkreis),Karlsruhe,22,Karlsruhe,Baden-Württemberg,"308,707"
DEBW130,8.6959,48.888,POINT (8.6959 48.888),Baden-Württemberg,Pforzheim,Pforzheim,62,Pforzheim,Baden-Württemberg,"127,849"
DEBW151,8.677,49.4072,POINT (8.677 49.4072),Baden-Württemberg,Heidelberg,Heidelberg,50,Heidelberg,Baden-Württemberg,"162,273"
DEHH076,9.9717,53.4676,POINT (9.9717 53.4676),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DENW135,7.0465,51.4571,POINT (7.0465 51.4571),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENW194,6.728,51.3677,POINT (6.728 51.3677),Nordrhein-Westfalen,Duisburg,Duisburg,15,Duisburg,North Rhine-Westphalia,"502,211"
DENW220,7.2134,51.5774,POINT (7.2134 51.5774),Nordrhein-Westfalen,Recklinghausen,Recklinghausen,74,Recklinghausen,North Rhine-Westphalia,"111,734"
DENW286,7.1865,51.5603,POINT (7.1865 51.5603),Nordrhein-Westfalen,Recklinghausen,Recklinghausen,74,Recklinghausen,North Rhine-Westphalia,"111,734"
DENW285,7.5833,51.3479,POINT (7.5833 51.3479),Nordrhein-Westfalen,Hagen,Hagen,41,Hagen,North Rhine-Westphalia,"189,783"
DENW261,6.5294,51.3562,POINT (6.5294 51.3562),Nordrhein-Westfalen,Krefeld,Krefeld,34,Krefeld,North Rhine-Westphalia,"228,426"
DENW309,6.746,51.3833,POINT (6.746 51.3833),Nordrhein-Westfalen,Duisburg,Duisburg,15,Duisburg,North Rhine-Westphalia,"502,211"
DETH082,11.5898,50.9364,POINT (11.5898 50.9364),Thüringen,Jena,Jena,75,Jena,Thuringia,"111,191"
DEBE083,13.3086,52.5065,POINT (13.3086 52.5065),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE085,13.4322,52.4657,POINT (13.4322 52.4657),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE087,13.4599,52.5502,POINT (13.4599 52.5502),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE088,13.3284,52.5291,POINT (13.3284 52.5291),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE089,13.3641,52.5014,POINT (13.3641 52.5014),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE090,13.512,52.4551,POINT (13.512 52.4551),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE091,13.5066,52.5105,POINT (13.5066 52.5105),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE094,13.3225,52.4589,POINT (13.3225 52.4589),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE095,13.3854,52.4652,POINT (13.3854 52.4652),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE100,13.3891,52.5144,POINT (13.3891 52.5144),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE101,13.3849,52.5503,POINT (13.3849 52.5503),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE103,13.3127,52.5702,POINT (13.3127 52.5702),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE106,13.4167,52.5116,POINT (13.4167 52.5116),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE111,13.3443,52.5315,POINT (13.3443 52.5315),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE113,13.4134,52.5028,POINT (13.4134 52.5028),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE114,13.4548,52.4895,POINT (13.4548 52.4895),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE115,13.4392,52.4814,POINT (13.4392 52.4814),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE116,13.3885,52.5184,POINT (13.3885 52.5184),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE117,13.3998,52.5295,POINT (13.3998 52.5295),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE121,13.3871,52.4922,POINT (13.3871 52.4922),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE082,13.3913,52.5104,POINT (13.3913 52.5104),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE084,13.3474,52.4813,POINT (13.3474 52.4813),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE086,13.4346,52.4842,POINT (13.4346 52.4842),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE092,13.2818,52.5183,POINT (13.2818 52.5183),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE097,13.4247,52.4874,POINT (13.4247 52.4874),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE098,13.4443,52.4633,POINT (13.4443 52.4633),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE104,13.4651,52.4984,POINT (13.4651 52.4984),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE108,13.3449,52.4372,POINT (13.3449 52.4372),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE122,13.3458,52.4982,POINT (13.3458 52.4982),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE124,13.4132,52.5408,POINT (13.4132 52.5408),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE093,13.3287,52.5239,POINT (13.3287 52.5239),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE105,13.3844,52.531,POINT (13.3844 52.531),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE107,13.3018,52.509,POINT (13.3018 52.509),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE110,13.3431,52.5272,POINT (13.3431 52.5272),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE112,13.3784,52.5223,POINT (13.3784 52.5223),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE119,13.3853,52.4474,POINT (13.3853 52.4474),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE120,13.334,52.4683,POINT (13.334 52.4683),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE123,13.2845,52.5081,POINT (13.2845 52.5081),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE102,13.1966,52.5311,POINT (13.1966 52.5311),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBW235,9.2196,49.1464,POINT (9.2196 49.1464),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn,61,Heilbronn,Baden-Württemberg,"128,334"
DEBW238,9.2171,49.1351,POINT (9.2171 49.1351),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn,61,Heilbronn,Baden-Württemberg,"128,334"
DEBW242,9.2016,48.8078,POINT (9.2016 48.8078),Baden-Württemberg,Stuttgart,Stuttgart,6,Stuttgart,Baden-Württemberg,"632,865"
DEBW243,9.2118,48.7836,POINT (9.2118 48.7836),Baden-Württemberg,Stuttgart,Stuttgart,6,Stuttgart,Baden-Württemberg,"632,865"
DEBW246,8.7056,48.8869,POINT (8.7056 48.8869),Baden-Württemberg,Pforzheim,Pforzheim,62,Pforzheim,Baden-Württemberg,"127,849"
DEBE118,13.3824,52.5098,POINT (13.3824 52.5098),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBW239,9.219,49.1357,POINT (9.219 49.1357),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn,61,Heilbronn,Baden-Württemberg,"128,334"
DEBW245,8.6953,48.8936,POINT (8.6953 48.8936),Baden-Württemberg,Pforzheim,Pforzheim,62,Pforzheim,Baden-Württemberg,"127,849"
DEBE096,13.4351,52.5232,POINT (13.4351 52.5232),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBE109,13.3448,52.4822,POINT (13.3448 52.4822),Berlin,Berlin,Berlin,1,Berlin,Berlin,"3,755,251"
DEBW240,9.2285,49.1387,POINT (9.2285 49.1387),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn,61,Heilbronn,Baden-Württemberg,"128,334"
DEBW234,9.2012,49.1689,POINT (9.2012 49.1689),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn,61,Heilbronn,Baden-Württemberg,"128,334"
DEBW236,9.1725,49.1585,POINT (9.1725 49.1585),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn,61,Heilbronn,Baden-Württemberg,"128,334"
DEBW237,9.2126,49.1365,POINT (9.2126 49.1365),Baden-Württemberg,Heilbronn (Stadtkreis),Heilbronn,61,Heilbronn,Baden-Württemberg,"128,334"
DEHE132,8.6532,49.8694,POINT (8.6532 49.8694),Hessen,Darmstadt,Darmstadt,51,Darmstadt,Hesse,"162,243"
DEHE138,8.6484,49.8654,POINT (8.6484 49.8654),Hessen,Darmstadt,Darmstadt,51,Darmstadt,Hesse,"162,243"
DEHE130,8.6555,49.8697,POINT (8.6555 49.8697),Hessen,Darmstadt,Darmstadt,51,Darmstadt,Hesse,"162,243"
DENI061,9.9503,52.1556,POINT (9.9503 52.1556),Niedersachsen,Hildesheim,Hildesheim,80,Hildesheim,Lower Saxony,"101,858"
DEHH073,9.8327,53.5321,POINT (9.8327 53.5321),Hamburg,Hamburg,Hamburg,2,Hamburg,Hamburg,"1,892,122"
DENI160,10.5,52.2705,POINT (10.5 52.2705),Niedersachsen,Braunschweig,Braunschweig,28,Braunschweig,Lower Saxony,"251,804"
DENI146,8.047,52.2722,POINT (8.047 52.2722),Niedersachsen,Osnabrück (Kreisfreie Stadt),Osnabrück,48,Osnabrück,Lower Saxony,"167,366"
DENW281,7.4773,51.3604,POINT (7.4773 51.3604),Nordrhein-Westfalen,Hagen,Hagen,41,Hagen,North Rhine-Westphalia,"189,783"
DENW290,6.6935,51.2008,POINT (6.6935 51.2008),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss,56,Neuss,North Rhine-Westphalia,"154,139"
DENI180,8.047,52.2722,POINT (8.047 52.2722),Niedersachsen,Osnabrück (Kreisfreie Stadt),Osnabrück,48,Osnabrück,Lower Saxony,"167,366"
DENW376,6.764,51.4315,POINT (6.764 51.4315),Nordrhein-Westfalen,Duisburg,Duisburg,15,Duisburg,North Rhine-Westphalia,"502,211"
DENW377,6.7813,51.4667,POINT (6.7813 51.4667),Nordrhein-Westfalen,Duisburg,Duisburg,15,Duisburg,North Rhine-Westphalia,"502,211"
DENW384,7.1975,51.4916,POINT (7.1975 51.4916),Nordrhein-Westfalen,Bochum,Bochum,16,Bochum,North Rhine-Westphalia,"365,742"
DENW403,7.4625,51.3651,POINT (7.4625 51.3651),Nordrhein-Westfalen,Hagen,Hagen,41,Hagen,North Rhine-Westphalia,"189,783"
DENW184,7.5025,51.504,POINT (7.5025 51.504),Nordrhein-Westfalen,Dortmund,Dortmund,9,Dortmund,North Rhine-Westphalia,"593,317"
DENW407,7.212,51.5001,POINT (7.212 51.5001),Nordrhein-Westfalen,Bochum,Bochum,16,Bochum,North Rhine-Westphalia,"365,742"
DENW296,7.2133,51.5772,POINT (7.2133 51.5772),Nordrhein-Westfalen,Recklinghausen,Recklinghausen,74,Recklinghausen,North Rhine-Westphalia,"111,734"
DENW421,6.7693,51.2524,POINT (6.7693 51.2524),Nordrhein-Westfalen,Düsseldorf,Düsseldorf,7,Düsseldorf,North Rhine-Westphalia,"629,047"
DENW157,8.7441,51.7146,POINT (8.7441 51.7146),Nordrhein-Westfalen,Paderborn,Paderborn,55,Paderborn,North Rhine-Westphalia,"154,755"
DENW158,8.7471,51.7188,POINT (8.7471 51.7188),Nordrhein-Westfalen,Paderborn,Paderborn,55,Paderborn,North Rhine-Westphalia,"154,755"
DENW161,7.0043,51.4402,POINT (7.0043 51.4402),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENI158,10.7859,52.424,POINT (10.7859 52.424),Niedersachsen,Wolfsburg,Wolfsburg,64,Wolfsburg,Lower Saxony,"125,961"
DENW331,7.2104,51.5112,POINT (7.2104 51.5112),Nordrhein-Westfalen,Bochum,Bochum,16,Bochum,North Rhine-Westphalia,"365,742"
DENW251,6.5747,51.3179,POINT (6.5747 51.3179),Nordrhein-Westfalen,Krefeld,Krefeld,34,Krefeld,North Rhine-Westphalia,"228,426"
DENW169,7.0055,51.4785,POINT (7.0055 51.4785),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENW172,6.6925,51.194,POINT (6.6925 51.194),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss,56,Neuss,North Rhine-Westphalia,"154,139"
DENW255,7.3959,51.3395,POINT (7.3959 51.3395),Nordrhein-Westfalen,Hagen,Hagen,41,Hagen,North Rhine-Westphalia,"189,783"
DENW209,6.864,51.475,POINT (6.864 51.475),Nordrhein-Westfalen,Oberhausen,Oberhausen,38,Oberhausen,North Rhine-Westphalia,"210,824"
DENW176,7.0875,50.737,POINT (7.0875 50.737),Nordrhein-Westfalen,Bonn,Bonn,19,Bonn,North Rhine-Westphalia,336.465
DENW178,6.0973,50.7747,POINT (6.0973 50.7747),Nordrhein-Westfalen,Städteregion Aachen,Aachen,27,Aachen,North Rhine-Westphalia,"252,136"
DENW340,6.8332,51.2408,POINT (6.8332 51.2408),Nordrhein-Westfalen,Düsseldorf,Düsseldorf,7,Düsseldorf,North Rhine-Westphalia,"629,047"
DENW342,8.0238,50.8755,POINT (8.0238 50.8755),Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen,78,Siegen,North Rhine-Westphalia,"102,560"
DENW195,7.8097,51.6893,POINT (7.8097 51.6893),Nordrhein-Westfalen,Hamm,Hamm,44,Hamm,North Rhine-Westphalia,"180,849"
DENW361,8.534,52.024,POINT (8.534 52.024),Nordrhein-Westfalen,Bielefeld,Bielefeld,18,Bielefeld,North Rhine-Westphalia,"338,332"
DENW269,7.6314,51.9633,POINT (7.6314 51.9633),Nordrhein-Westfalen,Münster,Münster,20,Münster,North Rhine-Westphalia,"320,946"
DENW363,8.7118,51.7437,POINT (8.7118 51.7437),Nordrhein-Westfalen,Paderborn,Paderborn,55,Paderborn,North Rhine-Westphalia,"154,755"
DENW364,6.9244,51.5192,POINT (6.9244 51.5192),Nordrhein-Westfalen,Bottrop,Bottrop,66,Bottrop,North Rhine-Westphalia,"118,113"
DENW368,6.6986,51.2274,POINT (6.6986 51.2274),Nordrhein-Westfalen,Düsseldorf,Düsseldorf,7,Düsseldorf,North Rhine-Westphalia,"629,047"
DENW373,7.002,51.3877,POINT (7.002 51.3877),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENI159,10.7878,52.4164,POINT (10.7878 52.4164),Niedersachsen,Wolfsburg,Wolfsburg,64,Wolfsburg,Lower Saxony,"125,961"
DENW165,6.41,51.1824,POINT (6.41 51.1824),Nordrhein-Westfalen,Mönchengladbach,Mönchengladbach,25,Mönchengladbach,North Rhine-Westphalia,"268,465"
DENW162,7.0012,51.3881,POINT (7.0012 51.3881),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENW166,7.182,51.178,POINT (7.182 51.178),Nordrhein-Westfalen,Remscheid,Remscheid,72,Remscheid,North Rhine-Westphalia,"112,613"
DENW215,6.9761,51.4432,POINT (6.9761 51.4432),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENW228,8.5223,52.026,POINT (8.5223 52.026),Nordrhein-Westfalen,Bielefeld,Bielefeld,18,Bielefeld,North Rhine-Westphalia,"338,332"
DENW268,7.6135,51.9683,POINT (7.6135 51.9683),Nordrhein-Westfalen,Münster,Münster,20,Münster,North Rhine-Westphalia,"320,946"
DENW216,6.7764,51.2025,POINT (6.7764 51.2025),Nordrhein-Westfalen,Düsseldorf,Düsseldorf,7,Düsseldorf,North Rhine-Westphalia,"629,047"
DERP063,7.6003,50.3505,POINT (7.6003 50.3505),Rheinland-Pfalz,Koblenz,Koblenz,70,Koblenz,Rhineland-Palatinate,"115,268"
DERP068,7.593,50.3521,POINT (7.593 50.3521),Rheinland-Pfalz,Koblenz,Koblenz,70,Koblenz,Rhineland-Palatinate,"115,268"
DERP069,7.5972,50.351,POINT (7.5972 50.351),Rheinland-Pfalz,Koblenz,Koblenz,70,Koblenz,Rhineland-Palatinate,"115,268"
DERP070,7.5667,50.3692,POINT (7.5667 50.3692),Rheinland-Pfalz,Koblenz,Koblenz,70,Koblenz,Rhineland-Palatinate,"115,268"
DERP071,7.5177,50.3701,POINT (7.5177 50.3701),Rheinland-Pfalz,Koblenz,Koblenz,70,Koblenz,Rhineland-Palatinate,"115,268"
DERP079,8.2681,50.009,POINT (8.2681 50.009),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP080,8.2613,50.0065,POINT (8.2613 50.0065),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP083,8.2629,50.0007,POINT (8.2629 50.0007),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP084,8.2645,50.0027,POINT (8.2645 50.0027),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP086,8.2672,50.0027,POINT (8.2672 50.0027),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP089,8.271,50.006,POINT (8.271 50.006),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP095,8.2696,50.0085,POINT (8.2696 50.0085),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP097,8.2749,49.995,POINT (8.2749 49.995),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP100,8.257,50.0143,POINT (8.257 50.0143),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP101,8.2777,49.998,POINT (8.2777 49.998),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP102,8.2753,50.0021,POINT (8.2753 50.0021),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DENW171,7.0472,51.4574,POINT (7.0472 51.4574),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENW175,7.0971,50.7226,POINT (7.0971 50.7226),Nordrhein-Westfalen,Bonn,Bonn,19,Bonn,North Rhine-Westphalia,336.465
DENW406,7.1906,51.4945,POINT (7.1906 51.4945),Nordrhein-Westfalen,Bochum,Bochum,16,Bochum,North Rhine-Westphalia,"365,742"
DENW277,7.0803,51.4656,POINT (7.0803 51.4656),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENW412,8.54,52.0255,POINT (8.54 52.0255),Nordrhein-Westfalen,Bielefeld,Bielefeld,18,Bielefeld,North Rhine-Westphalia,"338,332"
DENW420,6.7713,51.2002,POINT (6.7713 51.2002),Nordrhein-Westfalen,Düsseldorf,Düsseldorf,7,Düsseldorf,North Rhine-Westphalia,"629,047"
DENW289,6.685,51.2024,POINT (6.685 51.2024),Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss,56,Neuss,North Rhine-Westphalia,"154,139"
DENW410,7.4671,51.5044,POINT (7.4671 51.5044),Nordrhein-Westfalen,Dortmund,Dortmund,9,Dortmund,North Rhine-Westphalia,"593,317"
DENW413,8.5306,52.0161,POINT (8.5306 52.0161),Nordrhein-Westfalen,Bielefeld,Bielefeld,18,Bielefeld,North Rhine-Westphalia,"338,332"
DESH055,10.6649,53.8745,POINT (10.6649 53.8745),Schleswig-Holstein,Lübeck,Lübeck,36,Lübeck,Schleswig-Holstein,"218,095"
DENW408,7.4556,51.524,POINT (7.4556 51.524),Nordrhein-Westfalen,Dortmund,Dortmund,9,Dortmund,North Rhine-Westphalia,"593,317"
DENW409,7.4741,51.5056,POINT (7.4741 51.5056),Nordrhein-Westfalen,Dortmund,Dortmund,9,Dortmund,North Rhine-Westphalia,"593,317"
DENW418,6.7051,51.421,POINT (6.7051 51.421),Nordrhein-Westfalen,Duisburg,Duisburg,15,Duisburg,North Rhine-Westphalia,"502,211"
DENW248,7.195,51.6126,POINT (7.195 51.6126),Nordrhein-Westfalen,Recklinghausen,Recklinghausen,74,Recklinghausen,North Rhine-Westphalia,"111,734"
DENW369,7.1502,51.543,POINT (7.1502 51.543),Nordrhein-Westfalen,Herne,Herne,54,Herne,North Rhine-Westphalia,"157,368"
DENW252,6.554,51.3404,POINT (6.554 51.3404),Nordrhein-Westfalen,Krefeld,Krefeld,34,Krefeld,North Rhine-Westphalia,"228,426"
DENW253,6.7119,51.4115,POINT (6.7119 51.4115),Nordrhein-Westfalen,Duisburg,Duisburg,15,Duisburg,North Rhine-Westphalia,"502,211"
DENW360,8.0208,50.8757,POINT (8.0208 50.8757),Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen,78,Siegen,North Rhine-Westphalia,"102,560"
DENW339,6.7595,51.1844,POINT (6.7595 51.1844),Nordrhein-Westfalen,Düsseldorf,Düsseldorf,7,Düsseldorf,North Rhine-Westphalia,"629,047"
DENW272,8.0261,50.8708,POINT (8.0261 50.8708),Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen,78,Siegen,North Rhine-Westphalia,"102,560"
DENW404,7.4739,51.3548,POINT (7.4739 51.3548),Nordrhein-Westfalen,Hagen,Hagen,41,Hagen,North Rhine-Westphalia,"189,783"
DENW279,7.2015,51.6135,POINT (7.2015 51.6135),Nordrhein-Westfalen,Recklinghausen,Recklinghausen,74,Recklinghausen,North Rhine-Westphalia,"111,734"
DENW385,6.8364,51.2002,POINT (6.8364 51.2002),Nordrhein-Westfalen,Düsseldorf,Düsseldorf,7,Düsseldorf,North Rhine-Westphalia,"629,047"
DENW393,6.7789,51.2333,POINT (6.7789 51.2333),Nordrhein-Westfalen,Düsseldorf,Düsseldorf,7,Düsseldorf,North Rhine-Westphalia,"629,047"
DENW399,6.9943,51.4458,POINT (6.9943 51.4458),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENW416,6.6876,51.4496,POINT (6.6876 51.4496),Nordrhein-Westfalen,Duisburg,Duisburg,15,Duisburg,North Rhine-Westphalia,"502,211"
DENW362,6.7611,51.2003,POINT (6.7611 51.2003),Nordrhein-Westfalen,Düsseldorf,Düsseldorf,7,Düsseldorf,North Rhine-Westphalia,"629,047"
DENW371,6.1231,50.7944,POINT (6.1231 50.7944),Nordrhein-Westfalen,Städteregion Aachen,Aachen,27,Aachen,North Rhine-Westphalia,"252,136"
DENW411,7.4796,51.5241,POINT (7.4796 51.5241),Nordrhein-Westfalen,Dortmund,Dortmund,9,Dortmund,North Rhine-Westphalia,"593,317"
DENW423,6.7583,51.4191,POINT (6.7583 51.4191),Nordrhein-Westfalen,Duisburg,Duisburg,15,Duisburg,North Rhine-Westphalia,"502,211"
DENW428,6.7078,51.4396,POINT (6.7078 51.4396),Nordrhein-Westfalen,Duisburg,Duisburg,15,Duisburg,North Rhine-Westphalia,"502,211"
DENW379,7.048,51.4577,POINT (7.048 51.4577),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DENW276,6.9806,51.4896,POINT (6.9806 51.4896),Nordrhein-Westfalen,Essen,Essen,10,Essen,North Rhine-Westphalia,"584,580"
DERP066,7.5985,50.3601,POINT (7.5985 50.3601),Rheinland-Pfalz,Koblenz,Koblenz,70,Koblenz,Rhineland-Palatinate,"115,268"
DERP067,7.5911,50.3537,POINT (7.5911 50.3537),Rheinland-Pfalz,Koblenz,Koblenz,70,Koblenz,Rhineland-Palatinate,"115,268"
DERP081,8.2602,50.0043,POINT (8.2602 50.0043),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP082,8.262,50.0003,POINT (8.262 50.0003),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP085,8.2657,50.0018,POINT (8.2657 50.0018),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP087,8.2674,50.0074,POINT (8.2674 50.0074),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP091,8.2668,50.012,POINT (8.2668 50.012),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP096,8.282,49.9934,POINT (8.282 49.9934),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP099,8.2652,49.9999,POINT (8.2652 49.9999),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP106,7.6121,50.3605,POINT (7.6121 50.3605),Rheinland-Pfalz,Koblenz,Koblenz,70,Koblenz,Rhineland-Palatinate,"115,268"
DERP065,7.5984,50.3627,POINT (7.5984 50.3627),Rheinland-Pfalz,Koblenz,Koblenz,70,Koblenz,Rhineland-Palatinate,"115,268"
DERP088,8.2688,50.0044,POINT (8.2688 50.0044),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP090,8.2649,50.0119,POINT (8.2649 50.0119),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP098,8.2658,49.9915,POINT (8.2658 49.9915),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP107,8.2796,49.9956,POINT (8.2796 49.9956),Rheinland-Pfalz,Mainz,Mainz,35,Mainz,Rhineland-Palatinate,"220,552"
DERP108,7.6058,50.3647,POINT (7.6058 50.3647),Rheinland-Pfalz,Koblenz,Koblenz,70,Koblenz,Rhineland-Palatinate,"115,268"
