Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;SPD;PDS;FDP;GRÜNE;NPD;PBC;Agrarb�ndnis;AfR;AMB;AU;AJL;Bv-L�ndlicher Raum;Bv;B�ndnis 90;BBLR;BFR;BfB;BfS;BB UER;BG;BMV;BUMV;GRAUE;Die Sozialen;ok;FORUM;Freie W�hlergemeinschaft;F-UER;HGR;MUG;RB;SAV;UWG Bansin;UWG Tramm;WG Bauernverband;Bauern;WGGM;WGK;WGLR;WG Prohn;"WG ""Rettet Prerow""";UR;WG Wittenhagen;Einzelbewerber
A;59;Ostvorpommern;5924;Z�ssow;13059102;Wrangelsburg;1;1;203;127;62,6;15;332;175;33;52;11;10;19;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;14;x;x;x;3;x;15
P;59;Ostvorpommern;5924;Z�ssow;13059102;Wrangelsburg;1;1;203;127;62,6;4,3;95,7;52,7;9,9;15,7;3,3;3;5,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;4,2;x;x;x;0,9;x;4,5
A;59;Ostvorpommern;5924;Z�ssow;13059110;Z�ssow;1;1;1177;559;47,5;66;1604;896;202;196;44;33;69;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;151;x;x;x;10;x;3
P;59;Ostvorpommern;5924;Z�ssow;13059110;Z�ssow;1;1;1177;559;47,5;4;96;55,9;12,6;12,2;2,7;2,1;4,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;9,4;x;x;x;0,6;x;0,2
A;60;Parchim;6002;Goldberg, Stadt;13060026;Goldberg, Stadt;4;4;3282;1388;42,3;177;3928;1611;500;778;862;65;x;x;79;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;33
P;60;Parchim;6002;Goldberg, Stadt;13060026;Goldberg, Stadt;4;4;3282;1388;42,3;4,3;95,7;41;12,7;19,8;21,9;1,7;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8
A;60;Parchim;6003;L�bz, Stadt;13060049;L�bz, Stadt;6;6;5576;2248;40,3;167;6460;3665;881;1375;349;71;x;x;60;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;59
P;60;Parchim;6003;L�bz, Stadt;13060049;L�bz, Stadt;6;6;5576;2248;40,3;2,5;97,5;56,7;13,6;21,3;5,4;1,1;x;x;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9
A;60;Parchim;6004;Parchim, Stadt;13060056;Parchim, Stadt;18;18;16394;6252;38,1;659;17483;7179;4624;3245;843;708;x;x;443;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;441
P;60;Parchim;6004;Parchim, Stadt;13060056;Parchim, Stadt;18;18;16394;6252;38,1;3,6;96,4;41,1;26,4;18,6;4,8;4;x;x;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,5
A;60;Parchim;6005;Plau am See, Stadt;13060061;Plau am See, Stadt;7;7;4944;2140;43,3;258;6026;2380;1311;1845;139;122;x;x;70;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;159
P;60;Parchim;6005;Plau am See, Stadt;13060061;Plau am See, Stadt;7;7;4944;2140;43,3;4,1;95,9;39,5;21,8;30,6;2,3;2;x;x;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,6
A;60;Parchim;6011;Banzkow;13060001;Banzkow;3;3;1975;986;49,9;130;2739;760;714;430;81;93;x;x;613;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;48
P;60;Parchim;6011;Banzkow;13060001;Banzkow;3;3;1975;986;49,9;4,5;95,5;27,7;26,1;15,7;3;3,4;x;x;22,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8
A;60;Parchim;6011;Banzkow;13060027;Goldenst�dt;1;1;554;295;53,2;7;854;394;60;276;39;27;x;x;42;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;16
P;60;Parchim;6011;Banzkow;13060027;Goldenst�dt;1;1;554;295;53,2;0,8;99,2;46,1;7;32,3;4,6;3,2;x;x;4,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9
A;60;Parchim;6011;Banzkow;13060060;Plate;4;4;3180;1593;50,1;129;4583;2043;1200;501;120;209;x;x;206;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;304
P;60;Parchim;6011;Banzkow;13060060;Plate;4;4;3180;1593;50,1;2,7;97,3;44,6;26,2;10,9;2,6;4,6;x;x;4,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6,6
A;60;Parchim;6011;Banzkow;13060077;Sukow;2;2;1320;699;53;29;1977;678;1015;119;32;31;x;x;64;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;38
P;60;Parchim;6011;Banzkow;13060077;Sukow;2;2;1320;699;53;1,4;98,6;34,3;51,3;6;1,6;1,6;x;x;3,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9
A;60;Parchim;6012;Br�el;13060004;Blankenberg;1;1;410;248;60,5;51;685;254;223;156;24;9;x;x;10;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9
P;60;Parchim;6012;Br�el;13060004;Blankenberg;1;1;410;248;60,5;6,9;93,1;37,1;32,6;22,8;3,5;1,3;x;x;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3
A;60;Parchim;6012;Br�el;13060007;Br�el, Stadt;2;2;2694;1195;44,4;111;3392;1193;791;1091;214;57;x;x;27;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;19
P;60;Parchim;6012;Br�el;13060007;Br�el, Stadt;2;2;2694;1195;44,4;3,2;96,8;35,2;23,3;32,2;6,3;1,7;x;x;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6
A;60;Parchim;6012;Br�el;13060046;Langen Jarchow;1;1;240;120;50;21;333;165;77;47;14;14;x;x;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9
P;60;Parchim;6012;Br�el;13060046;Langen Jarchow;1;1;240;120;50;5,9;94,1;49,5;23,1;14,1;4,2;4,2;x;x;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,7
A;60;Parchim;6012;Br�el;13060082;Weitendorf;1;1;381;192;50,4;30;530;142;87;187;49;33;x;x;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8
P;60;Parchim;6012;Br�el;13060082;Weitendorf;1;1;381;192;50,4;5,4;94,6;26,8;16,4;35,3;9,2;6,2;x;x;4,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5
A;60;Parchim;6012;Br�el;13060089;Zahrensdorf;1;1;320;179;55,9;65;472;185;134;84;29;16;x;x;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0
P;60;Parchim;6012;Br�el;13060089;Zahrensdorf;1;1;320;179;55,9;12,1;87,9;39,2;28,4;17,8;6,1;3,4;x;x;5,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0
A;60;Parchim;6012;Br�el;13060097;Kuhlen-Wendorf;2;2;874;436;49,9;87;1196;286;278;366;92;73;x;x;58;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;43
P;60;Parchim;6012;Br�el;13060097;Kuhlen-Wendorf;2;2;874;436;49,9;6,8;93,2;23,9;23,2;30,6;7,7;6,1;x;x;4,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,6
A;60;Parchim;6013;Crivitz;13060003;Barnin;1;1;398;278;69,8;27;792;313;171;104;87;34;x;x;21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;49
P;60;Parchim;6013;Crivitz;13060003;Barnin;1;1;398;278;69,8;3,3;96,7;39,5;21,6;13,1;11;4,3;x;x;2,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;x;x;x;x;x;x;6,2
A;60;Parchim;6013;Crivitz;13060008;B�low;1;1;328;182;55,5;21;502;138;108;91;29;35;x;x;16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;79
P;60;Parchim;6013;Crivitz;13060008;B�low;1;1;328;182;55,5;4;96;27,5;21,5;18,1;5,8;7;x;x;3,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;x;x;x;x;x;15,7
A;60;Parchim;6013;Crivitz;13060010;Crivitz, Stadt;4;4;4181;2296;54,9;210;6621;2819;1052;630;1240;194;x;x;72;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;602
P;60;Parchim;6013;Crivitz;13060010;Crivitz, Stadt;4;4;4181;2296;54,9;3,1;96,9;42,6;15,9;9,5;18,7;2,9;x;x;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;9,1
A;60;Parchim;6013;Crivitz;13060013;Demen;2;2;1126;524;46,5;51;1456;331;565;241;91;38;x;x;54;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;x;125
P;60;Parchim;6013;Crivitz;13060013;Demen;2;2;1126;524;46,5;3,4;96,6;22,7;38,8;16,6;6,3;2,6;x;x;3,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;x;x;x;x;x;x;x;x;x;8,6
A;60;Parchim;6013;Crivitz;13060025;G�hren;1;1;338;204;60,4;33;563;234;111;93;15;38;x;x;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;56
P;60;Parchim;6013;Crivitz;13060025;G�hren;1;1;338;204;60,4;5,5;94,5;41,6;19,7;16,5;2,7;6,7;x;x;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;x;x;x;x;x;x;9,9
A;60;Parchim;6013;Crivitz;13060080;Tramm;1;1;508;333;65,6;62;925;302;119;77;33;18;x;x;28;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;311;x;x;x;x;x;x;x;x;x;37
P;60;Parchim;6013;Crivitz;13060080;Tramm;1;1;508;333;65,6;6,3;93,7;32,6;12,9;8,3;3,6;1,9;x;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;33,6;x;x;x;x;x;x;x;x;x;4
A;60;Parchim;6013;Crivitz;13060087;Wessin;1;1;448;216;48,2;21;601;238;99;75;42;18;x;x;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x;x;88
P;60;Parchim;6013;Crivitz;13060087;Wessin;1;1;448;216;48,2;3,4;96,6;39,6;16,5;12,5;7;3;x;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,8;x;x;x;x;x;x;x;x;x;14,6
A;60;Parchim;6013;Crivitz;13060090;Zapel;1;1;382;205;53,7;27;566;243;98;53;76;5;x;x;17;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;68
P;60;Parchim;6013;Crivitz;13060090;Zapel;1;1;382;205;53,7;4,6;95,4;42,9;17,3;9,4;13,4;0,9;x;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;x;x;x;x;x;x;x;x;x;12
A;60;Parchim;6014;Eldetal;13060012;Damm;1;1;454;253;55,7;48;690;356;83;73;80;41;x;x;38;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;11
P;60;Parchim;6014;Eldetal;13060012;Damm;1;1;454;253;55,7;6,5;93,5;51,6;12;10,6;11,6;5,9;x;x;5,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;x;x;x;x;x;1,6
A;60;Parchim;6014;Eldetal;13060016;Doms�hl;1;1;935;606;64,8;44;1647;897;166;231;74;73;x;x;106;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;27;x;x;x;x;x;x;x;x;x;73
P;60;Parchim;6014;Eldetal;13060016;Doms�hl;1;1;935;606;64,8;2,6;97,4;54,5;10,1;14;4,5;4,4;x;x;6,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;x;x;x;x;x;x;4,4
A;60;Parchim;6014;Eldetal;13060017;Friedrichsruhe;2;2;879;477;54,3;57;1319;489;335;171;66;32;x;x;101;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;26;x;x;x;x;x;x;x;x;x;99
P;60;Parchim;6014;Eldetal;13060017;Friedrichsruhe;2;2;879;477;54,3;4,1;95,9;37,1;25,4;13;5;2,4;x;x;7,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;7,5
A;60;Parchim;6014;Eldetal;13060029;Grebbin;1;1;504;328;65,1;129;828;356;167;118;24;42;x;x;96;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;23
P;60;Parchim;6014;Eldetal;13060029;Grebbin;1;1;504;328;65,1;13,5;86,5;43;20,2;14,3;2,9;5,1;x;x;11,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;2,8
A;60;Parchim;6014;Eldetal;13060032;Gro� Niendorf;1;1;209;138;66;12;385;200;84;33;17;9;x;x;25;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;15
P;60;Parchim;6014;Eldetal;13060032;Gro� Niendorf;1;1;209;138;66;3;97;51,9;21,8;8,6;4,4;2,3;x;x;6,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;3,9
A;60;Parchim;6014;Eldetal;13060039;Klinken;1;1;311;156;50,2;17;409;203;82;43;21;23;x;x;10;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14;x;x;x;x;x;x;x;x;x;13
P;60;Parchim;6014;Eldetal;13060039;Klinken;1;1;311;156;50,2;4;96;49,6;20;10,5;5,1;5,6;x;x;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,4;x;x;x;x;x;x;x;x;x;3,2
A;60;Parchim;6014;Eldetal;13060064;Raduhn;1;1;464;258;55,6;36;721;336;95;134;39;33;x;x;39;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;23;x;x;x;x;x;x;x;x;x;22
P;60;Parchim;6014;Eldetal;13060064;Raduhn;1;1;464;258;55,6;4,8;95,2;46,6;13,2;18,6;5,4;4,6;x;x;5,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,2;x;x;x;x;x;x;x;x;x;3,1
A;60;Parchim;6014;Eldetal;13060070;Severin;1;1;252;179;71;57;466;259;57;69;27;22;x;x;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;x;x;x;x;x;x;x;x;x;7
P;60;Parchim;6014;Eldetal;13060070;Severin;1;1;252;179;71;10,9;89,1;55,6;12,2;14,8;5,8;4,7;x;x;3,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;x;1,5
A;60;Parchim;6014;Eldetal;13060092;Z�lkow;1;1;559;321;57,4;51;867;406;176;104;30;42;x;x;69;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;37
P;60;Parchim;6014;Eldetal;13060092;Z�lkow;1;1;559;321;57,4;5,6;94,4;46,8;20,3;12;3,5;4,8;x;x;8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;4,3
A;60;Parchim;6015;Marnitz;13060051;Marnitz;1;1;764;355;46,5;42;998;574;133;85;29;32;x;x;132;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13
P;60;Parchim;6015;Marnitz;13060051;Marnitz;1;1;764;355;46,5;4;96;57,5;13,3;8,5;2,9;3,2;x;x;13,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3
A;60;Parchim;6015;Marnitz;13060071;Siggelkow;3;3;894;475;53,1;98;1204;614;136;198;49;33;x;x;153;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;21
P;60;Parchim;6015;Marnitz;13060071;Siggelkow;3;3;894;475;53,1;7,5;92,5;51;11,3;16,4;4,1;2,7;x;x;12,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7
A;60;Parchim;6015;Marnitz;13060076;Suckow;1;1;541;265;49;21;752;359;78;119;26;16;x;x;143;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11
P;60;Parchim;6015;Marnitz;13060076;Suckow;1;1;541;265;49;2,7;97,3;47,7;10,4;15,8;3,5;2,1;x;x;19;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5
A;60;Parchim;6015;Marnitz;13060079;Tessenow;1;1;603;310;51,4;57;853;462;105;125;16;39;x;x;85;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;21
P;60;Parchim;6015;Marnitz;13060079;Tessenow;1;1;603;310;51,4;6,3;93,7;54,2;12,3;14,7;1,9;4,6;x;x;10;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,5
A;60;Parchim;6016;Mildenitz;13060014;Diestelow;1;1;474;255;53,8;51;705;367;101;74;82;18;x;x;51;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12
P;60;Parchim;6016;Mildenitz;13060014;Diestelow;1;1;474;255;53,8;6,7;93,3;52,1;14,3;10,5;11,6;2,6;x;x;7,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7
A;60;Parchim;6016;Mildenitz;13060015;Dobbertin;1;1;1149;443;38,6;126;1185;466;188;258;84;22;x;x;148;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;19
P;60;Parchim;6016;Mildenitz;13060015;Dobbertin;1;1;1149;443;38,6;9,6;90,4;39,3;15,9;21,8;7,1;1,9;x;x;12,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6
A;60;Parchim;6016;Mildenitz;13060047;Langenhagen;1;1;140;101;72,1;15;287;120;66;31;22;2;x;x;18;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;28
P;60;Parchim;6016;Mildenitz;13060047;Langenhagen;1;1;140;101;72,1;5;95;41,8;23;10,8;7,7;0,7;x;x;6,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9,8
A;60;Parchim;6016;Mildenitz;13060053;Mestlin;1;1;854;484;56,7;108;1325;472;358;222;42;84;x;x;125;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;22
P;60;Parchim;6016;Mildenitz;13060053;Mestlin;1;1;854;484;56,7;7,5;92,5;35,6;27;16,8;3,2;6,3;x;x;9,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7
A;60;Parchim;6016;Mildenitz;13060055;Neu Poserin;1;1;544;263;48,3;42;727;308;148;183;43;12;x;x;29;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4
P;60;Parchim;6016;Mildenitz;13060055;Neu Poserin;1;1;544;263;48,3;5,5;94,5;42,4;20,4;25,2;5,9;1,7;x;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6
A;60;Parchim;6016;Mildenitz;13060078;Techentin;1;1;548;281;51,3;57;770;340;87;93;18;30;x;x;160;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;42
P;60;Parchim;6016;Mildenitz;13060078;Techentin;1;1;548;281;51,3;6,9;93,1;44,2;11,3;12,1;2,3;3,9;x;x;20,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,5
A;60;Parchim;6016;Mildenitz;13060084;Wendisch Waren;1;1;341;178;52,2;21;504;242;87;110;26;13;x;x;20;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6
P;60;Parchim;6016;Mildenitz;13060084;Wendisch Waren;1;1;341;178;52,2;4;96;48;17,3;21,8;5,2;2,6;x;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2
A;60;Parchim;6017;Ostufer Schweriner See;13060009;Cambs;2;2;567;329;58;81;876;346;210;93;44;137;x;x;23;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;23
P;60;Parchim;6017;Ostufer Schweriner See;13060009;Cambs;2;2;567;329;58;8,5;91,5;39,5;24;10,6;5;15,6;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,6
A;60;Parchim;6017;Ostufer Schweriner See;13060022;Gneven;1;1;353;214;60,6;24;606;230;154;110;40;44;x;x;8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20
P;60;Parchim;6017;Ostufer Schweriner See;13060022;Gneven;1;1;353;214;60,6;3,8;96,2;38;25,4;18,2;6,6;7,3;x;x;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,3
A;60;Parchim;6017;Ostufer Schweriner See;13060024;Godern;1;1;306;218;71,2;51;599;193;101;74;154;45;x;x;14;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;18
P;60;Parchim;6017;Ostufer Schweriner See;13060024;Godern;1;1;306;218;71,2;7,8;92,2;32,2;16,9;12,4;25,7;7,5;x;x;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3
