Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;SPD;PDS;FDP;GRÜNE;NPD;PBC;Agrarb�ndnis;AfR;AMB;AU;AJL;Bv-L�ndlicher Raum;Bv;B�ndnis 90;BBLR;BFR;BfB;BfS;BB UER;BG;BMV;BUMV;GRAUE;Die Sozialen;ok;FORUM;Freie W�hlergemeinschaft;F-UER;HGR;MUG;RB;SAV;UWG Bansin;UWG Tramm;WG Bauernverband;Bauern;WGGM;WGK;WGLR;WG Prohn;"WG ""Rettet Prerow""";UR;WG Wittenhagen;Einzelbewerber
A;57;Nordvorpommern;5720;Niepars;13057083;Steinhagen;4;4;2322;1304;56,2;210;3631;2067;793;477;104;73;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;38;x;x;x;x;21;x;x;39;19
P;57;Nordvorpommern;5720;Niepars;13057083;Steinhagen;4;4;2322;1304;56,2;5,5;94,5;56,9;21,8;13,1;2,9;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;0,6;x;x;1,1;0,5
A;57;Nordvorpommern;5720;Niepars;13057090;Wendorf;1;1;892;439;49,2;60;1241;640;145;193;81;38;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;54;x;x;x;x;16;x;x;18;56
P;57;Nordvorpommern;5720;Niepars;13057090;Wendorf;1;1;892;439;49,2;4,6;95,4;51,6;11,7;15,6;6,5;3,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,4;x;x;x;x;1,3;x;x;1,5;4,5
A;57;Nordvorpommern;5720;Niepars;13057095;Zarrendorf;1;1;938;510;54,4;22;1435;805;117;276;40;20;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;30;x;x;x;x;4;x;x;116;27
P;57;Nordvorpommern;5720;Niepars;13057095;Zarrendorf;1;1;938;510;54,4;1,5;98,5;56,1;8,2;19,2;2,8;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1;x;x;x;x;0,3;x;x;8,1;1,9
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057006;Bad S�lze, Stadt;2;2;1707;621;36,4;75;1754;809;187;336;80;54;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;284;x;x;x;x;x;x;x;4;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057006;Bad S�lze, Stadt;2;2;1707;621;36,4;4,1;95,9;46,1;10,7;19,2;4,6;3,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;16,2;x;x;x;x;x;x;x;0,2;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057020;Dettmannsdorf;2;2;1016;461;45,4;48;1290;583;53;219;210;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;207;x;x;x;x;x;x;x;3;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057020;Dettmannsdorf;2;2;1016;461;45,4;3,6;96,4;45,2;4,1;17;16,3;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;16;x;x;x;x;x;x;x;0,2;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057021;Deyelsdorf;1;1;505;221;43,8;33;604;394;46;86;31;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;39;x;x;x;x;x;x;x;4;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057021;Deyelsdorf;1;1;505;221;43,8;5,2;94,8;65,2;7,6;14,2;5,1;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6,5;x;x;x;x;x;x;x;0,7;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057024;Drechow;1;1;258;109;42,2;33;286;194;21;34;7;6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20;x;x;x;x;x;x;x;4;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057024;Drechow;1;1;258;109;42,2;10,3;89,7;67,8;7,3;11,9;2,4;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;1,4;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057026;Eixen;3;3;752;418;55,6;30;1163;379;62;406;193;21;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;102;x;x;x;x;x;x;x;0;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057026;Eixen;3;3;752;418;55,6;2,5;97,5;32,6;5,3;34,9;16,6;1,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8,8;x;x;x;x;x;x;x;0;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057031;Grammendorf;1;1;560;262;46,8;15;756;491;55;159;6;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;26;x;x;x;x;x;x;x;4;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057031;Grammendorf;1;1;560;262;46,8;1,9;98,1;64,9;7,3;21;0,8;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,4;x;x;x;x;x;x;x;0,5;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057032;Gransebieth;1;1;584;284;48,6;65;787;438;70;192;19;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;45;x;x;x;x;x;x;x;8;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057032;Gransebieth;1;1;584;284;48,6;7,6;92,4;55,7;8,9;24,4;2,4;1,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,7;x;x;x;x;x;x;x;1;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057040;Hugoldsdorf;1;1;127;61;48;15;158;97;15;25;8;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9;x;x;x;x;x;x;x;4;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057040;Hugoldsdorf;1;1;127;61;48;8,7;91,3;61,4;9,5;15,8;5,1;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,7;x;x;x;x;x;x;x;2,5;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057085;Tribsees, Stadt;6;6;2725;1239;45,5;127;3378;2543;261;348;112;29;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;77;x;x;x;x;x;x;x;8;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057085;Tribsees, Stadt;6;6;2725;1239;45,5;3,6;96,4;75,3;7,7;10,3;3,3;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;0,2;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057103;Lindholz;3;3;664;395;59,5;54;1081;669;101;163;54;11;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;82;x;x;x;x;x;x;x;1;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057103;Lindholz;3;3;664;395;59,5;4,8;95,2;61,9;9,3;15,1;5;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7,6;x;x;x;x;x;x;x;0,1;x
A;58;Nordwestmecklenburg;5801;Boltenhagen;13058014;Boltenhagen;4;4;2169;1208;55,7;135;3406;1442;841;577;152;116;x;x;x;x;x;x;x;x;205;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;73
P;58;Nordwestmecklenburg;5801;Boltenhagen;13058014;Boltenhagen;4;4;2169;1208;55,7;3,8;96,2;42,3;24,7;16,9;4,5;3,4;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1
A;58;Nordwestmecklenburg;5803;Grevesm�hlen, Stadt;13058034;Grevesm�hlen, Stadt;9;9;9572;3556;37,2;420;9982;3701;2897;2239;181;190;x;x;x;x;x;x;x;x;545;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;229
P;58;Nordwestmecklenburg;5803;Grevesm�hlen, Stadt;13058034;Grevesm�hlen, Stadt;9;9;9572;3556;37,2;4;96;37,1;29;22,4;1,8;1,9;x;x;x;x;x;x;x;x;5,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,3
A;58;Nordwestmecklenburg;5804;Insel Poel;13058050;Insel Poel;3;3;2462;1318;53,5;183;3710;1737;861;735;86;81;x;x;x;x;x;x;x;x;114;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;96
P;58;Nordwestmecklenburg;5804;Insel Poel;13058050;Insel Poel;3;3;2462;1318;53,5;4,7;95,3;46,8;23,2;19,8;2,3;2,2;x;x;x;x;x;x;x;x;3,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,6
A;58;Nordwestmecklenburg;5811;Bad Kleinen;13058003;Bad Kleinen;3;3;3164;1513;47,8;168;4264;1207;794;800;1184;63;x;x;x;x;x;x;x;x;110;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;106
P;58;Nordwestmecklenburg;5811;Bad Kleinen;13058003;Bad Kleinen;3;3;3164;1513;47,8;3,8;96,2;28,3;18,6;18,8;27,8;1,5;x;x;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,5
A;58;Nordwestmecklenburg;5811;Bad Kleinen;13058047;Hohen Viecheln;1;1;571;292;51,1;24;834;425;87;143;112;12;x;x;x;x;x;x;x;x;35;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20
P;58;Nordwestmecklenburg;5811;Bad Kleinen;13058047;Hohen Viecheln;1;1;571;292;51,1;2,8;97,2;51;10,4;17,1;13,4;1,4;x;x;x;x;x;x;x;x;4,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,4
A;58;Nordwestmecklenburg;5811;Bad Kleinen;13058103;Ventschow;1;1;660;313;47,4;21;898;257;118;359;20;8;x;x;x;x;x;x;x;x;58;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;78
P;58;Nordwestmecklenburg;5811;Bad Kleinen;13058103;Ventschow;1;1;660;313;47,4;2,3;97,7;28,6;13,1;40;2,2;0,9;x;x;x;x;x;x;x;x;6,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8,7
A;58;Nordwestmecklenburg;5811;Bad Kleinen;13058114;Bobitz;3;3;2319;1073;46,3;99;3044;1144;589;371;181;110;x;x;x;x;x;x;x;x;519;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;130
P;58;Nordwestmecklenburg;5811;Bad Kleinen;13058114;Bobitz;3;3;2319;1073;46,3;3,1;96,9;37,6;19,3;12,2;5,9;3,6;x;x;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,3
A;58;Nordwestmecklenburg;5812;Dorf Mecklenburg;13058025;Dorf Mecklenburg;3;3;2596;1230;47,4;162;3509;1423;568;544;249;142;x;x;x;x;x;x;x;x;493;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;90
P;58;Nordwestmecklenburg;5812;Dorf Mecklenburg;13058025;Dorf Mecklenburg;3;3;2596;1230;47,4;4,4;95,6;40,6;16,2;15,5;7,1;4;x;x;x;x;x;x;x;x;14;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,6
A;58;Nordwestmecklenburg;5812;Dorf Mecklenburg;13058042;Gro� Stieten;1;1;537;230;42,8;33;643;156;128;158;34;10;x;x;x;x;x;x;x;x;124;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;33
P;58;Nordwestmecklenburg;5812;Dorf Mecklenburg;13058042;Gro� Stieten;1;1;537;230;42,8;4,9;95,1;24,3;19,9;24,6;5,3;1,6;x;x;x;x;x;x;x;x;19,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,1
A;58;Nordwestmecklenburg;5812;Dorf Mecklenburg;13058063;L�bow;1;1;1167;644;55,2;114;1809;863;280;250;125;56;x;x;x;x;x;x;x;x;193;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;42
P;58;Nordwestmecklenburg;5812;Dorf Mecklenburg;13058063;L�bow;1;1;1167;644;55,2;5,9;94,1;47,7;15,5;13,8;6,9;3,1;x;x;x;x;x;x;x;x;10,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,3
A;58;Nordwestmecklenburg;5812;Dorf Mecklenburg;13058069;Metelsdorf;1;1;360;215;59,7;24;589;351;90;64;20;14;x;x;x;x;x;x;x;x;40;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10
P;58;Nordwestmecklenburg;5812;Dorf Mecklenburg;13058069;Metelsdorf;1;1;360;215;59,7;3,9;96,1;59,6;15,3;10,9;3,4;2,4;x;x;x;x;x;x;x;x;6,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7
A;58;Nordwestmecklenburg;5812;Dorf Mecklenburg;13058092;Schimm;1;1;236;122;51,7;24;338;118;73;77;26;14;x;x;x;x;x;x;x;x;23;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7
P;58;Nordwestmecklenburg;5812;Dorf Mecklenburg;13058092;Schimm;1;1;236;122;51,7;6,6;93,4;34,9;21,6;22,8;7,7;4,1;x;x;x;x;x;x;x;x;6,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,1
A;58;Nordwestmecklenburg;5814;G�gelow;13058005;Barnekow;1;1;577;279;48,4;66;765;439;100;101;36;24;x;x;x;x;x;x;x;x;37;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;28
P;58;Nordwestmecklenburg;5814;G�gelow;13058005;Barnekow;1;1;577;279;48,4;7,9;92,1;57,4;13,1;13,2;4,7;3,1;x;x;x;x;x;x;x;x;4,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,7
A;58;Nordwestmecklenburg;5814;G�gelow;13058029;G�gelow;2;2;2247;1021;45,4;123;2903;1114;959;501;87;71;x;x;x;x;x;x;x;x;117;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;54
P;58;Nordwestmecklenburg;5814;G�gelow;13058029;G�gelow;2;2;2247;1021;45,4;4,1;95,9;38,4;33;17,3;3;2,4;x;x;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9
A;58;Nordwestmecklenburg;5814;G�gelow;13058033;Gramkow;1;1;868;471;54,3;45;1351;596;339;199;45;90;x;x;x;x;x;x;x;x;71;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11
P;58;Nordwestmecklenburg;5814;G�gelow;13058033;Gramkow;1;1;868;471;54,3;3,2;96,8;44,1;25,1;14,7;3,3;6,7;x;x;x;x;x;x;x;x;5,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8
A;58;Nordwestmecklenburg;5814;G�gelow;13058109;Zierow;1;1;614;379;61,7;87;1034;448;171;161;35;36;x;x;x;x;x;x;x;x;126;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;57
P;58;Nordwestmecklenburg;5814;G�gelow;13058109;Zierow;1;1;614;379;61,7;7,8;92,2;43,3;16,5;15,6;3,4;3,5;x;x;x;x;x;x;x;x;12,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,5
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058008;Bernstorf;1;1;286;112;39,2;18;312;90;17;74;4;20;x;x;x;x;x;x;x;x;88;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;19
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058008;Bernstorf;1;1;286;112;39,2;5,5;94,5;28,8;5,4;23,7;1,3;6,4;x;x;x;x;x;x;x;x;28,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6,1
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058015;B�rzow;2;2;636;413;64,9;36;1173;760;200;89;16;24;x;x;x;x;x;x;x;x;63;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;21
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058015;B�rzow;2;2;636;413;64,9;3;97;64,8;17,1;7,6;1,4;2;x;x;x;x;x;x;x;x;5,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,8
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058045;Hanshagen;1;1;354;190;53,7;30;536;241;120;48;16;10;x;x;x;x;x;x;x;x;79;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;22
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058045;Hanshagen;1;1;354;190;53,7;5,3;94,7;45;22,4;9;3;1,9;x;x;x;x;x;x;x;x;14,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,1
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058067;Mallentin;1;1;665;228;34,3;30;648;336;123;73;25;19;x;x;x;x;x;x;x;x;59;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058067;Mallentin;1;1;665;228;34,3;4,4;95,6;51,9;19;11,3;3,9;2,9;x;x;x;x;x;x;x;x;9,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058081;Pl�schow;1;1;439;220;50,1;42;598;179;141;180;21;20;x;x;x;x;x;x;x;x;40;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058081;Pl�schow;1;1;439;220;50,1;6,6;93,4;29,9;23,6;30,1;3,5;3,3;x;x;x;x;x;x;x;x;6,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,8
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058089;Roggenstorf;1;1;407;200;49,1;15;571;274;125;72;28;23;x;x;x;x;x;x;x;x;35;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058089;Roggenstorf;1;1;407;200;49,1;2,6;97,4;48;21,9;12,6;4,9;4;x;x;x;x;x;x;x;x;6,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,5
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058091;R�ting;1;1;511;255;49,9;42;701;340;87;78;16;8;x;x;x;x;x;x;x;x;26;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;146
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058091;R�ting;1;1;511;255;49,9;5,7;94,3;48,5;12,4;11,1;2,3;1,1;x;x;x;x;x;x;x;x;3,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20,8
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058098;Testorf-Steinfort;1;1;582;244;41,9;30;679;371;104;125;16;22;x;x;x;x;x;x;x;x;16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;25
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058098;Testorf-Steinfort;1;1;582;244;41,9;4,2;95,8;54,6;15,3;18,4;2,4;3,2;x;x;x;x;x;x;x;x;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,7
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058100;Upahl;1;1;657;292;44,4;54;804;445;115;103;31;8;x;x;x;x;x;x;x;x;46;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;56
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058100;Upahl;1;1;657;292;44,4;6,3;93,7;55,3;14,3;12,8;3,9;1;x;x;x;x;x;x;x;x;5,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7
A;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058106;Warnow;1;1;556;283;50,9;66;773;316;247;103;24;25;x;x;x;x;x;x;x;x;45;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13
P;58;Nordwestmecklenburg;5815;Grevesm�hlen-Land;13058106;Warnow;1;1;556;283;50,9;7,9;92,1;40,9;32;13,3;3,1;3,2;x;x;x;x;x;x;x;x;5,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7
A;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058021;Damshagen;1;1;738;352;47,7;15;1036;316;376;202;17;23;x;x;x;x;x;x;x;x;91;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11
P;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058021;Damshagen;1;1;738;352;47,7;1,4;98,6;30,5;36,3;19,5;1,6;2,2;x;x;x;x;x;x;x;x;8,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1
A;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058043;Gro� Walmstorf;1;1;378;187;49,5;42;514;227;121;86;18;23;x;x;x;x;x;x;x;x;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15
P;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058043;Gro� Walmstorf;1;1;378;187;49,5;7,6;92,4;44,2;23,5;16,7;3,5;4,5;x;x;x;x;x;x;x;x;4,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,9
A;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058054;Kl�tz, Stadt;2;2;2704;978;36,2;138;2740;1079;580;564;88;35;x;x;x;x;x;x;x;x;348;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;46
P;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058054;Kl�tz, Stadt;2;2;2704;978;36,2;4,8;95,2;39,4;21,2;20,6;3,2;1,3;x;x;x;x;x;x;x;x;12,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7
A;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058112;Moor-Rolofshagen;1;1;437;172;39,4;15;461;218;113;64;30;8;x;x;x;x;x;x;x;x;25;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3
P;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058112;Moor-Rolofshagen;1;1;437;172;39,4;3,2;96,8;47,3;24,5;13,9;6,5;1,7;x;x;x;x;x;x;x;x;5,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7
A;58;Nordwestmecklenburg;5816;Kl�tzer Winkel;13058113;Kalkhorst;2;2;1589;609;38,3;87;1740;554;615;268;72;64;x;x;x;x;x;x;x;x;152;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15
