Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;DIE LINKE;SPD;FDP;GRÜNE;NPD;ABLR;APD;AUF;Bauernverband;B�NDNIS F�R R�GEN;BfL;BfS;BG;Freie  W�hler;Freie W�hler;Freie W�hler MSP;Freie W�hler NWM;Freie W�hler SWM;FWG Jarmen;KfV;LUL;Die PARTEI;PIRATEN;RENTNER;UWG;WG BV-LR;WGLR;Adomeit;Einzelbewerber;
P;72;Landkreis Rostock;5253;Carb�k;13072108;Thulendorf;1;1;488;257;52,7;3,6;96,4;29,3;19,7;20,9;10,2;8,4;7,1;x;0,3;1,3;x;x;x;x;x;x;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3;
A;72;Landkreis Rostock;5253;Carb�k;13072753;Briefwahl Carb�k;2;2;0;526;0,0;33;1533;434;435;349;79;137;21;x;9;24;x;x;x;x;x;x;20;x;x;x;x;x;x;x;x;x;x;x;x;x;25;
P;72;Landkreis Rostock;5253;Carb�k;13072753;Briefwahl Carb�k;2;2;0;526;0,0;2,1;97,9;28,3;28,4;22,8;5,2;8,9;1,4;x;0,6;1,6;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6;
A;72;Landkreis Rostock;5254;Gnoien;13072004;Altkalen;1;1;676;278;41,1;18;786;187;83;161;14;47;50;x;0;7;x;x;x;x;x;x;191;x;x;x;x;x;x;x;x;x;x;x;x;x;46;
P;72;Landkreis Rostock;5254;Gnoien;13072004;Altkalen;1;1;676;278;41,1;2,2;97,8;23,8;10,6;20,5;1,8;6,0;6,4;x;0,0;0,9;x;x;x;x;x;x;24,3;x;x;x;x;x;x;x;x;x;x;x;x;x;5,9;
A;72;Landkreis Rostock;5254;Gnoien;13072010;Behren-L�bchin;2;2;534;236;44,2;12;687;252;148;160;24;17;38;x;0;0;x;x;x;x;x;x;39;x;x;x;x;x;x;x;x;x;x;x;x;x;9;
P;72;Landkreis Rostock;5254;Gnoien;13072010;Behren-L�bchin;2;2;534;236;44,2;1,7;98,3;36,7;21,5;23,3;3,5;2,5;5,5;x;0,0;0,0;x;x;x;x;x;x;5,7;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3;
A;72;Landkreis Rostock;5254;Gnoien;13072016;Boddin;1;1;268;140;52,2;9;357;95;40;72;13;17;16;x;0;2;x;x;x;x;x;x;84;x;x;x;x;x;x;x;x;x;x;x;x;x;18;
P;72;Landkreis Rostock;5254;Gnoien;13072016;Boddin;1;1;268;140;52,2;2,5;97,5;26,6;11,2;20,2;3,6;4,8;4,5;x;0,0;0,6;x;x;x;x;x;x;23,5;x;x;x;x;x;x;x;x;x;x;x;x;x;5,0;
A;72;Landkreis Rostock;5254;Gnoien;13072031;Finkenthal;1;1;237;119;50,2;3;340;139;40;99;14;15;12;x;0;4;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;5;
P;72;Landkreis Rostock;5254;Gnoien;13072031;Finkenthal;1;1;237;119;50,2;0,9;99,1;40,9;11,8;29,1;4,1;4,4;3,5;x;0,0;1,2;x;x;x;x;x;x;3,5;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5;
A;72;Landkreis Rostock;5254;Gnoien;13072035;Gnoien, Stadt;5;5;2771;1091;39,4;84;3059;1157;443;880;86;63;188;x;7;38;x;x;x;x;x;x;158;x;x;x;x;x;x;x;x;x;x;x;x;x;39;
P;72;Landkreis Rostock;5254;Gnoien;13072035;Gnoien, Stadt;5;5;2771;1091;39,4;2,7;97,3;37,8;14,5;28,8;2,8;2,1;6,1;x;0,2;1,2;x;x;x;x;x;x;5,2;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3;
A;72;Landkreis Rostock;5254;Gnoien;13072068;L�hburg;1;1;207;106;51,2;18;294;81;55;89;4;20;20;x;0;3;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;x;x;x;15;
P;72;Landkreis Rostock;5254;Gnoien;13072068;L�hburg;1;1;207;106;51,2;5,8;94,2;27,6;18,7;30,3;1,4;6,8;6,8;x;0,0;1,0;x;x;x;x;x;x;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;5,1;
A;72;Landkreis Rostock;5254;Gnoien;13072111;Walkendorf;1;1;398;195;49,0;15;555;161;93;176;15;19;18;x;1;9;x;x;x;x;x;x;42;x;x;x;x;x;x;x;x;x;x;x;x;x;21;
P;72;Landkreis Rostock;5254;Gnoien;13072111;Walkendorf;1;1;398;195;49,0;2,6;97,4;29,0;16,8;31,7;2,7;3,4;3,2;x;0,2;1,6;x;x;x;x;x;x;7,6;x;x;x;x;x;x;x;x;x;x;x;x;x;3,8;
A;72;Landkreis Rostock;5254;Gnoien;13072115;Wasdow;1;1;314;147;46,8;21;412;125;59;116;14;13;34;x;1;4;x;x;x;x;x;x;21;x;x;x;x;x;x;x;x;x;x;x;x;x;25;
P;72;Landkreis Rostock;5254;Gnoien;13072115;Wasdow;1;1;314;147;46,8;4,8;95,2;30,3;14,3;28,2;3,4;3,2;8,3;x;0,2;1,0;x;x;x;x;x;x;5,1;x;x;x;x;x;x;x;x;x;x;x;x;x;6,1;
A;72;Landkreis Rostock;5254;Gnoien;13072754;Briefwahl Gnoien;1;1;0;256;0,0;9;749;257;79;153;29;45;28;x;0;3;x;x;x;x;x;x;66;x;x;x;x;x;x;x;x;x;x;x;x;x;89;
P;72;Landkreis Rostock;5254;Gnoien;13072754;Briefwahl Gnoien;1;1;0;256;0,0;1,2;98,8;34,3;10,5;20,4;3,9;6,0;3,7;x;0,0;0,4;x;x;x;x;x;x;8,8;x;x;x;x;x;x;x;x;x;x;x;x;x;11,9;
A;72;Landkreis Rostock;5255;G�strow-Land;13072033;Glasewitz;1;1;401;138;34,4;21;385;85;61;129;3;32;33;x;0;19;x;x;x;x;x;x;14;x;x;x;x;x;x;x;x;x;x;x;x;x;9;
P;72;Landkreis Rostock;5255;G�strow-Land;13072033;Glasewitz;1;1;401;138;34,4;5,2;94,8;22,1;15,8;33,5;0,8;8,3;8,6;x;0,0;4,9;x;x;x;x;x;x;3,6;x;x;x;x;x;x;x;x;x;x;x;x;x;2,3;
A;72;Landkreis Rostock;5255;G�strow-Land;13072039;Gro� Schwiesow;1;1;282;131;46,5;15;360;95;104;95;6;39;8;x;0;7;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;3;
P;72;Landkreis Rostock;5255;G�strow-Land;13072039;Gro� Schwiesow;1;1;282;131;46,5;4,0;96,0;26,4;28,9;26,4;1,7;10,8;2,2;x;0,0;1,9;x;x;x;x;x;x;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;
A;72;Landkreis Rostock;5255;G�strow-Land;13072042;G�lzow-Pr�zen;2;2;1389;564;40,6;35;1605;407;387;504;73;96;65;x;10;13;x;x;x;x;x;x;37;x;x;x;x;x;x;x;x;x;x;x;x;x;13;
P;72;Landkreis Rostock;5255;G�strow-Land;13072042;G�lzow-Pr�zen;2;2;1389;564;40,6;2,1;97,9;25,4;24,1;31,4;4,5;6,0;4,0;x;0,6;0,8;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;
A;72;Landkreis Rostock;5255;G�strow-Land;13072044;Gutow;2;2;834;453;54,3;54;1272;435;199;435;65;70;34;x;1;9;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x;x;x;x;x;x;7;
P;72;Landkreis Rostock;5255;G�strow-Land;13072044;Gutow;2;2;834;453;54,3;4,1;95,9;34,2;15,6;34,2;5,1;5,5;2,7;x;0,1;0,7;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6;
A;72;Landkreis Rostock;5255;G�strow-Land;13072055;Klein Upahl;1;1;238;151;63,4;9;444;221;77;83;20;24;7;x;0;0;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;72;Landkreis Rostock;5255;G�strow-Land;13072055;Klein Upahl;1;1;238;151;63,4;2,0;98,0;49,8;17,3;18,7;4,5;5,4;1,6;x;0,0;0,0;x;x;x;x;x;x;2,7;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;72;Landkreis Rostock;5255;G�strow-Land;13072061;Kuhs;1;1;287;127;44,3;17;364;81;83;134;6;30;11;x;3;3;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;x;x;x;4;
P;72;Landkreis Rostock;5255;G�strow-Land;13072061;Kuhs;1;1;287;127;44,3;4,5;95,5;22,3;22,8;36,8;1,6;8,2;3,0;x;0,8;0,8;x;x;x;x;x;x;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;
A;72;Landkreis Rostock;5255;G�strow-Land;13072067;Lohmen;1;1;703;325;46,2;24;907;235;249;253;39;74;33;x;3;3;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;6;
P;72;Landkreis Rostock;5255;G�strow-Land;13072067;Lohmen;1;1;703;325;46,2;2,6;97,4;25,9;27,5;27,9;4,3;8,2;3,6;x;0,3;0,3;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7;
A;72;Landkreis Rostock;5255;G�strow-Land;13072069;L�ssow;1;1;837;384;45,9;41;1111;304;216;354;43;102;56;x;2;6;x;x;x;x;x;x;20;x;x;x;x;x;x;x;x;x;x;x;x;x;8;
P;72;Landkreis Rostock;5255;G�strow-Land;13072069;L�ssow;1;1;837;384;45,9;3,6;96,4;27,4;19,4;31,9;3,9;9,2;5,0;x;0,2;0,5;x;x;x;x;x;x;1,8;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7;
A;72;Landkreis Rostock;5255;G�strow-Land;13072071;Mistorf;1;1;571;259;45,4;27;722;161;144;239;25;99;23;x;0;8;x;x;x;x;x;x;19;x;x;x;x;x;x;x;x;x;x;x;x;x;4;
P;72;Landkreis Rostock;5255;G�strow-Land;13072071;Mistorf;1;1;571;259;45,4;3,6;96,4;22,3;19,9;33,1;3,5;13,7;3,2;x;0,0;1,1;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6;
A;72;Landkreis Rostock;5255;G�strow-Land;13072073;M�hl Rosin;1;1;944;528;55,9;30;1533;529;232;437;121;126;22;x;5;7;x;x;x;x;x;x;53;x;x;x;x;x;x;x;x;x;x;x;x;x;1;
P;72;Landkreis Rostock;5255;G�strow-Land;13072073;M�hl Rosin;1;1;944;528;55,9;1,9;98,1;34,5;15,1;28,5;7,9;8,2;1,4;x;0,3;0,5;x;x;x;x;x;x;3,5;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;
A;72;Landkreis Rostock;5255;G�strow-Land;13072079;Plaaz;2;2;713;313;43,9;36;855;284;164;212;45;52;52;x;0;7;x;x;x;x;x;x;29;x;x;x;x;x;x;x;x;x;x;x;x;x;10;
P;72;Landkreis Rostock;5255;G�strow-Land;13072079;Plaaz;2;2;713;313;43,9;4,0;96,0;33,2;19,2;24,8;5,3;6,1;6,1;x;0,0;0,8;x;x;x;x;x;x;3,4;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;
A;72;Landkreis Rostock;5255;G�strow-Land;13072084;Reimershagen;1;1;361;160;44,3;18;444;129;105;138;3;46;10;x;0;8;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;1;
P;72;Landkreis Rostock;5255;G�strow-Land;13072084;Reimershagen;1;1;361;160;44,3;3,9;96,1;29,1;23,6;31,1;0,7;10,4;2,3;x;0,0;1,8;x;x;x;x;x;x;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;
A;72;Landkreis Rostock;5255;G�strow-Land;13072092;Sarmstorf;1;1;442;238;53,8;30;683;196;178;209;17;27;30;x;3;4;x;x;x;x;x;x;16;x;x;x;x;x;x;x;x;x;x;x;x;x;3;
P;72;Landkreis Rostock;5255;G�strow-Land;13072092;Sarmstorf;1;1;442;238;53,8;4,2;95,8;28,7;26,1;30,6;2,5;4,0;4,4;x;0,4;0,6;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;
A;72;Landkreis Rostock;5255;G�strow-Land;13072119;Zehna;1;1;544;228;41,9;57;627;164;109;227;23;20;42;x;1;4;x;x;x;x;x;x;34;x;x;x;x;x;x;x;x;x;x;x;x;x;3;
P;72;Landkreis Rostock;5255;G�strow-Land;13072119;Zehna;1;1;544;228;41,9;8,3;91,7;26,2;17,4;36,2;3,7;3,2;6,7;x;0,2;0,6;x;x;x;x;x;x;5,4;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;
A;72;Landkreis Rostock;5255;G�strow-Land;13072755;Briefwahl G�strow-Land;1;1;0;425;0,0;18;1251;377;269;267;57;154;18;x;3;32;x;x;x;x;x;x;33;x;x;x;x;x;x;x;x;x;x;x;x;x;41;
P;72;Landkreis Rostock;5255;G�strow-Land;13072755;Briefwahl G�strow-Land;1;1;0;425;0,0;1,4;98,6;30,1;21,5;21,3;4,6;12,3;1,4;x;0,2;2,6;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;3,3;
A;72;Landkreis Rostock;5256;Krakow am See;13072026;Dobbin-Linstow;1;1;456;165;36,2;4;473;167;109;71;15;17;23;x;1;27;x;x;x;x;x;x;38;x;x;x;x;x;x;x;x;x;x;x;x;x;5;
P;72;Landkreis Rostock;5256;Krakow am See;13072026;Dobbin-Linstow;1;1;456;165;36,2;0,8;99,2;35,3;23,0;15,0;3,2;3,6;4,9;x;0,2;5,7;x;x;x;x;x;x;8,0;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;
A;72;Landkreis Rostock;5256;Krakow am See;13072048;Hoppenrade;1;1;581;284;48,9;27;802;211;185;195;19;67;58;x;3;20;x;x;x;x;x;x;36;x;x;x;x;x;x;x;x;x;x;x;x;x;8;
P;72;Landkreis Rostock;5256;Krakow am See;13072048;Hoppenrade;1;1;581;284;48,9;3,3;96,7;26,3;23,1;24,3;2,4;8,4;7,2;x;0,4;2,5;x;x;x;x;x;x;4,5;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;
A;72;Landkreis Rostock;5256;Krakow am See;13072056;Krakow am See, Stadt;2;2;3172;1327;41,8;57;3817;1178;931;1048;175;181;135;x;12;63;x;x;x;x;x;x;79;x;x;x;x;x;x;x;x;x;x;x;x;x;15;
P;72;Landkreis Rostock;5256;Krakow am See;13072056;Krakow am See, Stadt;2;2;3172;1327;41,8;1,5;98,5;30,9;24,4;27,5;4,6;4,7;3,5;x;0,3;1,7;x;x;x;x;x;x;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;
A;72;Landkreis Rostock;5256;Krakow am See;13072059;Kuchelmi�;1;1;670;277;41,3;9;774;120;107;168;10;44;54;x;0;234;x;x;x;x;x;x;32;x;x;x;x;x;x;x;x;x;x;x;x;x;5;
P;72;Landkreis Rostock;5256;Krakow am See;13072059;Kuchelmi�;1;1;670;277;41,3;1,1;98,9;15,5;13,8;21,7;1,3;5,7;7,0;x;0,0;30,2;x;x;x;x;x;x;4,1;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6;
A;72;Landkreis Rostock;5256;Krakow am See;13072063;Lalendorf;2;2;2686;1097;40,8;42;3078;783;558;851;108;172;150;x;4;43;x;x;x;x;x;x;359;x;x;x;x;x;x;x;x;x;x;x;x;x;50;
P;72;Landkreis Rostock;5256;Krakow am See;13072063;Lalendorf;2;2;2686;1097;40,8;1,3;98,7;25,4;18,1;27,6;3,5;5,6;4,9;x;0,1;1,4;x;x;x;x;x;x;11,7;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6;
A;72;Landkreis Rostock;5256;Krakow am See;13072065;Langhagen;1;1;518;209;40,3;18;593;122;125;163;11;34;38;x;3;61;x;x;x;x;x;x;29;x;x;x;x;x;x;x;x;x;x;x;x;x;7;
P;72;Landkreis Rostock;5256;Krakow am See;13072065;Langhagen;1;1;518;209;40,3;2,9;97,1;20,6;21,1;27,5;1,9;5,7;6,4;x;0,5;10,3;x;x;x;x;x;x;4,9;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;
A;72;Landkreis Rostock;5256;Krakow am See;13072756;Briefwahl Krakow am See;1;1;0;570;0,0;3;1687;426;430;293;83;129;38;x;2;118;x;x;x;x;x;x;123;x;x;x;x;x;x;x;x;x;x;x;x;x;45;
P;72;Landkreis Rostock;5256;Krakow am See;13072756;Briefwahl Krakow am See;1;1;0;570;0,0;0,2;99,8;25,3;25,5;17,4;4,9;7,6;2,3;x;0,1;7,0;x;x;x;x;x;x;7,3;x;x;x;x;x;x;x;x;x;x;x;x;x;2,7;
A;72;Landkreis Rostock;5257;Laage;13072025;Diekhof;1;1;808;285;35,3;27;802;230;134;191;77;37;68;x;1;7;x;x;x;x;x;x;47;x;x;x;x;x;x;x;x;x;x;x;x;x;10;
P;72;Landkreis Rostock;5257;Laage;13072025;Diekhof;1;1;808;285;35,3;3,3;96,7;28,7;16,7;23,8;9,6;4,6;8,5;x;0,1;0,9;x;x;x;x;x;x;5,9;x;x;x;x;x;x;x;x;x;x;x;x;x;1,2;
A;72;Landkreis Rostock;5257;Laage;13072027;Dolgen am See;2;2;561;287;51,2;21;803;198;212;205;40;70;19;x;4;2;x;x;x;x;x;x;47;x;x;x;x;x;x;x;x;x;x;x;x;x;6;
P;72;Landkreis Rostock;5257;Laage;13072027;Dolgen am See;2;2;561;287;51,2;2,5;97,5;24,7;26,4;25,5;5,0;8,7;2,4;x;0,5;0,2;x;x;x;x;x;x;5,9;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7;
A;72;Landkreis Rostock;5257;Laage;13072046;Hohen Sprenz;1;1;439;207;47,2;27;594;149;105;185;28;53;52;x;1;8;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;72;Landkreis Rostock;5257;Laage;13072046;Hohen Sprenz;1;1;439;207;47,2;4,3;95,7;25,1;17,7;31,1;4,7;8,9;8,8;x;0,2;1,3;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;72;Landkreis Rostock;5257;Laage;13072062;Laage, Stadt;7;7;4736;2114;44,6;235;5999;2041;995;1606;377;267;206;x;9;27;x;x;x;x;x;x;439;x;x;x;x;x;x;x;x;x;x;x;x;x;32;
P;72;Landkreis Rostock;5257;Laage;13072062;Laage, Stadt;7;7;4736;2114;44,6;3,8;96,2;34,0;16,6;26,8;6,3;4,5;3,4;x;0,2;0,5;x;x;x;x;x;x;7,3;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;
A;72;Landkreis Rostock;5257;Laage;13072112;Wardow;2;2;1148;491;42,8;80;1368;395;257;292;92;118;73;x;4;9;x;x;x;x;x;x;108;x;x;x;x;x;x;x;x;x;x;x;x;x;20;
P;72;Landkreis Rostock;5257;Laage;13072112;Wardow;2;2;1148;491;42,8;5,5;94,5;28,9;18,8;21,3;6,7;8,6;5,3;x;0,3;0,7;x;x;x;x;x;x;7,9;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5;
A;72;Landkreis Rostock;5257;Laage;13072757;Briefwahl Laage;1;1;0;462;0,0;21;1348;443;216;328;110;74;14;x;0;12;x;x;x;x;x;x;131;x;x;x;x;x;x;x;x;x;x;x;x;x;20;
P;72;Landkreis Rostock;5257;Laage;13072757;Briefwahl Laage;1;1;0;462;0,0;1,5;98,5;32,9;16,0;24,3;8,2;5,5;1,0;x;0,0;0,9;x;x;x;x;x;x;9,7;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072003;Alt S�hrkow;1;1;355;193;54,4;6;550;203;85;138;10;17;14;x;0;16;x;x;x;x;x;x;14;x;x;x;x;x;x;x;x;x;x;x;x;x;53;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072003;Alt S�hrkow;1;1;355;193;54,4;1,1;98,9;36,9;15,5;25,1;1,8;3,1;2,5;x;0,0;2,9;x;x;x;x;x;x;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;9,6;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072023;Dahmen;1;1;450;213;47,3;12;606;102;152;212;5;48;40;x;3;2;x;x;x;x;x;x;28;x;x;x;x;x;x;x;x;x;x;x;x;x;14;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072023;Dahmen;1;1;450;213;47,3;1,9;98,1;16,8;25,1;35,0;0,8;7,9;6,6;x;0,5;0,3;x;x;x;x;x;x;4,6;x;x;x;x;x;x;x;x;x;x;x;x;x;2,3;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072024;Dalkendorf;1;1;246;104;42,3;12;297;55;86;70;0;14;42;x;0;7;x;x;x;x;x;x;15;x;x;x;x;x;x;x;x;x;x;x;x;x;8;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072024;Dalkendorf;1;1;246;104;42,3;3,9;96,1;18,5;29,0;23,6;0,0;4,7;14,1;x;0,0;2,4;x;x;x;x;x;x;5,1;x;x;x;x;x;x;x;x;x;x;x;x;x;2,7;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072038;Gro� Roge;1;1;544;264;48,5;27;726;186;107;255;24;29;37;x;4;19;x;x;x;x;x;x;39;x;x;x;x;x;x;x;x;x;x;x;x;x;26;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072038;Gro� Roge;1;1;544;264;48,5;3,6;96,4;25,6;14,7;35,1;3,3;4,0;5,1;x;0,6;2,6;x;x;x;x;x;x;5,4;x;x;x;x;x;x;x;x;x;x;x;x;x;3,6;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072040;Gro� Wokern;1;1;878;433;49,3;30;1236;543;156;303;42;44;27;x;1;27;x;x;x;x;x;x;31;x;x;x;x;x;x;x;x;x;x;x;x;x;62;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072040;Gro� Wokern;1;1;878;433;49,3;2,4;97,6;43,9;12,6;24,5;3,4;3,6;2,2;x;0,1;2,2;x;x;x;x;x;x;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;5,0;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072041;Gro� W�stenfelde;1;1;768;387;50,4;18;1112;814;39;99;6;25;22;x;0;3;x;x;x;x;x;x;83;x;x;x;x;x;x;x;x;x;x;x;x;x;21;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072041;Gro� W�stenfelde;1;1;768;387;50,4;1,6;98,4;73,2;3,5;8,9;0,5;2,2;2,0;x;0,0;0,3;x;x;x;x;x;x;7,5;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072045;Hohen Demzin;1;1;356;182;51,1;4;527;132;86;175;7;35;27;x;0;12;x;x;x;x;x;x;23;x;x;x;x;x;x;x;x;x;x;x;x;x;30;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072045;Hohen Demzin;1;1;356;182;51,1;0,8;99,2;25,0;16,3;33,2;1,3;6,6;5,1;x;0,0;2,3;x;x;x;x;x;x;4,4;x;x;x;x;x;x;x;x;x;x;x;x;x;5,7;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072049;J�rdenstorf;1;1;815;374;45,9;19;1061;348;143;339;16;47;23;x;0;5;x;x;x;x;x;x;97;x;x;x;x;x;x;x;x;x;x;x;x;x;43;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072049;J�rdenstorf;1;1;815;374;45,9;1,8;98,2;32,8;13,5;32,0;1,5;4,4;2,2;x;0,0;0,5;x;x;x;x;x;x;9,1;x;x;x;x;x;x;x;x;x;x;x;x;x;4,1;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072066;Lelkendorf;1;1;421;156;37,1;15;429;152;70;99;6;25;32;x;1;4;x;x;x;x;x;x;33;x;x;x;x;x;x;x;x;x;x;x;x;x;7;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072066;Lelkendorf;1;1;421;156;37,1;3,4;96,6;35,4;16,3;23,1;1,4;5,8;7,5;x;0,2;0,9;x;x;x;x;x;x;7,7;x;x;x;x;x;x;x;x;x;x;x;x;x;1,6;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072082;Prebberede;1;1;662;224;33,8;15;641;252;89;92;56;9;22;x;2;2;x;x;x;x;x;x;88;x;x;x;x;x;x;x;x;x;x;x;x;x;29;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072082;Prebberede;1;1;662;224;33,8;2,3;97,7;39,3;13,9;14,4;8,7;1,4;3,4;x;0,3;0,3;x;x;x;x;x;x;13,7;x;x;x;x;x;x;x;x;x;x;x;x;x;4,5;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072094;Schorssow;1;1;397;164;41,3;18;459;124;103;100;7;26;20;x;3;24;x;x;x;x;x;x;28;x;x;x;x;x;x;x;x;x;x;x;x;x;24;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072094;Schorssow;1;1;397;164;41,3;3,8;96,2;27,0;22,4;21,8;1,5;5,7;4,4;x;0,7;5,2;x;x;x;x;x;x;6,1;x;x;x;x;x;x;x;x;x;x;x;x;x;5,2;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072096;Schwasdorf;1;1;438;133;30,4;6;384;148;63;87;6;12;25;x;0;0;x;x;x;x;x;x;32;x;x;x;x;x;x;x;x;x;x;x;x;x;11;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072096;Schwasdorf;1;1;438;133;30,4;1,5;98,5;38,5;16,4;22,7;1,6;3,1;6,5;x;0,0;0,0;x;x;x;x;x;x;8,3;x;x;x;x;x;x;x;x;x;x;x;x;x;2,9;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072103;Sukow-Levitzow;1;1;408;222;54,4;30;615;400;41;68;4;20;4;x;6;5;x;x;x;x;x;x;44;x;x;x;x;x;x;x;x;x;x;x;x;x;23;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072103;Sukow-Levitzow;1;1;408;222;54,4;4,7;95,3;65,0;6,7;11,1;0,7;3,3;0,7;x;1,0;0,8;x;x;x;x;x;x;7,2;x;x;x;x;x;x;x;x;x;x;x;x;x;3,7;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072109;Th�rkow;1;1;336;133;39,6;6;380;134;64;113;1;12;7;x;1;9;x;x;x;x;x;x;27;x;x;x;x;x;x;x;x;x;x;x;x;x;12;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072109;Th�rkow;1;1;336;133;39,6;1,6;98,4;35,3;16,8;29,7;0,3;3,2;1,8;x;0,3;2,4;x;x;x;x;x;x;7,1;x;x;x;x;x;x;x;x;x;x;x;x;x;3,2;
A;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072113;Warnkenhagen;1;1;297;157;52,9;18;429;141;39;103;6;19;43;x;0;8;x;x;x;x;x;x;49;x;x;x;x;x;x;x;x;x;x;x;x;x;21;
P;72;Landkreis Rostock;5258;Mecklenburgische Schweiz;13072113;Warnkenhagen;1;1;297;157;52,9;4,0;96,0;32,9;9,1;24,0;1,4;4,4;10,0;x;0,0;1,9;x;x;x;x;x;x;11,4;x;x;x;x;x;x;x;x;x;x;x;x;x;4,9;
