Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;DIE LINKE;SPD;FDP;GRÜNE;NPD;ABLR;APD;AUF;Bauernverband;B�NDNIS F�R R�GEN;BfL;BfS;BG;Freie  W�hler;Freie W�hler;Freie W�hler MSP;Freie W�hler NWM;Freie W�hler SWM;FWG Jarmen;KfV;LUL;Die PARTEI;PIRATEN;RENTNER;UWG;WG BV-LR;WGLR;Adomeit;Einzelbewerber;
A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073013;Breege;1;1;601;200;33,3;20;571;202;103;128;35;29;23;x;x;x;5;38;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;8;
P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073013;Breege;1;1;601;200;33,3;3,4;96,6;35,4;18,0;22,4;6,1;5,1;4,0;x;x;x;0,9;6,7;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;1,4;
A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073019;Dranske;1;1;1098;409;37,2;27;1155;192;270;176;363;25;64;x;x;x;2;51;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;8;
P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073019;Dranske;1;1;1098;409;37,2;2,3;97,7;16,6;23,4;15,2;31,4;2,2;5,5;x;x;x;0,2;4,4;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;0,7;
A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073030;Glowe;1;1;897;342;38,1;42;972;220;283;225;58;59;32;x;x;x;4;61;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;29;
P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073030;Glowe;1;1;897;342;38,1;4,1;95,9;22,6;29,1;23,1;6,0;6,1;3,3;x;x;x;0,4;6,3;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;3,0;
A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073052;Lohme;1;1;435;192;44,1;21;536;182;115;69;31;36;33;x;x;x;1;64;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;5;
P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073052;Lohme;1;1;435;192;44,1;3,8;96,2;34,0;21,5;12,9;5,8;6,7;6,2;x;x;x;0,2;11,9;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,9;
A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073071;Putgarten;1;1;201;107;53,2;18;295;51;56;48;38;18;27;x;x;x;4;46;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;6;
P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073071;Putgarten;1;1;201;107;53,2;5,8;94,2;17,3;19,0;16,3;12,9;6,1;9,2;x;x;x;1,4;15,6;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;2,0;
A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073078;Sagard;2;2;2195;676;30,8;69;1906;421;587;381;69;87;169;x;x;x;5;125;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;59;
P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073078;Sagard;2;2;2195;676;30,8;3,5;96,5;22,1;30,8;20,0;3,6;4,6;8,9;x;x;x;0,3;6,6;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;3,1;
A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073101;Wiek;1;1;1049;442;42,1;15;1265;384;264;309;113;42;37;x;x;x;14;94;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;6;
P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073101;Wiek;1;1;1049;442;42,1;1,2;98,8;30,4;20,9;24,4;8,9;3,3;2,9;x;x;x;1,1;7,4;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,5;
A;73;Vorpommern-R�gen;5359;Nord-R�gen;13073759;Briefwahl Nord-R�gen;1;1;0;577;0,0;21;1702;511;392;273;175;99;59;x;x;x;2;157;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;33;
P;73;Vorpommern-R�gen;5359;Nord-R�gen;13073759;Briefwahl Nord-R�gen;1;1;0;577;0,0;1,2;98,8;30,0;23,0;16,0;10,3;5,8;3,5;x;x;x;0,1;9,2;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;1,9;
A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073007;Bad S�lze, Stadt;2;2;1525;583;38,2;110;1639;553;245;339;34;64;72;x;x;x;298;14;x;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;10;
P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073007;Bad S�lze, Stadt;2;2;1525;583;38,2;6,3;93,7;33,7;14,9;20,7;2,1;3,9;4,4;x;x;x;18,2;0,9;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;0,6;
A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073015;Dettmannsdorf;1;1;887;374;42,2;46;1076;356;126;187;64;61;27;x;x;x;230;12;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;7;
P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073015;Dettmannsdorf;1;1;887;374;42,2;4,1;95,9;33,1;11,7;17,4;5,9;5,7;2,5;x;x;x;21,4;1,1;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;0,7;
A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073016;Deyelsdorf;1;1;430;178;41,4;19;515;269;85;79;9;30;15;x;x;x;27;0;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;1;
P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073016;Deyelsdorf;1;1;430;178;41,4;3,6;96,4;52,2;16,5;15,3;1,7;5,8;2,9;x;x;x;5,2;0,0;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,2;
A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073020;Drechow;1;1;211;90;42,7;13;257;114;36;47;7;19;8;x;x;x;14;0;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;9;
P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073020;Drechow;1;1;211;90;42,7;4,8;95,2;44,4;14,0;18,3;2,7;7,4;3,1;x;x;x;5,4;0,0;x;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;3,5;
A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073022;Eixen;3;3;671;267;39,8;60;741;228;124;116;91;35;62;x;x;x;74;1;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;9;
P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073022;Eixen;3;3;671;267;39,8;7,5;92,5;30,8;16,7;15,7;12,3;4,7;8,4;x;x;x;10,0;0,1;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;1,2;
A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073032;Grammendorf;1;1;485;206;42,5;9;609;319;95;75;8;15;46;x;x;x;49;1;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;1;
P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073032;Grammendorf;1;1;485;206;42,5;1,5;98,5;52,4;15,6;12,3;1,3;2,5;7,6;x;x;x;8,0;0,2;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,2;
A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073033;Gransebieth;1;1;498;213;42,8;15;598;308;139;68;7;31;21;x;x;x;12;0;x;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;3;
P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073033;Gransebieth;1;1;498;213;42,8;2,4;97,6;51,5;23,2;11,4;1,2;5,2;3,5;x;x;x;2,0;0,0;x;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;0,5;
A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073039;Hugoldsdorf;1;1;104;44;42,3;6;126;61;14;12;13;16;3;x;x;x;5;2;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;
P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073039;Hugoldsdorf;1;1;104;44;42,3;4,5;95,5;48,4;11,1;9,5;10,3;12,7;2,4;x;x;x;4,0;1,6;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,0;
A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073050;Lindholz;3;3;597;272;45,6;18;791;322;175;120;40;35;23;x;x;x;66;3;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;3;
P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073050;Lindholz;3;3;597;272;45,6;2,2;97,8;40,7;22,1;15,2;5,1;4,4;2,9;x;x;x;8,3;0,4;x;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,4;
A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073093;Tribsees, Stadt;4;4;2379;850;35,7;139;2278;1107;439;502;28;42;70;x;x;x;61;4;x;8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;15;
P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073093;Tribsees, Stadt;4;4;2379;850;35,7;5,8;94,2;48,6;19,3;22,0;1,2;1,8;3,1;x;x;x;2,7;0,2;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,7;
A;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073760;Briefwahl Recknitz-Trebeltal;1;1;0;425;0,0;25;1250;541;328;117;31;50;25;x;x;x;144;3;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;11;
P;73;Vorpommern-R�gen;5360;Recknitz-Trebeltal;13073760;Briefwahl Recknitz-Trebeltal;1;1;0;425;0,0;2,0;98,0;43,3;26,2;9,4;2,5;4,0;2,0;x;x;x;11,5;0,2;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,9;
A;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073001;Ahrenshagen-Daskow;4;4;1780;823;46,2;99;2335;824;383;501;114;123;110;x;x;x;260;6;x;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;5;
P;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073001;Ahrenshagen-Daskow;4;4;1780;823;46,2;4,1;95,9;35,3;16,4;21,5;4,9;5,3;4,7;x;x;x;11,1;0,3;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,2;
A;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073075;Ribnitz-Damgarten, Stadt;18;18;13620;5625;41,3;474;15783;5121;2855;4640;1000;935;789;x;x;x;289;48;x;38;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;58;
P;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073075;Ribnitz-Damgarten, Stadt;18;18;13620;5625;41,3;2,9;97,1;32,4;18,1;29,4;6,3;5,9;5,0;x;x;x;1,8;0,3;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,4;
A;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073082;Schlemmin;1;1;263;135;51,3;2;393;176;68;60;14;25;26;x;x;x;10;6;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;5;
P;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073082;Schlemmin;1;1;263;135;51,3;0,5;99,5;44,8;17,3;15,3;3,6;6,4;6,6;x;x;x;2,5;1,5;x;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;1,3;
A;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073085;Semlow;1;1;664;266;40,1;18;753;208;226;180;20;31;37;x;x;x;42;2;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;1;
P;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073085;Semlow;1;1;664;266;40,1;2,3;97,7;27,6;30,0;23,9;2,7;4,1;4,9;x;x;x;5,6;0,3;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;0,1;
A;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073761;Briefwahl Ribnitz-Damgarten;3;3;0;1301;0,0;76;3804;1500;693;1054;187;215;46;x;x;x;95;8;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;4;
P;73;Vorpommern-R�gen;5361;Ribnitz-Damgarten;13073761;Briefwahl Ribnitz-Damgarten;3;3;0;1301;0,0;2,0;98,0;39,4;18,2;27,7;4,9;5,7;1,2;x;x;x;2,5;0,2;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,1;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073003;Altef�hr;1;1;1046;510;48,8;27;1483;360;188;603;43;109;25;x;x;x;7;119;x;14;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11;4;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073003;Altef�hr;1;1;1046;510;48,8;1,8;98,2;24,3;12,7;40,7;2,9;7,3;1,7;x;x;x;0,5;8,0;x;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,7;0,3;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073021;Dreschvitz;1;1;683;208;30,5;27;581;138;120;65;107;34;41;x;x;x;5;62;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;4;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073021;Dreschvitz;1;1;683;208;30,5;4,4;95,6;23,8;20,7;11,2;18,4;5,9;7,1;x;x;x;0,9;10,7;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;0,7;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073028;Gingst;1;1;1217;410;33,7;60;1035;279;248;138;144;44;87;x;x;x;11;82;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073028;Gingst;1;1;1217;410;33,7;5,5;94,5;27,0;24,0;13,3;13,9;4,3;8,4;x;x;x;1,1;7,9;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,0;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073040;Insel Hiddensee;1;1;910;324;35,6;21;947;391;82;204;134;75;15;x;x;x;5;25;x;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;3;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073040;Insel Hiddensee;1;1;910;324;35,6;2,2;97,8;41,3;8,7;21,5;14,1;7,9;1,6;x;x;x;0,5;2,6;x;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,3;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073045;Kluis;1;1;344;152;44,2;30;426;118;68;63;38;46;11;x;x;x;1;77;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;3;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073045;Kluis;1;1;344;152;44,2;6,6;93,4;27,7;16,0;14,8;8,9;10,8;2,6;x;x;x;0,2;18,1;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,7;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073059;Neuenkirchen;1;1;295;127;43,1;3;378;127;68;45;29;52;9;x;x;x;3;42;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;2;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073059;Neuenkirchen;1;1;295;127;43,1;0,8;99,2;33,6;18,0;11,9;7,7;13,8;2,4;x;x;x;0,8;11,1;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,5;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073073;Rambin;1;1;873;316;36,2;63;873;269;153;128;149;50;34;x;x;x;2;74;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;2;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073073;Rambin;1;1;873;316;36,2;6,7;93,3;30,8;17,5;14,7;17,1;5,7;3,9;x;x;x;0,2;8,5;x;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,2;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073079;Samtens;2;2;1730;658;38,0;39;1870;454;295;283;128;59;62;x;x;x;18;555;x;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;2;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073079;Samtens;2;2;1730;658;38,0;2,0;98,0;24,3;15,8;15,1;6,8;3,2;3,3;x;x;x;1,0;29,7;x;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;0,1;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073081;Schaprode;1;1;414;171;41,3;3;501;221;81;63;71;15;22;x;x;x;5;22;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;0;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073081;Schaprode;1;1;414;171;41,3;0,6;99,4;44,1;16,2;12,6;14,2;3,0;4,4;x;x;x;1,0;4,4;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;0,0;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073092;Trent;1;1;667;229;34,3;24;636;212;141;140;55;25;13;x;x;x;5;45;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;0;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073092;Trent;1;1;667;229;34,3;3,6;96,4;33,3;22,2;22,0;8,6;3,9;2,0;x;x;x;0,8;7,1;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,0;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073095;Ummanz;1;1;511;217;42,5;33;618;185;127;70;109;34;46;x;x;x;1;45;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;1;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073095;Ummanz;1;1;511;217;42,5;5,1;94,9;29,9;20,6;11,3;17,6;5,5;7,4;x;x;x;0,2;7,3;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;0,2;
A;73;Vorpommern-R�gen;5362;West-R�gen;13073762;Briefwahl West-R�gen;2;2;0;641;0,0;21;1889;557;279;293;238;188;49;x;x;x;5;245;x;11;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;16;8;
P;73;Vorpommern-R�gen;5362;West-R�gen;13073762;Briefwahl West-R�gen;2;2;0;641;0,0;1,1;98,9;29,5;14,8;15,5;12,6;10,0;2,6;x;x;x;0,3;13,0;x;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;0,4;
A;74;Nordwestmecklenburg;401;Wismar, Hansestadt;13074087;Wismar, Hansestadt;30;30;36334;18508;50,9;1048;52621;9134;8927;25295;2298;3636;2175;x;x;x;x;x;x;x;x;x;x;x;483;x;x;x;307;x;x;366;x;x;x;x;x;
P;74;Nordwestmecklenburg;401;Wismar, Hansestadt;13074087;Wismar, Hansestadt;30;30;36334;18508;50,9;2,0;98,0;17,4;17,0;48,1;4,4;6,9;4,1;x;x;x;x;x;x;x;x;x;x;x;0,9;x;x;x;0,6;x;x;0,7;x;x;x;x;x;
A;74;Nordwestmecklenburg;411;Grevesm�hlen, Stadt;13074026;Grevesm�hlen, Stadt;9;9;9365;4755;50,8;400;13565;3004;2399;5707;243;813;632;x;x;x;x;x;x;x;x;x;x;x;367;x;x;x;141;x;x;259;x;x;x;x;x;
P;74;Nordwestmecklenburg;411;Grevesm�hlen, Stadt;13074026;Grevesm�hlen, Stadt;9;9;9365;4755;50,8;2,9;97,1;22,1;17,7;42,1;1,8;6,0;4,7;x;x;x;x;x;x;x;x;x;x;x;2,7;x;x;x;1,0;x;x;1,9;x;x;x;x;x;
A;74;Nordwestmecklenburg;412;Insel Poel;13074035;Insel Poel;2;2;2310;1233;53,4;199;3498;1063;517;1217;74;193;126;x;x;x;x;x;x;x;x;x;x;x;49;x;x;x;259;x;x;x;x;x;x;x;x;
P;74;Nordwestmecklenburg;412;Insel Poel;13074035;Insel Poel;2;2;2310;1233;53,4;5,4;94,6;30,4;14,8;34,8;2,1;5,5;3,6;x;x;x;x;x;x;x;x;x;x;x;1,4;x;x;x;7,4;x;x;x;x;x;x;x;x;
A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074002;Bad Kleinen;3;3;3062;1360;44,4;111;3845;1142;802;1049;398;154;152;x;x;x;x;x;x;x;x;x;x;x;45;x;x;x;68;x;x;35;x;x;x;x;x;
P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074002;Bad Kleinen;3;3;3062;1360;44,4;2,8;97,2;29,7;20,9;27,3;10,4;4,0;4,0;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;1,8;x;x;0,9;x;x;x;x;x;
A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074003;Barnekow;1;1;548;259;47,3;49;728;230;147;185;45;25;50;x;x;x;x;x;x;x;x;x;x;x;25;x;x;x;19;x;x;2;x;x;x;x;x;
P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074003;Barnekow;1;1;548;259;47,3;6,3;93,7;31,6;20,2;25,4;6,2;3,4;6,9;x;x;x;x;x;x;x;x;x;x;x;3,4;x;x;x;2,6;x;x;0,3;x;x;x;x;x;
A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074008;Bobitz;3;3;2143;1045;48,8;132;2941;734;470;846;156;280;171;x;x;x;x;x;x;x;x;x;x;x;54;x;x;x;203;x;x;27;x;x;x;x;x;
P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074008;Bobitz;3;3;2143;1045;48,8;4,3;95,7;25,0;16,0;28,8;5,3;9,5;5,8;x;x;x;x;x;x;x;x;x;x;x;1,8;x;x;x;6,9;x;x;0,9;x;x;x;x;x;
A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074019;Dorf Mecklenburg;3;3;2457;1269;51,6;90;3655;890;654;1210;138;217;218;x;x;x;x;x;x;x;x;x;x;x;51;x;x;x;237;x;x;40;x;x;x;x;x;
P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074019;Dorf Mecklenburg;3;3;2457;1269;51,6;2,4;97,6;24,4;17,9;33,1;3,8;5,9;6,0;x;x;x;x;x;x;x;x;x;x;x;1,4;x;x;x;6,5;x;x;1,1;x;x;x;x;x;
A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074030;Gro� Stieten;1;1;477;233;48,8;18;668;225;157;179;20;4;25;x;x;x;x;x;x;x;x;x;x;x;11;x;x;x;45;x;x;2;x;x;x;x;x;
P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074030;Gro� Stieten;1;1;477;233;48,8;2,6;97,4;33,7;23,5;26,8;3,0;0,6;3,7;x;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;6,7;x;x;0,3;x;x;x;x;x;
A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074031;Hohen Viecheln;1;1;566;285;50,4;15;836;374;111;171;61;52;20;x;x;x;x;x;x;x;x;x;x;x;20;x;x;x;20;x;x;7;x;x;x;x;x;
P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074031;Hohen Viecheln;1;1;566;285;50,4;1,8;98,2;44,7;13,3;20,5;7,3;6,2;2,4;x;x;x;x;x;x;x;x;x;x;x;2,4;x;x;x;2,4;x;x;0,8;x;x;x;x;x;
A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074047;L�bow;2;2;1320;672;50,9;66;1922;688;282;565;84;123;66;x;x;x;x;x;x;x;x;x;x;x;23;x;x;x;82;x;x;9;x;x;x;x;x;
P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074047;L�bow;2;2;1320;672;50,9;3,3;96,7;35,8;14,7;29,4;4,4;6,4;3,4;x;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;4,3;x;x;0,5;x;x;x;x;x;
A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074053;Metelsdorf;1;1;391;223;57,0;21;597;192;63;210;35;39;16;x;x;x;x;x;x;x;x;x;x;x;5;x;x;x;33;x;x;4;x;x;x;x;x;
P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074053;Metelsdorf;1;1;391;223;57,0;3,4;96,6;32,2;10,6;35,2;5,9;6,5;2,7;x;x;x;x;x;x;x;x;x;x;x;0,8;x;x;x;5,5;x;x;0,7;x;x;x;x;x;
A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074082;Ventschow;1;1;623;279;44,8;7;785;159;125;209;43;62;65;x;x;x;x;x;x;x;x;x;x;x;11;x;x;x;105;x;x;6;x;x;x;x;x;
P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074082;Ventschow;1;1;623;279;44,8;0,9;99,1;20,3;15,9;26,6;5,5;7,9;8,3;x;x;x;x;x;x;x;x;x;x;x;1,4;x;x;x;13,4;x;x;0,8;x;x;x;x;x;
A;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074751;Briefwahl Dorf Mecklenburg-Bad Kleinen;1;1;0;678;0,0;15;2013;606;341;464;181;159;43;x;x;x;x;x;x;x;x;x;x;x;32;x;x;x;162;x;x;25;x;x;x;x;x;
P;74;Nordwestmecklenburg;5451;Dorf Mecklenburg-Bad Kleinen;13074751;Briefwahl Dorf Mecklenburg-Bad Kleinen;1;1;0;678;0,0;0,7;99,3;30,1;16,9;23,1;9,0;7,9;2,1;x;x;x;x;x;x;x;x;x;x;x;1,6;x;x;x;8,0;x;x;1,2;x;x;x;x;x;
A;74;Nordwestmecklenburg;5452;Gadebusch;13074020;Dragun;1;1;683;348;51,0;21;1005;194;178;472;22;51;37;x;x;x;x;x;x;x;x;x;x;x;26;x;x;x;25;x;x;x;x;x;x;x;x;
P;74;Nordwestmecklenburg;5452;Gadebusch;13074020;Dragun;1;1;683;348;51,0;2,0;98,0;19,3;17,7;47,0;2,2;5,1;3,7;x;x;x;x;x;x;x;x;x;x;x;2,6;x;x;x;2,5;x;x;x;x;x;x;x;x;
A;74;Nordwestmecklenburg;5452;Gadebusch;13074021;Gadebusch, Stadt;4;4;4888;2133;43,6;243;6088;1350;1457;2395;137;294;217;x;x;x;x;x;x;x;x;x;x;x;83;x;x;x;155;x;x;x;x;x;x;x;x;
