Stimmart,AGS,Kreis,Kreis_Name,Gemeinde,Gemeindename,Wahlvorschlagsträger,Art des Wahl-vorschlags-trägers,Stimmen,Sitze,darunter Sitze weiblich,Wahlberechtigte,Wähler,Wähler B1,gültige Stimmen,Ungültige Stimmzettel
Gemeindevertretung,12063208,63,Havelland,208,Nauen,CDU,P,1483,3,0,14397,5603,471,16137,161
Gemeindevertretung,12063208,63,Havelland,208,Nauen,SPD,P,5380,9,0,14397,5603,471,16137,161
Gemeindevertretung,12063208,63,Havelland,208,Nauen,DIE LINKE,P,3376,6,3,14397,5603,471,16137,161
Gemeindevertretung,12063208,63,Havelland,208,Nauen,Bauern,WG,486,1,0,14397,5603,471,16137,161
Gemeindevertretung,12063208,63,Havelland,208,Nauen,NPD,P,863,1,0,14397,5603,471,16137,161
Gemeindevertretung,12063208,63,Havelland,208,Nauen,Ländliche Wählergemeinschaft Nauen,WG,4549,8,0,14397,5603,471,16137,161
Gemeindevertretung,12063212,63,Havelland,212,Nennhausen,SPD,P,203,1,1,1681,995,88,2856,38
Gemeindevertretung,12063212,63,Havelland,212,Nennhausen,Listenvereinigung Gemeinsam stark,LV,991,4,0,1681,995,88,2856,38
Gemeindevertretung,12063212,63,Havelland,212,Nennhausen,"Wählergruppe ""Gemeinsam vor Ort""",WG,1002,4,1,1681,995,88,2856,38
Gemeindevertretung,12063212,63,Havelland,212,Nennhausen,"Wählergruppe Unabhängige Bürgerinitiative ""Zukunft für die Gemeinde Nennhausen""",WG,660,3,1,1681,995,88,2856,38
Gemeindevertretung,12063228,63,Havelland,228,Paulinenaue,SPD,P,665,4,0,1121,639,47,1838,19
Gemeindevertretung,12063228,63,Havelland,228,Paulinenaue,DIE LINKE,P,562,3,1,1121,639,47,1838,19
Gemeindevertretung,12063228,63,Havelland,228,Paulinenaue,Bauern,WG,24,0,0,1121,639,47,1838,19
Gemeindevertretung,12063228,63,Havelland,228,Paulinenaue,Wählergruppe Selbelang,WG,263,1,0,1121,639,47,1838,19
Gemeindevertretung,12063228,63,Havelland,228,Paulinenaue,Wählergruppe Freiwillige Feuerwehr,WG,324,2,0,1121,639,47,1838,19
Gemeindevertretung,12063240,63,Havelland,240,Pessin,Wählergruppe Blau - Weiß Pessin e.V.,WG,274,3,2,576,273,13,796,6
Gemeindevertretung,12063240,63,Havelland,240,Pessin,Einzelwahlvorschlag Keil,EB,139,1,0,576,273,13,796,6
Gemeindevertretung,12063240,63,Havelland,240,Pessin,Wählergruppe Pessiner Carnevalsclub Rot - Weiß e.V.,WG,306,3,0,576,273,13,796,6
Gemeindevertretung,12063240,63,Havelland,240,Pessin,Einzelwahlvorschlag Sengebusch,EB,77,1,0,576,273,13,796,6
Gemeindevertretung,12063244,63,Havelland,244,Premnitz,CDU,P,1978,3,0,8176,3679,422,10679,98
Gemeindevertretung,12063244,63,Havelland,244,Premnitz,SPD,P,2896,5,1,8176,3679,422,10679,98
Gemeindevertretung,12063244,63,Havelland,244,Premnitz,DIE LINKE,P,2816,5,1,8176,3679,422,10679,98
Gemeindevertretung,12063244,63,Havelland,244,Premnitz,GRÜNE/B 90,P,171,0,0,8176,3679,422,10679,98
Gemeindevertretung,12063244,63,Havelland,244,Premnitz,DMP,WG,2818,5,0,8176,3679,422,10679,98
Gemeindevertretung,12063252,63,Havelland,252,Rathenow,CDU,P,5840,6,1,22336,10155,1287,28991,340
Gemeindevertretung,12063252,63,Havelland,252,Rathenow,SPD,P,5356,6,0,22336,10155,1287,28991,340
Gemeindevertretung,12063252,63,Havelland,252,Rathenow,DIE LINKE,P,10617,12,5,22336,10155,1287,28991,340
Gemeindevertretung,12063252,63,Havelland,252,Rathenow,FDP,P,3157,4,0,22336,10155,1287,28991,340
Gemeindevertretung,12063252,63,Havelland,252,Rathenow,Pro Rathenow,WG,3054,3,0,22336,10155,1287,28991,340
Gemeindevertretung,12063252,63,Havelland,252,Rathenow,UfR,WG,967,1,1,22336,10155,1287,28991,340
Gemeindevertretung,12063256,63,Havelland,256,Retzow,Freie Wählergemeinschaft,WG,645,8,3,491,217,20,645,0
Gemeindevertretung,12063260,63,Havelland,260,Rhinow,CDU,P,375,2,0,1523,743,102,2130,21
Gemeindevertretung,12063260,63,Havelland,260,Rhinow,SPD,P,523,3,0,1523,743,102,2130,21
Gemeindevertretung,12063260,63,Havelland,260,Rhinow,DIE LINKE,P,258,1,0,1523,743,102,2130,21
Gemeindevertretung,12063260,63,Havelland,260,Rhinow,FDP,P,974,6,2,1523,743,102,2130,21
Gemeindevertretung,12063273,63,Havelland,273,Schönwalde-Glien,CDU,P,5931,9,4,7210,4255,269,12281,126
Gemeindevertretung,12063273,63,Havelland,273,Schönwalde-Glien,SPD,P,3567,5,2,7210,4255,269,12281,126
Gemeindevertretung,12063273,63,Havelland,273,Schönwalde-Glien,DIE LINKE,P,1174,2,1,7210,4255,269,12281,126
Gemeindevertretung,12063273,63,Havelland,273,Schönwalde-Glien,GRÜNE/B 90,P,1100,1,0,7210,4255,269,12281,126
Gemeindevertretung,12063273,63,Havelland,273,Schönwalde-Glien,FAMILIE,P,509,1,0,7210,4255,269,12281,126
Gemeindevertretung,12063274,63,Havelland,274,Seeblick,CDU,P,662,5,2,827,514,37,1482,12
Gemeindevertretung,12063274,63,Havelland,274,Seeblick,SPD,P,360,2,1,827,514,37,1482,12
Gemeindevertretung,12063274,63,Havelland,274,Seeblick,FDP,P,306,2,1,827,514,37,1482,12
Gemeindevertretung,12063274,63,Havelland,274,Seeblick,Bauern,WG,106,1,0,827,514,37,1482,12
Gemeindevertretung,12063274,63,Havelland,274,Seeblick,Einzelwahlvorschlag Bukowski,EB,48,0,0,827,514,37,1482,12
Gemeindevertretung,12063293,63,Havelland,293,Stechow-Ferchesar,CDU,P,62,0,0,796,543,41,1565,18
Gemeindevertretung,12063293,63,Havelland,293,Stechow-Ferchesar,SPD,P,158,1,0,796,543,41,1565,18
Gemeindevertretung,12063293,63,Havelland,293,Stechow-Ferchesar,u.p.W.S.,WG,859,6,2,796,543,41,1565,18
Gemeindevertretung,12063293,63,Havelland,293,Stechow-Ferchesar,"Einzelwahlvorschlag Horst, Achim",EB,226,1,0,796,543,41,1565,18
Gemeindevertretung,12063293,63,Havelland,293,Stechow-Ferchesar,"Einzelwahlvorschlag Horst, Enrico",EB,66,0,0,796,543,41,1565,18
Gemeindevertretung,12063293,63,Havelland,293,Stechow-Ferchesar,Einzelwahlvorschlag Rauser,EB,172,1,0,796,543,41,1565,18
Gemeindevertretung,12063293,63,Havelland,293,Stechow-Ferchesar,Einzelwahlvorschlag Wanzlik,EB,22,0,0,796,543,41,1565,18
Gemeindevertretung,12063357,63,Havelland,357,Wustermark,CDU,P,2350,5,0,6366,3010,236,8382,142
Gemeindevertretung,12063357,63,Havelland,357,Wustermark,SPD,P,2288,5,1,6366,3010,236,8382,142
Gemeindevertretung,12063357,63,Havelland,357,Wustermark,DIE LINKE,P,1870,4,2,6366,3010,236,8382,142
Gemeindevertretung,12063357,63,Havelland,357,Wustermark,Bauern,WG,189,0,0,6366,3010,236,8382,142
Gemeindevertretung,12063357,63,Havelland,357,Wustermark,WWG,WG,1685,4,2,6366,3010,236,8382,142
Gemeindevertretung,12064009,64,Märkisch-Oderland,009,Alt Tucheband,Pro Zukunft - Wählergruppe Märkisch-Oderland,WG,161,1,1,790,451,,1279,19
Gemeindevertretung,12064009,64,Märkisch-Oderland,009,Alt Tucheband,Wählergruppe Großgemeinde Alt Tucheband,WG,608,5,0,790,451,,1279,19
Gemeindevertretung,12064009,64,Märkisch-Oderland,009,Alt Tucheband,Wählergruppe Brandschutzgruppe Alt Tucheband,WG,430,3,0,790,451,,1279,19
Gemeindevertretung,12064009,64,Märkisch-Oderland,009,Alt Tucheband,Einzelwahlvorschlag Pichi,EB,80,1,0,790,451,,1279,19
Gemeindevertretung,12064029,64,Märkisch-Oderland,029,Altlandsberg,CDU,P,1545,3,0,7470,3581,,10319,109
Gemeindevertretung,12064029,64,Märkisch-Oderland,029,Altlandsberg,DIE LINKE,P,2548,4,1,7470,3581,,10319,109
Gemeindevertretung,12064029,64,Märkisch-Oderland,029,Altlandsberg,SPD,P,3328,6,2,7470,3581,,10319,109
Gemeindevertretung,12064029,64,Märkisch-Oderland,029,Altlandsberg,Wählergruppe Landfraktion,WG,1768,3,2,7470,3581,,10319,109
Gemeindevertretung,12064029,64,Märkisch-Oderland,029,Altlandsberg,Wählergruppe Bürger für Altlandsberg,WG,847,1,1,7470,3581,,10319,109
Gemeindevertretung,12064029,64,Märkisch-Oderland,029,Altlandsberg,Einzelbewerber Diethard Wieser,EB,283,1,0,7470,3581,,10319,109
Gemeindevertretung,12064044,64,Märkisch-Oderland,044,Bad Freienwalde (Oder),CDU,P,2574,4,0,10814,4420,,12621,173
Gemeindevertretung,12064044,64,Märkisch-Oderland,044,Bad Freienwalde (Oder),DIE LINKE,P,4396,8,4,10814,4420,,12621,173
Gemeindevertretung,12064044,64,Märkisch-Oderland,044,Bad Freienwalde (Oder),SPD,P,2911,5,1,10814,4420,,12621,173
Gemeindevertretung,12064044,64,Märkisch-Oderland,044,Bad Freienwalde (Oder),GRÜNE/B 90,P,277,0,0,10814,4420,,12621,173
Gemeindevertretung,12064044,64,Märkisch-Oderland,044,Bad Freienwalde (Oder),Wählergruppe Inselgemeinden,WG,1527,3,1,10814,4420,,12621,173
Gemeindevertretung,12064044,64,Märkisch-Oderland,044,Bad Freienwalde (Oder),Wählergruppe Neuenhagener Carneval Club e.V.,WG,517,1,0,10814,4420,,12621,173
Gemeindevertretung,12064044,64,Märkisch-Oderland,044,Bad Freienwalde (Oder),Wählergruppe Bürger für Bürger,WG,419,1,0,10814,4420,,12621,173
Gemeindevertretung,12064053,64,Märkisch-Oderland,053,Beiersdorf-Freudenberg,CDU,P,139,1,1,501,335,,946,11
Gemeindevertretung,12064053,64,Märkisch-Oderland,053,Beiersdorf-Freudenberg,"Einzelbewerber Huwe, Willi",EB,240,2,0,501,335,,946,11
Gemeindevertretung,12064053,64,Märkisch-Oderland,053,Beiersdorf-Freudenberg,"Einzelbewerber Buchholz, Ronald",EB,149,1,0,501,335,,946,11
Gemeindevertretung,12064053,64,Märkisch-Oderland,053,Beiersdorf-Freudenberg,"Einzelbewerberin Haake, Doris",EB,64,1,1,501,335,,946,11
Gemeindevertretung,12064053,64,Märkisch-Oderland,053,Beiersdorf-Freudenberg,"Einzelbewerber Böttcher, Wilfried",EB,77,1,0,501,335,,946,11
Gemeindevertretung,12064053,64,Märkisch-Oderland,053,Beiersdorf-Freudenberg,Wählergruppe Anhänger Kultur- und Heimatverein Freudenberg,WG,167,1,1,501,335,,946,11
Gemeindevertretung,12064053,64,Märkisch-Oderland,053,Beiersdorf-Freudenberg,"Einzelbewerber Huwe, Thomas",EB,110,1,0,501,335,,946,11
Gemeindevertretung,12064057,64,Märkisch-Oderland,057,Bleyen-Genschmar,SPD,P,293,3,1,455,263,,735,13
Gemeindevertretung,12064057,64,Märkisch-Oderland,057,Bleyen-Genschmar,Pro Zukunft - Wählergruppe Märkisch-Oderland,WG,28,0,0,455,263,,735,13
Gemeindevertretung,12064057,64,Märkisch-Oderland,057,Bleyen-Genschmar,Wählergruppe Genschmarer Feuerwehr und Heimatverein,WG,168,2,0,455,263,,735,13
Gemeindevertretung,12064057,64,Märkisch-Oderland,057,Bleyen-Genschmar,Wählergruppe Freunde des Angelsports,WG,246,3,1,455,263,,735,13
Gemeindevertretung,12064061,64,Märkisch-Oderland,061,Bliesdorf,CDU,P,144,1,0,835,469,,1347,16
Gemeindevertretung,12064061,64,Märkisch-Oderland,061,Bliesdorf,Unabhängige Wählergruppe Kunersdorf/Metzdorf,WG,282,2,2,835,469,,1347,16
Gemeindevertretung,12064061,64,Märkisch-Oderland,061,Bliesdorf,Einzelwahlvorschlag Schmidt,EB,145,1,0,835,469,,1347,16
Gemeindevertretung,12064061,64,Märkisch-Oderland,061,Bliesdorf,Einzelwahlvorschlag Skrzypiec,EB,94,1,0,835,469,,1347,16
Gemeindevertretung,12064061,64,Märkisch-Oderland,061,Bliesdorf,Einzelwahlvorschlag Schade,EB,50,0,0,835,469,,1347,16
Gemeindevertretung,12064061,64,Märkisch-Oderland,061,Bliesdorf,Einzelwahlvorschlag Krone,EB,418,2,0,835,469,,1347,16
Gemeindevertretung,12064061,64,Märkisch-Oderland,061,Bliesdorf,"Wählergruppe ""Unabhängige Gemeinschaft Bliesdorf""",WG,214,3,3,835,469,,1347,16
Gemeindevertretung,12064084,64,Märkisch-Oderland,084,Buckow (Märkische Schweiz),CDU,P,888,5,0,1350,836,,2383,29
Gemeindevertretung,12064084,64,Märkisch-Oderland,084,Buckow (Märkische Schweiz),DIE LINKE,P,470,2,0,1350,836,,2383,29
Gemeindevertretung,12064084,64,Märkisch-Oderland,084,Buckow (Märkische Schweiz),SPD,P,612,3,1,1350,836,,2383,29
Gemeindevertretung,12064084,64,Märkisch-Oderland,084,Buckow (Märkische Schweiz),Pro Zukunft - Wählergruppe Märkisch-Oderland,WG,413,2,2,1350,836,,2383,29
Gemeindevertretung,12064125,64,Märkisch-Oderland,125,Falkenberg,CDU,P,580,2,0,2072,1107,,3176,42
Gemeindevertretung,12064125,64,Märkisch-Oderland,125,Falkenberg,DIE LINKE,P,284,1,1,2072,1107,,3176,42
Gemeindevertretung,12064125,64,Märkisch-Oderland,125,Falkenberg,SPD,P,623,3,1,2072,1107,,3176,42
Gemeindevertretung,12064125,64,Märkisch-Oderland,125,Falkenberg,Wählergruppe Freiwillige Feuerwehr Falkenberg/Mark,WG,633,3,0,2072,1107,,3176,42
Gemeindevertretung,12064125,64,Märkisch-Oderland,125,Falkenberg,Interessengemeinschaft Am Teich,WG,255,1,1,2072,1107,,3176,42
Gemeindevertretung,12064125,64,Märkisch-Oderland,125,Falkenberg,Wählergemeinschaft FFw Gersdorf-Kruge,WG,324,1,0,2072,1107,,3176,42
Gemeindevertretung,12064125,64,Märkisch-Oderland,125,Falkenberg,"Falkenberger Sportverein ""Th. Fontane"" e.V.",WG,299,1,0,2072,1107,,3176,42
Gemeindevertretung,12064125,64,Märkisch-Oderland,125,Falkenberg,Einzelbewerber Kiske,EB,57,0,0,2072,1107,,3176,42
Gemeindevertretung,12064125,64,Märkisch-Oderland,125,Falkenberg,Einzelbewerber Ritz,EB,51,0,0,2072,1107,,3176,42
Gemeindevertretung,12064125,64,Märkisch-Oderland,125,Falkenberg,WÄHLERGEMEINSCHAFT FÖRDERVEREIN FFW DANNENBERG,WG,70,0,0,2072,1107,,3176,42
Gemeindevertretung,12064128,64,Märkisch-Oderland,128,Falkenhagen (Mark),CDU,P,390,3,1,664,447,,1290,12
Gemeindevertretung,12064128,64,Märkisch-Oderland,128,Falkenhagen (Mark),SPD,P,462,4,1,664,447,,1290,12
Gemeindevertretung,12064128,64,Märkisch-Oderland,128,Falkenhagen (Mark),FDP,P,105,1,0,664,447,,1290,12
Gemeindevertretung,12064128,64,Märkisch-Oderland,128,Falkenhagen (Mark),Pro Zukunft - Wählergruppe Märkisch-Oderland,WG,68,0,0,664,447,,1290,12
Gemeindevertretung,12064128,64,Märkisch-Oderland,128,Falkenhagen (Mark),Einzelbewerber Fandrich,EB,151,1,0,664,447,,1290,12
Gemeindevertretung,12064128,64,Märkisch-Oderland,128,Falkenhagen (Mark),Einzelbewerber Reetz,EB,114,1,0,664,447,,1290,12
Gemeindevertretung,12064130,64,Märkisch-Oderland,130,Fichtenhöhe,CDU,P,48,0,0,466,292,,843,8
Gemeindevertretung,12064130,64,Märkisch-Oderland,130,Fichtenhöhe,Freiwillige Feuerwehr/Sport Alt Mahlisch,WG,320,3,0,466,292,,843,8
Gemeindevertretung,12064130,64,Märkisch-Oderland,130,Fichtenhöhe,Freiwillige Feuerwehr Niederjesar,WG,332,3,1,466,292,,843,8
Gemeindevertretung,12064130,64,Märkisch-Oderland,130,Fichtenhöhe,Einzelbewerber Jänisch,EB,69,1,0,466,292,,843,8
Gemeindevertretung,12064130,64,Märkisch-Oderland,130,Fichtenhöhe,Einzelbewerber Ehlers,EB,74,1,0,466,292,,843,8
Gemeindevertretung,12064136,64,Märkisch-Oderland,136,Fredersdorf-Vogelsdorf,CDU,P,1777,3,1,10741,4609,,13541,85
Gemeindevertretung,12064136,64,Märkisch-Oderland,136,Fredersdorf-Vogelsdorf,DIE LINKE,P,4047,7,2,10741,4609,,13541,85
Gemeindevertretung,12064136,64,Märkisch-Oderland,136,Fredersdorf-Vogelsdorf,SPD,P,2116,3,1,10741,4609,,13541,85
Gemeindevertretung,12064136,64,Märkisch-Oderland,136,Fredersdorf-Vogelsdorf,FDP,P,461,1,0,10741,4609,,13541,85
Gemeindevertretung,12064136,64,Märkisch-Oderland,136,Fredersdorf-Vogelsdorf,W.I.R. gemeinsam für Fredersdorf-Vogelsdorf,WG,3230,5,1,10741,4609,,13541,85
Gemeindevertretung,12064136,64,Märkisch-Oderland,136,Fredersdorf-Vogelsdorf,Unabhängige Fredersdorfer Wählergemeinschaft,WG,643,1,0,10741,4609,,13541,85
Gemeindevertretung,12064136,64,Märkisch-Oderland,136,Fredersdorf-Vogelsdorf,Bürgerallianz,WG,486,1,0,10741,4609,,13541,85
Gemeindevertretung,12064136,64,Märkisch-Oderland,136,Fredersdorf-Vogelsdorf,"Grapenthin, Dietrich",EB,145,0,0,10741,4609,,13541,85
Gemeindevertretung,12064136,64,Märkisch-Oderland,136,Fredersdorf-Vogelsdorf,"Dr. Nagel, Detlef",EB,636,1,0,10741,4609,,13541,85
Gemeindevertretung,12064153,64,Märkisch-Oderland,153,Garzau-Garzin,Interessengemeinschaft für Garzau-Garzin,WG,292,3,1,436,292,,824,15
Gemeindevertretung,12064153,64,Märkisch-Oderland,153,Garzau-Garzin,Freie Wählergemeinschaft Garzin,WG,232,2,0,436,292,,824,15
Gemeindevertretung,12064153,64,Märkisch-Oderland,153,Garzau-Garzin,Bürgerbund Garzau,WG,206,2,1,436,292,,824,15
Gemeindevertretung,12064153,64,Märkisch-Oderland,153,Garzau-Garzin,Einzelwahlvorschlag Grabert,EB,59,1,0,436,292,,824,15
Gemeindevertretung,12064153,64,Märkisch-Oderland,153,Garzau-Garzin,Einzelwahlvorschlag Wacke,EB,35,0,0,436,292,,824,15
Gemeindevertretung,12064172,64,Märkisch-Oderland,172,Golzow,FDP,P,488,4,0,824,419,,1194,17
Gemeindevertretung,12064172,64,Märkisch-Oderland,172,Golzow,Pro Zukunft - Wählergruppe Märkisch-Oderland,WG,75,1,0,824,419,,1194,17
Gemeindevertretung,12064172,64,Märkisch-Oderland,172,Golzow,Wählergruppe Golzower für Golzow,WG,565,5,4,824,419,,1194,17
Gemeindevertretung,12064172,64,Märkisch-Oderland,172,Golzow,Wählergruppe Senioren Golzow,WG,66,0,0,824,419,,1194,17
Gemeindevertretung,12064190,64,Märkisch-Oderland,190,Gusow-Platkow,Bauernverband Märkisch-Oderland,WG,453,2,1,1170,675,,1899,38
Gemeindevertretung,12064190,64,Märkisch-Oderland,190,Gusow-Platkow,SV Preussen Gusow 24 e.V.,WG,363,2,0,1170,675,,1899,38
Gemeindevertretung,12064190,64,Märkisch-Oderland,190,Gusow-Platkow,Feuerwehrgruppe Gusow-Platkow,WG,741,4,0,1170,675,,1899,38
Gemeindevertretung,12064190,64,Märkisch-Oderland,190,Gusow-Platkow,Geschichtsfreunde,WG,342,2,0,1170,675,,1899,38
Gemeindevertretung,12064205,64,Märkisch-Oderland,205,Heckelberg-Brunow,Anhänger des Fördervereins Feuerwehr Heckelberg 1843 e. V.,WG,598,6,3,647,408,,1157,17
Gemeindevertretung,12064205,64,Märkisch-Oderland,205,Heckelberg-Brunow,Einzelbewerber Melnyk,EB,49,0,0,647,408,,1157,17
Gemeindevertretung,12064205,64,Märkisch-Oderland,205,Heckelberg-Brunow,Wählergruppe Bürger für Vernunft,WG,510,4,1,647,408,,1157,17
Gemeindevertretung,12064222,64,Märkisch-Oderland,222,Höhenland,CDU,P,103,1,1,926,561,,1619,19
Gemeindevertretung,12064222,64,Märkisch-Oderland,222,Höhenland,WG Bauernverband Märkisch-Oderland,WG,995,6,2,926,561,,1619,19
Gemeindevertretung,12064222,64,Märkisch-Oderland,222,Höhenland,Wählergruppe Freiwillige Feuerwehr Leuenberg,WG,216,1,0,926,561,,1619,19
Gemeindevertretung,12064222,64,Märkisch-Oderland,222,Höhenland,Aktionsliste Höhenland,WG,200,1,1,926,561,,1619,19
Gemeindevertretung,12064222,64,Märkisch-Oderland,222,Höhenland,Einzelbewerber Baptist,EB,105,1,0,926,561,,1619,19
Gemeindevertretung,12064227,64,Märkisch-Oderland,227,Hoppegarten,CDU,P,3652,6,1,14070,5947,,17484,104
Gemeindevertretung,12064227,64,Märkisch-Oderland,227,Hoppegarten,DIE LINKE,P,5491,9,4,14070,5947,,17484,104
Gemeindevertretung,12064227,64,Märkisch-Oderland,227,Hoppegarten,SPD,P,2263,4,1,14070,5947,,17484,104
Gemeindevertretung,12064227,64,Märkisch-Oderland,227,Hoppegarten,FDP,P,1053,2,0,14070,5947,,17484,104
Gemeindevertretung,12064227,64,Märkisch-Oderland,227,Hoppegarten,GRÜNE/B 90,P,873,1,0,14070,5947,,17484,104
Gemeindevertretung,12064227,64,Märkisch-Oderland,227,Hoppegarten,Bürgerkomitee,WG,942,1,0,14070,5947,,17484,104
Gemeindevertretung,12064227,64,Märkisch-Oderland,227,Hoppegarten,Freie Wähler Hoppegarten,WG,957,2,0,14070,5947,,17484,104
Gemeindevertretung,12064227,64,Märkisch-Oderland,227,Hoppegarten,Initiativgruppe der Eigenheimbesitzer,WG,666,1,0,14070,5947,,17484,104
Gemeindevertretung,12064227,64,Märkisch-Oderland,227,Hoppegarten,Siedlergemeindschaft Birkenstein,WG,731,1,0,14070,5947,,17484,104
Gemeindevertretung,12064227,64,Märkisch-Oderland,227,Hoppegarten,Vereinigte Bürgerbewegung Hoppegarten,WG,856,1,0,14070,5947,,17484,104
Gemeindevertretung,12064266,64,Märkisch-Oderland,266,Küstriner Vorland,DIE LINKE,P,613,3,2,2382,1153,,3208,65
Gemeindevertretung,12064266,64,Märkisch-Oderland,266,Küstriner Vorland,Pro Zukunft - Wählergruppe Märkisch-Oderland,WG,187,1,1,2382,1153,,3208,65
Gemeindevertretung,12064266,64,Märkisch-Oderland,266,Küstriner Vorland,Wählergruppe Interessengemeinschaft Küstriner Vorland,WG,1748,9,1,2382,1153,,3208,65
Gemeindevertretung,12064266,64,Märkisch-Oderland,266,Küstriner Vorland,Einzelwahlvorschlag Heinsohn,EB,213,1,0,2382,1153,,3208,65
Gemeindevertretung,12064266,64,Märkisch-Oderland,266,Küstriner Vorland,Einzelwahlvorschlag Henschel,EB,95,1,1,2382,1153,,3208,65
Gemeindevertretung,12064266,64,Märkisch-Oderland,266,Küstriner Vorland,Einzelwahlvorschlag Schlamp,EB,74,0,0,2382,1153,,3208,65
Gemeindevertretung,12064266,64,Märkisch-Oderland,266,Küstriner Vorland,Wählergruppe der evangelischen Kirchengemeinden,WG,278,1,1,2382,1153,,3208,65
Gemeindevertretung,12064268,64,Märkisch-Oderland,268,Lebus,CDU,P,465,1,0,2841,1770,,5163,44
Gemeindevertretung,12064268,64,Märkisch-Oderland,268,Lebus,DIE LINKE,P,737,2,0,2841,1770,,5163,44
Gemeindevertretung,12064268,64,Märkisch-Oderland,268,Lebus,SPD,P,1790,6,1,2841,1770,,5163,44
Gemeindevertretung,12064268,64,Märkisch-Oderland,268,Lebus,Wählergruppe Wählervereinigung unabhängiger Bürger für Lebus,WG,655,2,0,2841,1770,,5163,44
Gemeindevertretung,12064268,64,Märkisch-Oderland,268,Lebus,Wählergruppe Bürgerallianz für gerechte Kommunalabgaben,WG,950,3,1,2841,1770,,5163,44
Gemeindevertretung,12064268,64,Märkisch-Oderland,268,Lebus,Einzelwahlvorschlag Weber,EB,566,2,0,2841,1770,,5163,44
Gemeindevertretung,12064274,64,Märkisch-Oderland,274,Letschin,CDU,P,589,2,0,4009,2114,,6005,89
Gemeindevertretung,12064274,64,Märkisch-Oderland,274,Letschin,DIE LINKE,P,512,1,0,4009,2114,,6005,89
Gemeindevertretung,12064274,64,Märkisch-Oderland,274,Letschin,SPD,P,2082,6,3,4009,2114,,6005,89
Gemeindevertretung,12064274,64,Märkisch-Oderland,274,Letschin,Freie Wählergemeinschaft Letschin,WG,1395,4,1,4009,2114,,6005,89
Gemeindevertretung,12064274,64,Märkisch-Oderland,274,Letschin,Einzelwahlvorschlag Herwig,EB,127,0,0,4009,2114,,6005,89
Gemeindevertretung,12064274,64,Märkisch-Oderland,274,Letschin,Wir im Oderbruch,WG,1300,3,0,4009,2114,,6005,89
Gemeindevertretung,12064288,64,Märkisch-Oderland,288,Lietzen,SPD,P,367,3,0,586,403,,1169,10
Gemeindevertretung,12064288,64,Märkisch-Oderland,288,Lietzen,Wählergruppe Bauernverband Märkisch-Oderland,WG,678,6,0,586,403,,1169,10
Gemeindevertretung,12064288,64,Märkisch-Oderland,288,Lietzen,Lietzener Heimatverein 94' e.V.,WG,124,1,0,586,403,,1169,10
Gemeindevertretung,12064290,64,Märkisch-Oderland,290,Lindendorf,CDU,P,146,1,0,1290,843,,2439,24
Gemeindevertretung,12064290,64,Märkisch-Oderland,290,Lindendorf,Bürgerliste Dolgelin-Neu Mahlisch,WG,916,5,2,1290,843,,2439,24
Gemeindevertretung,12064290,64,Märkisch-Oderland,290,Lindendorf,Wählergruppe Sachsendorf,WG,698,3,0,1290,843,,2439,24
Gemeindevertretung,12064290,64,Märkisch-Oderland,290,Lindendorf,Freiwillige Feuerwehr Libbenichen,WG,250,1,0,1290,843,,2439,24
Gemeindevertretung,12064290,64,Märkisch-Oderland,290,Lindendorf,Heimat-Kultur-und Sportverein e.V.96 Libbenichen,WG,194,1,0,1290,843,,2439,24
Gemeindevertretung,12064290,64,Märkisch-Oderland,290,Lindendorf,Einzelwahlvorschlag Jaß,EB,66,0,0,1290,843,,2439,24
Gemeindevertretung,12064290,64,Märkisch-Oderland,290,Lindendorf,Einzelwahlvorschlag Nagler,EB,58,0,0,1290,843,,2439,24
Gemeindevertretung,12064290,64,Märkisch-Oderland,290,Lindendorf,Einzelwahlvorschlag Wendlandt,EB,111,1,0,1290,843,,2439,24
Gemeindevertretung,12064303,64,Märkisch-Oderland,303,Märkische Höhe,Reichenberger Wählergemeinschaft,WG,501,4,1,540,359,,1039,11
Gemeindevertretung,12064303,64,Märkisch-Oderland,303,Märkische Höhe,Freiwillige Feuerwehr Ringenwalde,WG,219,2,1,540,359,,1039,11
Gemeindevertretung,12064303,64,Märkisch-Oderland,303,Märkische Höhe,Einzelwahlvorschlag Lau,EB,89,1,0,540,359,,1039,11
Gemeindevertretung,12064303,64,Märkisch-Oderland,303,Märkische Höhe,Einzelwahlvorschlag Kühle,EB,78,0,0,540,359,,1039,11
Gemeindevertretung,12064303,64,Märkisch-Oderland,303,Märkische Höhe,Einzelwahlvorschlag Borau,EB,152,1,0,540,359,,1039,11
Gemeindevertretung,12064317,64,Märkisch-Oderland,317,Müncheberg,CDU,P,3449,6,0,6009,3680,,10634,79
Gemeindevertretung,12064317,64,Märkisch-Oderland,317,Müncheberg,DIE LINKE,P,3628,6,1,6009,3680,,10634,79
Gemeindevertretung,12064317,64,Märkisch-Oderland,317,Müncheberg,SPD,P,2278,4,1,6009,3680,,10634,79
Gemeindevertretung,12064317,64,Märkisch-Oderland,317,Müncheberg,DVU,P,409,1,0,6009,3680,,10634,79
Gemeindevertretung,12064317,64,Märkisch-Oderland,317,Müncheberg,Wählergruppe Bürger für Müncheberg,WG,529,1,1,6009,3680,,10634,79
