KreisNr,GemeindeNr,Gemeindename,Anzahl Stimmbezirke,Zu vergebene Sitze,Mehrheitswahl,Wahlberechtiget,Wähler,Wahlbeteiligung,Ungültige Stimmabgaben,Gültige Stimmabgaben,Gültige Stimmen,CDU,DIE LINKE,SPD,FDP,GRÜNE,Sonstige
64,64037,K�rner,12,,1569,937,59.7,26,911,2637,44.5,-,38.9,-,-,16.6
64,64038,Kutzleben,8,,607,393,64.7,20,373,1096,35.7,-,-,-,-,64.3
64,64039,Langula,12,,938,494,52.7,28,466,1375,42.7,-,45.7,-,-,11.6
64,64042,Lengenfeld unterm Stein,12,,1096,684,62.4,34,650,1919,59.1,6.2,-,-,-,34.7
64,64043,Marolterode,6,x,312,208,66.7,10,198,1058,-,-,-,-,-,100
64,64045,Mittels�mmern,6,,199,144,72.4,7,137,403,51.1,-,-,-,-,48.9
64,64046,"M�hlhausen/Th�ringen, Stadt",36,,29678,11374,38.3,387,10987,32493,33.8,27.4,22.4,8.1,-,8.4
64,64047,M�lverstedt,8,,587,368,62.7,26,342,998,11.2,-,-,-,-,88.8
64,64048,Neunheilingen,8,,441,298,67.6,13,285,854,15.7,-,-,-,-,84.3
64,64049,Niederdorla,12,,1229,660,53.7,48,612,1817,37.8,-,27.5,-,-,34.8
64,64051,Oberdorla,14,,1983,1094,55.2,51,1043,3056,51.9,-,22.2,25.9,-,-
64,64052,Obermehler,12,,873,496,56.8,35,461,1354,47.9,-,42.4,-,-,9.7
64,64053,Oppershausen,6,,302,237,78.5,4,233,691,38.1,-,-,-,-,61.9
64,64055,Rodeberg,14,x,1760,1022,58.1,41,981,10796,99.4,-,-,-,-,0.6
64,64057,"Schlotheim, Stadt",16,,3568,2225,62.4,63,2162,6237,26.3,13.1,53.8,6.9,-,-
64,64058,Sch�nstedt,12,,1181,677,57.3,36,641,1906,17.5,-,41.8,-,-,40.7
64,64061,Sundhausen,6,,341,236,69.2,14,222,659,-,-,-,-,-,100
64,64062,Tottleben,6,,137,112,81.8,13,99,294,-,-,-,-,-,100
64,64064,Urleben,6,,387,253,65.4,26,227,663,-,-,-,51.9,-,48.1
64,64065,Weberstedt,8,,516,368,71.3,35,333,982,-,-,-,-,-,100
64,64066,Weinbergen,16,,2893,1670,57.7,62,1608,4679,29.4,-,26.2,-,-,44.4
64,64069,Katharinenberg,16,,2589,1727,66.7,61,1666,4955,33.5,-,-,-,-,66.5
64,64071,Unstruttal,16,,2869,1658,57.8,66,1592,4713,27.6,-,27.8,-,-,44.5
64,64072,Menteroda,14,,2077,1305,62.8,53,1252,3715,22.7,-,24.4,-,-,52.9
64,64073,Anrode,16,,2912,1837,63.1,88,1749,5151,76.4,-,8.1,-,-,15.6
65,65001,Abtsbessingen,8,,474,327,69,20,307,899,19.6,-,-,-,-,80.4
65,65002,"Artern/Unstrut, Stadt",20,,5504,2135,38.8,75,2060,6123,41.3,45,13.7,-,-,-
65,65003,"Bad Frankenhausen/Kyffh�user, Stadt",20,,7387,3052,41.3,119,2933,8693,36.3,24.3,18,-,-,21.4
