KreisNr,GemeindeNr,Gemeindename,Zu vergebene Sitze,Mehrheitswahl,Wahlberechtiget,Wähler,Wahlbeteiligung,Ungültige Stimmabgaben,Gültige Stimmabgaben,Gültige Stimmen,CDU,SPD,DIE LINKE,FDP,GRÜNE,Sonstige
51,51000,"Erfurt, Stadt",50,,166273,106793,64.2,3627,103166,305629,17,14,13,-,6,-
52,52000,"Gera, Stadt",46,,98668,64010,64.9,2424,61586,181307,15,11,14,-,3,3
53,53000,"Jena, Stadt",46,,79402,53391,67.2,1499,51892,153069,10,12,9,7,5,3
54,54000,"Suhl, Stadt",42,,41697,29171,70,830,28341,84155,13,10,14,-,-,5
55,55000,"Weimar, Stadt",42,,48029,33629,70,1280,32349,96034,13,13,7,3,6,-
61,61001,Arenshausen,12,,745,624,83.8,25,599,1763,5,4,-,-,-,3
61,61002,Asbach-Sickenberg,6,x,78,70,89.7,2,68,372,-,-,-,-,-,6
61,61003,Berlingerode,12,,935,703,75.2,26,677,2008,5,-,-,7,-,-
61,61004,Bernterode (bei Heilbad Heiligenstadt),6,,229,189,82.5,16,173,514,4,-,-,-,-,2
61,61005,Bernterode (bei Worbis),12,,1191,1015,85.2,37,978,2921,8,4,-,-,-,-
61,61006,Beuren,12,,961,810,84.3,78,732,2167,10,-,-,-,-,2
61,61007,Birkenfelde,8,,444,364,82,25,339,1013,7,-,-,-,-,1
61,61008,Birkungen,12,,1009,838,83.1,31,807,2408,6,-,-,4,-,2
61,61009,Bischofferode,14,,1942,1457,75,46,1411,4190,6,3,-,3,-,2
61,61011,Bockelnhagen,8,,353,292,82.7,15,277,821,-,6,-,-,-,2
61,61012,Bodenrode-Westhausen,12,,846,756,89.4,26,730,2171,7,-,-,-,-,5
61,61013,Böseckendorf,6,x,188,147,78.2,19,128,575,6,-,-,-,-,-
61,61014,Bornhagen,6,,220,205,93.2,6,199,589,1,3,-,-,-,2
61,61015,Brehme,12,,878,788,89.7,24,764,2283,7,2,-,-,-,3
61,61016,Breitenbach,8,,663,568,85.7,23,545,1611,6,-,-,-,-,2
61,61017,Breitenworbis,14,,1679,1431,85.2,41,1390,4084,6,4,-,4,-,-
61,61018,Büttstedt,12,,718,640,89.1,33,607,1789,9,-,-,-,-,3
61,61019,Buhla,8,,501,394,78.6,23,371,1100,1,4,-,3,-,-
61,61021,Burgwalde,6,x,193,158,81.9,17,141,661,6,-,-,-,-,-
61,61022,Deuna,12,,761,632,83,29,603,1794,10,-,-,-,-,2
61,61023,Dieterode,6,x,72,66,91.7,3,63,350,-,-,-,-,-,6
61,61024,Dietzenrode/Vatterode,6,,106,99,93.4,1,98,291,-,-,-,-,-,6
61,61025,"Dingelstädt, Stadt",20,,3747,2980,79.5,61,2919,8644,12,2,1,2,-,3
61,61026,Ecklingerode,8,,585,478,81.7,21,457,1365,6,-,-,-,-,2
61,61027,Effelder,12,x,1063,839,78.9,30,809,6232,12,-,-,-,-,-
61,61028,Eichstruth,6,x,69,65,94.2,-,65,340,-,-,-,-,-,6
61,61029,Ershausen,12,,910,620,68.1,48,572,1640,9,-,-,3,-,-
61,61031,Ferna,6,x,370,316,85.4,12,304,1566,6,-,-,-,-,-
61,61032,Freienhagen,6,x,282,247,87.6,16,231,1199,6,-,-,-,-,-
61,61033,Fretterode,6,,148,133,89.9,4,129,386,2,-,-,-,-,4
61,61034,Geisleden,12,,904,742,82.1,38,704,2071,9,-,-,-,-,3
61,61035,Geismar,12,,949,779,82.1,45,734,2156,10,-,-,2,-,-
61,61036,Gerbershausen,8,x,496,455,91.7,16,439,3227,8,-,-,-,-,-
61,61037,Gernrode,12,,1150,1007,87.6,36,971,2850,7,-,-,1,-,4
61,61038,Gerterode,6,,336,273,81.3,6,267,794,-,5,-,-,-,1
61,61039,Glasehausen,6,x,135,124,91.9,10,114,571,-,-,-,-,-,6
61,61041,Großbartloff,12,,752,642,85.4,35,607,1774,5,-,-,7,-,-
61,61042,Großbodungen,12,,1249,1035,82.9,53,982,2940,-,9,-,-,-,3
61,61043,Hausen,6,x,303,262,86.5,17,245,1233,6,-,-,-,-,-
61,61044,Haynrode,8,,626,496,79.2,26,470,1400,3,4,-,-,-,1
61,61045,"Heilbad Heiligenstadt, Stadt",24,,12974,9695,74.7,199,9496,27379,15,6,3,-,-,-
61,61046,Helmsdorf,8,,407,340,83.5,19,321,963,3,-,-,-,-,5
61,61047,Heuthen,8,,592,498,84.1,51,447,1317,5,-,-,-,-,3
61,61048,Hohengandern,8,,420,371,88.3,14,357,1068,5,3,-,-,-,-
61,61049,Hohes Kreuz,12,,997,797,79.9,25,772,2299,9,-,-,-,-,3
61,61051,Holungen,8,,714,583,81.7,16,567,1690,5,-,-,-,-,3
61,61052,Hundeshagen,12,,959,742,77.4,32,710,2101,7,-,-,-,-,5
61,61053,Jützenbach,8,,426,346,81.2,20,326,970,5,-,-,-,-,3
61,61054,Kallmerode,8,,410,347,84.6,14,333,991,7,-,-,-,-,1
61,61055,Kefferhausen,8,,582,484,83.2,19,465,1369,7,-,-,1,-,-
61,61056,Kella,8,,425,384,90.4,9,375,1125,6,1,-,-,-,1
61,61057,Kirchgandern,8,,460,399,86.7,35,364,1082,6,-,-,2,-,-
61,61058,Kirchworbis,12,,1075,882,82,61,821,2404,5,-,-,2,-,5
61,61059,Kleinbartloff,6,,339,292,86.1,9,283,848,3,-,-,-,-,3
61,61061,Kreuzebra,8,,529,464,87.7,20,444,1317,5,-,1,2,-,-
61,61062,Krombach,6,,158,137,86.7,9,128,382,4,-,-,-,-,2
61,61063,Küllstedt,12,x,1114,903,81.1,61,842,8349,12,-,-,-,-,-
61,61064,"Leinefelde, Stadt",24,,11212,7296,65.1,335,6961,20883,13,6,5,-,-,-
61,61065,Lenterode,6,x,229,192,83.8,6,186,1062,6,-,-,-,-,-
61,61066,Lindewerra,6,,172,169,98.3,4,165,494,2,-,-,-,-,4
61,61067,Lutter,8,,571,558,97.7,18,540,1523,5,-,-,-,-,3
61,61068,Mackenrode,6,,304,231,76,15,216,634,3,-,-,-,-,3
61,61069,Marth,6,x,274,202,73.7,17,185,949,6,-,-,-,-,-
61,61071,Martinfeld,8,,482,397,82.4,38,359,1061,5,3,-,-,-,-
61,61072,Neuendorf,8,x,390,336,86.2,8,328,1653,8,-,-,-,-,-
61,61073,Neustadt,8,,565,432,76.5,37,395,1162,6,-,-,-,-,2
61,61074,Niederorschel,14,,2035,1650,81.1,26,1624,4815,9,3,-,2,-,-
61,61075,Pfaffschwende,6,,307,271,88.3,3,268,804,4,1,-,-,-,1
61,61076,Reinholterode,8,x,544,469,86.2,15,454,3338,8,-,-,-,-,-
61,61077,Röhrig,6,,151,146,96.7,4,142,425,2,-,-,-,-,4
61,61078,Rohrberg,6,,180,155,86.1,16,139,410,4,-,-,-,-,2
61,61079,Rüdigershagen,8,,471,371,78.8,15,356,1058,3,-,-,5,-,-
61,61081,Rüstungen,6,x,216,149,69,8,141,696,6,-,-,-,-,-
61,61082,Rustenfelde,6,,365,308,84.4,19,289,864,4,-,-,-,-,2
61,61083,Schachtebich,6,,184,166,90.2,11,155,463,2,-,-,-,-,4
61,61084,Schönhagen,6,x,85,71,83.5,-,71,399,-,-,-,-,-,6
61,61085,Schwobfeld,6,,82,73,89,3,70,208,-,-,-,-,-,6
61,61086,Sickerode,6,x,129,114,88.4,8,106,555,-,-,-,-,-,6
61,61087,Silberhausen,8,x,566,487,86,13,474,3320,8,-,-,-,-,-
61,61088,Silkerode,6,x,304,232,76.3,12,220,1175,-,-,-,-,-,6
61,61089,Steinbach,8,,441,388,88,11,377,1111,6,-,-,-,-,2
61,61091,Steinheuterode,6,,163,146,89.6,5,141,423,4,-,-,2,-,-
61,61092,Steinrode,8,x,441,379,85.9,35,344,1846,-,-,-,-,-,8
61,61093,Stöckey,6,,367,283,77.1,6,277,821,2,-,-,4,-,-
61,61094,Tastungen,6,x,210,166,79,7,159,638,-,-,-,-,-,6
61,61095,Teistungen,12,,1094,847,77.4,38,809,2365,10,-,1,1,-,-
61,61096,Thalwenden,6,,278,244,87.8,5,239,713,2,-,-,-,-,4
61,61097,Uder,14,,1895,1533,80.9,32,1501,4461,7,-,-,2,-,5
61,61098,Volkerode,6,x,237,215,90.7,25,190,949,6,-,-,-,-,-
61,61099,Vollenborn,6,x,225,194,86.2,5,189,1021,6,-,-,-,-,-
61,61101,Wachstedt,8,,446,396,88.8,1,395,1076,5,-,-,3,-,-
61,61102,Wahlhausen,6,,167,145,86.8,2,143,427,1,5,-,-,-,-
61,61103,Wehnde,6,,280,235,83.9,15,220,652,2,-,-,-,-,4
61,61104,Weißenborn-Lüderode,12,x,1103,857,77.7,27,830,8439,12,-,-,-,-,-
61,61105,Wiesenfeld,6,x,196,150,76.5,8,142,695,6,-,-,-,-,-
61,61106,Wilbich,6,,313,265,84.7,26,239,703,5,-,-,-,-,1
61,61107,Wingerode,12,,882,719,81.5,32,687,2028,8,-,-,3,-,1
61,61108,Wintzingerode,8,,428,341,79.7,28,313,933,3,-,-,-,-,5
61,61109,"Worbis, Stadt",20,,3735,2928,78.4,104,2824,8472,9,3,2,-,-,6
61,61111,Wüstheuterode,8,,436,380,87.2,33,347,1033,5,-,-,-,-,3
61,61112,Zwinge,6,,342,263,76.9,16,247,733,-,-,-,2,-,4
62,62001,Auleben,12,,909,728,80.1,76,652,1880,1,7,-,-,-,4
62,62002,"Bleicherode, Stadt",20,,5850,4324,73.9,135,4189,12361,8,6,4,2,-,-
62,62003,Branderode,6,x,158,123,77.8,11,112,469,-,-,-,-,-,6
62,62004,Buchholz,6,,184,164,89.1,7,157,465,1,-,-,5,-,-
62,62005,"Ellrich, Stadt",20,,4891,3511,71.8,182,3329,9778,4,5,3,4,-,4
62,62006,Etzelsrode,6,,88,80,90.9,2,78,232,2,-,-,-,-,4
62,62007,Friedrichsthal,6,,232,166,71.6,11,155,457,-,-,-,-,-,6
62,62008,Görsbach,12,,947,692,73.1,45,647,1908,2,-,2,-,-,8
62,62009,Großlohra,12,,891,754,84.6,52,702,2077,4,-,-,-,-,8
62,62011,Großwechsungen,12,,786,642,81.7,21,621,1838,2,2,-,-,-,8
62,62012,Günzerode,6,x,199,149,74.9,4,145,588,-,-,-,-,-,6
62,62013,Haferungen,6,x,134,111,82.8,6,105,538,-,-,-,-,-,6
62,62014,Hainrode/Hainleite,6,,296,272,91.9,30,242,718,-,-,-,-,-,6
62,62015,Hamma,6,,271,213,78.6,11,202,597,-,-,-,-,-,6
62,62016,Harzungen,6,x,188,155,82.4,-,155,556,-,-,-,-,-,6
62,62017,"Heringen/Helme, Stadt",14,,1972,1367,69.3,85,1282,3677,3,3,2,3,-,3
62,62018,Herrmannsacker,6,x,280,234,83.6,16,218,1126,-,-,-,-,-,6
62,62019,Hesserode,8,,386,296,76.7,28,268,780,5,-,-,-,-,3
62,62021,Holbach,6,,133,109,82,6,103,302,-,-,-,-,-,6
62,62022,Ilfeld,14,,2297,1712,74.5,70,1642,4805,5,6,3,-,-,-
62,62023,Immenrode,6,x,100,84,84,6,78,421,-,-,-,-,-,6
62,62024,Kehmstedt,8,,461,381,82.6,17,364,1074,-,3,-,5,-,-
62,62025,Kleinbodungen,8,x,403,318,78.9,9,309,2073,-,-,-,-,-,8
62,62026,Kleinfurra,12,,949,768,80.9,37,731,2143,-,-,2,2,-,8
62,62027,Kleinwechsungen,6,,216,178,82.4,11,167,500,-,2,-,-,-,4
62,62028,Klettenberg,8,,261,261,100,13,248,667,-,-,-,-,-,8
62,62029,Kraja,6,,286,227,79.4,19,208,614,-,4,-,-,-,2
62,62031,Liebenrode,6,,249,209,83.9,15,194,566,-,-,1,-,-,5
62,62032,Limlingerode,6,,228,202,88.6,4,198,581,-,-,-,-,1,5
62,62033,Lipprechterode,8,,566,387,68.4,23,364,1082,-,3,-,-,-,5
62,62034,Mackenrode,8,,476,401,84.2,20,381,1125,2,3,-,2,-,1
62,62035,Mauderode,6,x,108,93,86.1,1,92,457,-,-,-,-,-,6
62,62036,Neustadt/Harz,12,,889,729,82,14,715,2139,5,3,-,1,-,3
62,62037,Niedergebra,8,,687,564,82.1,23,541,1590,3,2,-,-,-,3
62,62038,Niedersachswerfen,16,,2823,1918,67.9,72,1846,5427,7,6,2,1,-,-
62,62039,Nohra,12,,885,730,82.5,59,671,1978,3,-,-,-,-,9
62,62041,"Nordhausen, Stadt",36,,37796,25518,67.5,891,24627,71325,11,14,8,-,3,-
62,62042,Obergebra,8,,786,631,80.3,19,612,1795,3,5,-,-,-,-
62,62043,Obersachswerfen,6,x,89,78,87.6,4,74,371,-,-,-,-,-,6
62,62044,Petersdorf,6,,254,202,79.5,22,180,540,-,-,-,-,-,6
62,62045,Pützlingen,6,x,138,123,89.1,11,112,598,-,-,-,6,-,-
62,62046,Rehungen,8,,486,404,83.1,13,391,1154,-,-,-,2,-,6
62,62047,Rodishain,6,,174,143,82.2,3,140,417,-,-,-,-,-,6
62,62048,Schiedungen,6,x,202,157,77.7,18,139,675,-,-,-,6,-,-
62,62049,Sollstedt,14,,2272,1722,75.8,87,1635,4868,3,1,-,-,-,10
62,62051,Steigerthal,6,,277,244,88.1,19,225,673,1,-,-,-,-,5
62,62052,Stempeda,6,,230,190,82.6,13,177,517,1,-,-,-,-,5
62,62053,Trebra,6,,287,255,88.9,24,231,673,1,-,-,5,-,-
62,62054,Urbach,8,,668,561,84,56,505,1494,-,-,-,-,-,8
62,62055,Uthleben,12,,902,671,74.4,42,629,1863,9,-,-,-,-,3
62,62056,Werther,12,,1227,1030,83.9,133,897,2606,2,-,-,-,-,10
62,62057,Windehausen,8,,408,328,80.4,25,303,887,-,-,-,-,-,8
62,62058,Wipperdorf,12,,1399,1025,73.3,87,938,2745,5,-,-,-,-,7
62,62059,Wolkramshausen,12,,893,642,71.9,35,607,1798,1,2,1,-,-,8
62,62061,Wülfingerode,8,x,419,332,79.2,27,305,1848,-,8,-,-,-,-
63,63001,Andenhausen,6,x,195,140,71.8,84,56,228,-,-,-,-,-,6
63,63002,"Bad Liebenstein, Stadt",16,,3301,2689,81.5,139,2550,7262,4,3,2,3,3,1
63,63003,"Bad Salzungen, Stadt",30,,15377,9839,64,422,9417,27711,10,7,8,-,2,3
63,63004,Barchfeld,16,,3082,2250,73,97,2153,6349,2,7,4,2,-,1
63,63005,Behringen,12,,1294,955,73.8,33,922,2730,6,-,-,1,-,5
63,63006,Berka v.d. Hainich,8,,643,507,78.8,51,456,1339,5,-,-,3,-,-
63,63007,"Berka/Werra, Stadt",16,,3471,2582,74.4,133,2449,7211,3,7,-,-,-,6
63,63008,Bischofroda,8,,425,358,84.2,11,347,1029,1,-,-,7,-,-
63,63009,Brunnhartshausen,6,x,329,174,52.9,20,154,1069,-,-,-,-,-,6
63,63011,Buttlar,12,x,1035,907,87.6,58,849,8838,12,-,-,-,-,-
63,63012,Craula,6,x,239,188,78.7,2,186,984,-,-,-,-,-,6
63,63013,"Creuzburg, Stadt",14,,1967,1432,72.8,77,1355,3935,6,4,1,1,-,2
63,63014,Dankmarshausen,12,,928,714,76.9,29,685,1975,7,-,-,2,-,3
63,63015,Dermbach,16,,2684,2189,81.6,93,2096,6185,8,2,-,-,-,6
63,63016,Diedorf/Rhön,6,,356,258,72.5,22,236,689,-,-,-,4,-,2
63,63017,Dippach,12,,1036,821,79.2,14,807,2358,3,8,1,-,-,-
63,63018,Dorndorf,14,,2329,1932,83,107,1825,5396,6,4,1,2,-,1
63,63019,Ebenshausen,6,,212,160,75.5,16,144,425,-,-,-,4,-,2
63,63021,Eckardtshausen,8,,478,339,70.9,24,315,929,-,4,-,-,-,4
63,63022,"Eisenach, Stadt",36,,36950,24294,65.7,50,24244,68597,14,9,7,-,3,3
63,63023,Empfertshausen,8,,534,382,71.5,22,360,1069,5,3,-,-,-,-
63,63024,Ettenhausen a.d. Suhl,8,,365,317,86.8,30,287,850,6,-,-,-,-,2
63,63025,Etterwinden,8,,530,456,86,29,427,1257,-,-,-,6,-,2
63,63026,Fischbach/Rhön,8,,501,427,85.2,28,399,1170,3,1,2,-,-,2
63,63027,Förtha,8,,715,579,81,38,541,1623,3,4,-,1,-,-
63,63028,Frankenroda,6,,291,226,77.7,17,209,604,-,-,-,-,-,6
63,63029,Frauensee,12,,799,536,67.1,55,481,1414,3,-,-,5,-,4
63,63031,Gehaus,8,x,636,476,74.8,65,411,2443,8,-,-,-,-,-
63,63032,"Geisa, Stadt",16,,2527,1966,77.8,129,1837,5422,14,1,1,-,-,-
63,63033,Gerstengrund,6,x,44,44,100,-,44,264,6,-,-,-,-,-
63,63034,Gerstungen,16,,2831,2143,75.7,51,2092,6181,7,4,3,2,-,-
63,63035,Großenlupnitz,8,,616,504,81.8,34,470,1361,6,-,-,-,-,2
63,63036,Großensee,6,,189,161,85.2,21,140,412,-,-,2,-,-,4
63,63037,Hallungen,6,,191,165,86.4,14,151,443,2,-,-,-,-,4
63,63038,Hastrungsfeld-Burla,6,x,191,168,88,12,156,779,-,-,-,-,-,6
63,63039,Ifta,12,,996,674,67.7,57,617,1767,-,4,-,8,-,-
63,63041,Immelborn,12,,1309,995,76,55,940,2784,-,3,-,-,-,9
63,63042,Kälberfeld,6,,230,206,89.6,9,197,590,3,-,-,-,-,3
63,63043,Kaltenlengsfeld,8,x,398,316,79.4,21,295,1982,-,-,-,-,-,8
63,63044,"Kaltennordheim, Stadt",14,,1591,1208,75.9,48,1160,3426,5,3,2,4,-,-
63,63045,Klings,8,,443,363,81.9,17,346,1012,-,-,-,-,-,8
63,63046,Krauthausen,8,,713,583,81.8,24,559,1643,-,-,-,-,-,8
63,63047,Kupfersuhl,6,x,180,142,78.9,6,136,413,-,-,-,-,-,6
63,63048,Lauchröden,8,,736,555,75.4,60,495,1455,-,3,-,-,-,5
63,63049,Lauterbach,8,,429,342,79.7,20,322,946,2,-,-,-,-,6
63,63051,Leimbach,12,,1306,1020,78.1,26,994,2946,1,3,1,-,-,7
63,63052,Marksuhl,12,,1427,1230,86.2,54,1176,3479,2,1,1,1,-,7
63,63053,Martinroda,6,,236,209,88.6,6,203,608,-,-,-,-,-,6
63,63054,Merkers-Kieselbach,16,,2903,2386,82.2,62,2324,6879,6,6,2,-,1,1
63,63055,Mihla,14,,2047,1457,71.2,87,1370,4082,5,4,-,-,-,5
63,63056,Möhra,8,,593,477,80.4,19,458,1343,4,2,-,2,-,-
63,63057,Moorgrund,12,,1445,1161,80.3,49,1112,3264,6,-,-,1,-,5
63,63058,Nazza,8,,556,440,79.1,12,428,1265,2,4,2,-,-,-
63,63059,Neidhartshausen,6,x,283,181,64,64,117,530,-,-,-,-,-,6
63,63061,Oberellen,8,,627,476,75.9,35,441,1304,1,-,-,-,-,7
63,63062,Oechsen,8,,547,448,81.9,28,420,1241,5,-,-,-,-,3
63,63063,Pferdsdorf/Rhön,8,,443,376,84.9,12,364,1082,3,-,-,-,-,5
63,63064,Reichenbach,6,,324,262,80.9,14,248,563,-,-,2,-,-,4
63,63065,Rockenstuhl,12,,963,805,83.6,26,779,2280,6,-,-,-,-,6
63,63066,"Ruhla, Stadt",20,,6054,4628,76.4,262,4366,12783,9,5,1,1,-,4
63,63067,Sättelstädt,8,,557,467,83.8,37,430,1289,3,-,-,-,-,5
63,63068,Schleid,12,,803,716,89.2,23,693,2063,8,-,-,-,-,4
63,63069,Schweina,16,,2550,2005,78.6,74,1931,5683,7,2,3,-,1,3
63,63071,Seebach,16,,2789,2144,76.9,64,2081,6175,8,3,3,1,1,-
63,63072,"Stadtlengsfeld, Stadt",14,,1718,1368,79.6,42,1326,3912,5,8,-,1,-,-
63,63073,Steinbach,12,,1228,837,68.2,48,789,2276,2,4,-,6,-,-
63,63074,Sünna,12,,1034,751,72.6,47,704,2031,7,1,-,-,-,4
63,63075,Tiefenort,16,,3243,2514,77.5,129,2385,7035,5,3,-,-,-,8
63,63076,"Treffurt, Stadt",20,,4862,3925,80.7,194,3731,10861,11,7,2,-,-,-
63,63077,Tüngeda,8,,476,364,76.5,17,347,1014,-,-,-,-,-,8
63,63078,Unterbreizbach,14,,1827,1426,78.1,41,1385,4082,7,5,2,-,-,-
63,63079,Unterellen,8,,438,344,78.5,23,321,483,-,-,-,-,-,8
63,63081,Urnshausen,8,,645,561,87,34,527,1534,2,-,1,-,-,5
63,63082,"Vacha, Stadt",16,,3298,2464,74.7,86,2378,7015,5,9,-,2,-,-
63,63083,Völkershausen,12,,995,772,77.6,42,730,2165,-,-,-,-,-,12
63,63084,Weilar,12,,809,680,84.1,31,649,1904,8,-,-,-,-,4
63,63085,Wenigenlupnitz,12,,804,593,73.8,59,534,1564,2,-,-,-,-,10
63,63086,Wiesenthal,8,,674,529,78.5,32,497,1471,1,5,-,2,-,-
63,63087,Wölferbütt,6,x,360,290,80.6,28,262,1200,-,-,-,-,-,6
63,63088,Wolfsbehringen,8,,411,330,80.3,11,319,954,-,-,-,-,-,8
63,63089,Wolfsburg-Unkeroda,8,,608,505,83.1,47,458,1358,3,-,-,-,-,5
63,63091,Wünschensuhl,8,,401,309,77.1,24,285,833,3,-,-,5,-,-
63,63092,Wutha-Farnroda,20,,6463,4313,66.7,204,4109,12024,6,9,2,-,2,1
63,63093,Zella/Rhön,8,x,396,323,81.6,22,301,982,-,-,-,-,-,8
64,64001,Altengottern,12,,948,727,76.7,48,679,2019,7,-,-,2,-,3
64,64002,Ammern,12,x,870,677,77.8,28,649,6885,-,-,-,-,-,12
64,64003,"Bad Langensalza, Stadt",30,,16157,11049,68.4,483,10566,31436,8,9,5,3,2,3
64,64004,"Bad Tennstedt, Stadt",14,,2207,1653,74.9,117,1536,4404,5,4,-,-,-,5
64,64005,Ballhausen,8,,736,568,77.2,32,536,1559,1,-,-,-,-,7
64,64006,Bickenriede,12,x,1217,1081,88.8,32,1049,10174,12,-,-,-,-,-
64,64007,Blankenburg,6,x,143,113,79,8,105,455,-,-,-,-,-,6
64,64008,Bothenheilingen,6,,371,297,80.1,25,272,804,2,-,-,3,-,1
64,64009,Bruchstedt,6,,263,230,87.5,15,215,637,1,-,-,-,-,5
64,64011,Dachrieden,6,x,266,215,80.8,20,195,532,6,-,-,-,-,-
64,64012,Diedorf,12,,1208,1002,82.9,33,969,2866,4,-,-,-,-,8
64,64013,Dörna,6,,304,236,77.6,33,203,600,2,-,-,-,-,4
64,64014,Dünwald,14,,1789,1525,85.2,41,1484,4430,8,-,-,-,-,6
64,64015,Eigenrode,6,,275,215,78.2,8,207,610,2,-,-,-,-,4
64,64016,Faulungen,8,,449,397,88.4,21,376,1113,5,-,-,-,-,3
64,64017,Flarchheim,8,,436,397,91.1,11,386,1142,5,1,-,-,-,2
64,64018,Großengottern,14,,1804,1379,76.4,72,1307,3830,6,4,-,4,-,-
64,64019,Großvargula,8,,624,480,76.9,51,429,1256,-,-,-,-,-,8
64,64021,Haussömmern,6,x,194,145,74.7,6,139,502,-,-,-,-,-,6
64,64022,Herbsleben,16,,2399,1783,74.3,50,1733,5118,10,2,4,-,-,-
64,64023,Heroldishausen,6,,160,142,88.8,4,138,410,2,-,-,-,-,4
64,64024,Heyerode,14,,2053,1662,81,50,1612,4713,8,1,-,1,-,4
64,64025,Hildebrandshausen,8,x,292,273,93.5,10,263,1989,8,-,-,-,-,-
64,64026,Hollenbach,6,,185,147,79.5,13,134,394,4,-,-,-,-,2
64,64027,Hornsömmern,6,x,141,125,88.7,8,117,570,-,-,-,-,-,6
64,64028,Horsmar,8,,488,413,84.6,4,409,1178,1,-,-,-,-,7
64,64029,Issersheilingen,6,x,105,89,84.8,5,84,482,-,-,-,-,-,6
64,64031,Kaisershagen,6,,269,243,90.3,17,226,669,1,-,-,-,-,5
64,64032,Kammerforst,8,x,773,559,72.3,64,495,2442,8,-,-,-,-,-
64,64033,Kirchheilingen,8,,642,551,85.8,15,536,1584,-,-,-,1,-,7
64,64034,Kleinkeula,6,x,79,69,87.3,5,64,191,-,-,-,-,-,6
64,64035,Kleinwelsbach,6,,105,91,86.7,2,89,264,4,-,-,-,-,2
64,64036,Klettstedt,6,,232,191,82.3,20,171,505,-,-,-,-,-,6
64,64037,Körner,14,,1579,1010,64,41,969,2831,5,6,1,-,-,2
64,64038,Kutzleben,8,,619,469,75.8,36,433,1252,3,-,-,-,-,5
64,64039,Langula,12,,947,751,79.3,40,711,2098,3,5,-,-,-,4
64,64041,Lengefeld,8,x,558,401,71.9,43,358,1984,8,-,-,-,-,-
64,64042,Lengenfeld unterm Stein,12,,1043,855,82,38,817,2438,9,-,1,-,-,2
