Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;DIE LINKE;SPD;FDP;GRÜNE;NPD;DIE GRAUEN;REP;Adomeit;AWK;"BfL";RP;Agrarb�ndnis;AfR;APD;AUFBRUCH 09;AUF;Bauernverband;Bv;BBLR;BFR;BsG;BfB;BfS;BB UER;BfP;BG;FORUM;Freie  W�hler;Freie W�hler;FWG;FWG Niepars;F�R Rostock - pro OB;Haus und Grund Rostock;IfA;MUG;Rostocker Bund;SAV;UB;UBL 94;UWG;WG Bv-L�ndlicher Raum;Bauern;WG;WGW;WIK;WGK;KL;WGLR;WPL;WG Prohn;WG SVS 93;WIP;Einzelbewerber;
P;61;R�gen;6119;West-R�gen;13061019;Kluis;1;1;345;183;53,0;6,8;93,2;29,2;22,0;6,3;19,0;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;20,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;
A;61;R�gen;6119;West-R�gen;13061024;Neuenkirchen;1;1;312;170;54,5;39;470;159;101;60;43;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;88;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;
P;61;R�gen;6119;West-R�gen;13061024;Neuenkirchen;1;1;312;170;54,5;7,7;92,3;33,8;21,5;12,8;9,1;2,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;18,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3;
A;61;R�gen;6119;West-R�gen;13061031;Rambin;1;1;872;441;50,6;56;1267;347;168;107;426;54;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;151;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14;
P;61;R�gen;6119;West-R�gen;13061031;Rambin;1;1;872;441;50,6;4,2;95,8;27,4;13,3;8,4;33,6;4,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;
A;61;R�gen;6119;West-R�gen;13061034;Samtens;2;2;1767;728;41,2;126;2022;456;333;106;219;27;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;851;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;30;
P;61;R�gen;6119;West-R�gen;13061034;Samtens;2;2;1767;728;41,2;5,9;94,1;22,6;16,5;5,2;10,8;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;42,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5;
A;61;R�gen;6119;West-R�gen;13061036;Schaprode;1;1;439;218;49,7;42;604;358;72;33;99;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;27;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8;
P;61;R�gen;6119;West-R�gen;13061036;Schaprode;1;1;439;218;49,7;6,5;93,5;59,3;11,9;5,5;16,4;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,3;
A;61;R�gen;6119;West-R�gen;13061041;Trent;1;1;690;253;36,7;30;729;342;139;69;100;16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;61;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;
P;61;R�gen;6119;West-R�gen;13061041;Trent;1;1;690;253;36,7;4,0;96,0;46,9;19,1;9,5;13,7;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;
A;61;R�gen;6119;West-R�gen;13061042;Ummanz;1;1;541;276;51,0;42;775;287;136;53;207;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;82;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;
P;61;R�gen;6119;West-R�gen;13061042;Ummanz;1;1;541;276;51,0;5,1;94,9;37,0;17,5;6,8;26,7;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;
A;61;R�gen;6120;Bergen auf R�gen;13061004;Bergen auf R�gen, Stadt;10;10;12123;4110;33,9;322;11627;4765;2940;1346;1140;391;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1010;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;35;
P;61;R�gen;6120;Bergen auf R�gen;13061004;Bergen auf R�gen, Stadt;10;10;12123;4110;33,9;2,7;97,3;41,0;25,3;11,6;9,8;3,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;
A;61;R�gen;6120;Bergen auf R�gen;13061007;Buschvitz;1;1;219;143;65,3;15;406;135;117;28;59;11;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;50;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;
P;61;R�gen;6120;Bergen auf R�gen;13061007;Buschvitz;1;1;219;143;65,3;3,6;96,4;33,3;28,8;6,9;14,5;2,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5;
A;61;R�gen;6120;Bergen auf R�gen;13061011;Garz/R�gen, Stadt;5;5;2133;1132;53,1;192;3149;1369;586;331;355;105;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;389;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14;
P;61;R�gen;6120;Bergen auf R�gen;13061011;Garz/R�gen, Stadt;5;5;2133;1132;53,1;5,7;94,3;43,5;18,6;10,5;11,3;3,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;
A;61;R�gen;6120;Bergen auf R�gen;13061016;Gustow;1;1;550;329;59,8;66;894;248;193;134;101;10;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;205;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;
P;61;R�gen;6120;Bergen auf R�gen;13061016;Gustow;1;1;550;329;59,8;6,9;93,1;27,7;21,6;15,0;11,3;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;22,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;
A;61;R�gen;6120;Bergen auf R�gen;13061021;Lietzow;1;1;239;182;76,2;33;504;148;93;159;41;11;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;52;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;61;R�gen;6120;Bergen auf R�gen;13061021;Lietzow;1;1;239;182;76,2;6,1;93,9;29,4;18,5;31,5;8,1;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;61;R�gen;6120;Bergen auf R�gen;13061025;Parchtitz;1;1;688;296;43,0;48;815;304;185;86;113;17;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;108;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;
P;61;R�gen;6120;Bergen auf R�gen;13061025;Parchtitz;1;1;688;296;43,0;5,6;94,4;37,3;22,7;10,6;13,9;2,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;
A;61;R�gen;6120;Bergen auf R�gen;13061026;Patzig;1;1;421;238;56,5;33;666;309;112;84;78;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;68;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;61;R�gen;6120;Bergen auf R�gen;13061026;Patzig;1;1;421;238;56,5;4,7;95,3;46,4;16,8;12,6;11,7;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;61;R�gen;6120;Bergen auf R�gen;13061027;Poseritz;1;1;987;513;52,0;48;1366;298;264;142;175;31;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;451;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5;
P;61;R�gen;6120;Bergen auf R�gen;13061027;Poseritz;1;1;987;513;52,0;3,4;96,6;21,8;19,3;10,4;12,8;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;33,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;
A;61;R�gen;6120;Bergen auf R�gen;13061030;Ralswiek;1;1;218;153;70,2;27;430;195;51;94;37;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;37;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;
P;61;R�gen;6120;Bergen auf R�gen;13061030;Ralswiek;1;1;218;153;70,2;5,9;94,1;45,3;11,9;21,9;8,6;2,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;8,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9;
A;61;R�gen;6120;Bergen auf R�gen;13061032;Rappin;1;1;288;124;43,1;21;347;137;57;38;46;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;45;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;61;R�gen;6120;Bergen auf R�gen;13061032;Rappin;1;1;288;124;43,1;5,7;94,3;39,5;16,4;11,0;13,3;6,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;13,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;61;R�gen;6120;Bergen auf R�gen;13061037;Sehlen;1;1;814;450;55,3;18;1325;409;392;88;99;11;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;322;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;
P;61;R�gen;6120;Bergen auf R�gen;13061037;Sehlen;1;1;814;450;55,3;1,3;98,7;30,9;29,6;6,6;7,5;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;24,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;
A;61;R�gen;6120;Bergen auf R�gen;13061039;Thesenvitz;1;1;349;194;55,6;3;527;156;91;97;140;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;37;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;
P;61;R�gen;6120;Bergen auf R�gen;13061039;Thesenvitz;1;1;349;194;55,6;0,6;99,4;29,6;17,3;18,4;26,6;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;
A;62;Uecker-Randow;6202;Pasewalk, Stadt;13062043;Pasewalk, Stadt;10;10;9847;4085;41,5;379;11695;4070;2814;1347;436;x;786;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;311;27;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;235;x;x;x;x;x;x;x;x;x;x;1669;x;
P;62;Uecker-Randow;6202;Pasewalk, Stadt;13062043;Pasewalk, Stadt;10;10;9847;4085;41,5;3,1;96,9;34,8;24,1;11,5;3,7;x;6,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,7;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,0;x;x;x;x;x;x;x;x;x;x;14,3;x;
A;62;Uecker-Randow;6203;Strasburg (Uckermark), Stadt;13062056;Strasburg (Uckermark), Stadt;6;6;4927;2047;41,5;152;5790;1427;1549;2021;169;x;335;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;186;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;59;x;x;x;x;x;x;x;x;x;x;35;x;
P;62;Uecker-Randow;6203;Strasburg (Uckermark), Stadt;13062056;Strasburg (Uckermark), Stadt;6;6;4927;2047;41,5;2,6;97,4;24,6;26,8;34,9;2,9;x;5,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,2;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;0,6;x;
A;62;Uecker-Randow;6205;Ueckerm�nde, Stadt;13062059;Ueckerm�nde, Stadt;11;11;8578;3570;41,6;253;10161;2770;3414;1159;823;x;1352;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;313;142;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;188;x;x;x;x;x;x;x;x;x;x;x;x;
P;62;Uecker-Randow;6205;Ueckerm�nde, Stadt;13062059;Ueckerm�nde, Stadt;11;11;8578;3570;41,6;2,4;97,6;27,3;33,6;11,4;8,1;x;13,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,1;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9;x;x;x;x;x;x;x;x;x;x;x;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062005;Bergholz;1;1;342;193;56,4;42;537;212;87;62;23;x;86;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;49;x;x;x;x;x;x;x;x;x;x;7;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062005;Bergholz;1;1;342;193;56,4;7,3;92,7;39,5;16,2;11,5;4,3;x;16,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9,1;x;x;x;x;x;x;x;x;x;x;1,3;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062007;Blankensee;2;2;517;335;64,8;39;940;382;240;128;33;x;91;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;41;x;x;x;x;x;x;x;x;x;x;14;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062007;Blankensee;2;2;517;335;64,8;4,0;96,0;40,6;25,5;13,6;3,5;x;9,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,4;x;x;x;x;x;x;x;x;x;x;1,5;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062009;Boock;1;1;530;322;60,8;15;918;466;133;96;100;x;83;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;28;x;x;x;x;x;x;x;x;x;x;2;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062009;Boock;1;1;530;322;60,8;1,6;98,4;50,8;14,5;10,5;10,9;x;9,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,1;x;x;x;x;x;x;x;x;x;x;0,2;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062016;Glasow;1;1;166;78;47,0;9;221;91;45;20;11;x;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;28;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;0;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062016;Glasow;1;1;166;78;47,0;3,9;96,1;41,2;20,4;9,0;5,0;x;10,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12,7;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9;x;x;x;x;x;x;x;x;x;x;0,0;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062018;Grambow;2;2;831;446;53,7;72;1254;645;208;84;31;x;101;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;122;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;50;x;x;x;x;x;x;x;x;x;x;12;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062018;Grambow;2;2;831;446;53,7;5,4;94,6;51,4;16,6;6,7;2,5;x;8,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9,7;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,0;x;x;x;x;x;x;x;x;x;x;1,0;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062028;Krackow;2;2;630;307;48,7;42;838;334;165;96;77;x;50;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;80;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;34;x;x;x;x;x;x;x;x;x;x;1;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062028;Krackow;2;2;630;307;48,7;4,8;95,2;39,9;19,7;11,5;9,2;x;6,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9,5;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,1;x;x;x;x;x;x;x;x;x;x;0,1;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062033;L�cknitz;3;3;2684;1681;62,6;126;4871;1549;1880;354;212;x;713;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;40;17;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;73;x;x;x;x;x;x;x;x;x;x;33;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062033;L�cknitz;3;3;2684;1681;62,6;2,5;97,5;31,8;38,6;7,3;4,4;x;14,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5;x;x;x;x;x;x;x;x;x;x;0,7;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062039;Nadrensee;1;1;307;136;44,3;31;367;159;93;58;23;x;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;0;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062039;Nadrensee;1;1;307;136;44,3;7,8;92,2;43,3;25,3;15,8;6,3;x;3,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,8;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,9;x;x;x;x;x;x;x;x;x;x;0,0;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062044;Penkun, Stadt;5;5;1776;969;54,6;93;2748;793;145;454;707;x;174;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;405;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;60;x;x;x;x;x;x;x;x;x;x;3;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062044;Penkun, Stadt;5;5;1776;969;54,6;3,3;96,7;28,9;5,3;16,5;25,7;x;6,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14,7;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;0,1;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062045;Pl�wen;1;1;264;198;75,0;15;563;246;100;114;32;x;27;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;22;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;x;x;x;x;x;x;4;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062045;Pl�wen;1;1;264;198;75,0;2,6;97,4;43,7;17,8;20,2;5,7;x;4,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,9;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,7;x;x;x;x;x;x;x;x;x;x;0,7;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062047;Ramin;2;2;512;257;50,2;39;711;356;182;62;37;x;57;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;4;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062047;Ramin;2;2;512;257;50,2;5,2;94,8;50,1;25,6;8,7;5,2;x;8,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;0,6;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062050;Rossow;1;1;414;222;53,6;18;639;157;179;68;24;x;88;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;21;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;99;x;x;x;x;x;x;x;x;x;x;1;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062050;Rossow;1;1;414;222;53,6;2,7;97,3;24,6;28,0;10,6;3,8;x;13,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,3;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15,5;x;x;x;x;x;x;x;x;x;x;0,2;x;
A;62;Uecker-Randow;6212;L�cknitz-Penkun;13062052;Rothenklempenow;3;3;581;371;63,9;51;1047;387;258;115;81;x;74;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;36;16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;53;x;x;x;x;x;x;x;x;x;x;27;x;
P;62;Uecker-Randow;6212;L�cknitz-Penkun;13062052;Rothenklempenow;3;3;581;371;63,9;4,6;95,4;37,0;24,6;11,0;7,7;x;7,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,4;1,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,1;x;x;x;x;x;x;x;x;x;x;2,6;x;
A;62;Uecker-Randow;6214;Uecker-Randow-Tal;13062008;Blumenhagen;1;1;297;174;58,6;27;482;148;63;93;29;x;39;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;86;x;x;x;x;x;x;x;x;x;x;9;x;
P;62;Uecker-Randow;6214;Uecker-Randow-Tal;13062008;Blumenhagen;1;1;297;174;58,6;5,3;94,7;30,7;13,1;19,3;6,0;x;8,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,9;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17,8;x;x;x;x;x;x;x;x;x;x;1,9;x;
A;62;Uecker-Randow;6214;Uecker-Randow-Tal;13062010;Brietzig;1;1;177;111;62,7;33;275;74;72;62;21;x;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;15;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;18;x;x;x;x;x;x;x;x;x;x;3;x;
P;62;Uecker-Randow;6214;Uecker-Randow-Tal;13062010;Brietzig;1;1;177;111;62,7;10,7;89,3;26,9;26,2;22,5;7,6;x;2,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,5;1,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6,5;x;x;x;x;x;x;x;x;x;x;1,1;x;
A;62;Uecker-Randow;6214;Uecker-Randow-Tal;13062011;Damerow;1;1;135;111;82,2;30;303;51;77;75;40;x;40;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;6;x;
P;62;Uecker-Randow;6214;Uecker-Randow-Tal;13062011;Damerow;1;1;135;111;82,2;9,0;91,0;16,8;25,4;24,8;13,2;x;13,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;2,0;x;
A;62;Uecker-Randow;6214;Uecker-Randow-Tal;13062013;Fahrenwalde;1;1;320;170;53,1;33;463;197;108;51;19;x;38;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;30;x;x;x;x;x;x;x;x;x;x;13;x;
P;62;Uecker-Randow;6214;Uecker-Randow-Tal;13062013;Fahrenwalde;1;1;320;170;53,1;6,7;93,3;42,5;23,3;11,0;4,1;x;8,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,5;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6,5;x;x;x;x;x;x;x;x;x;x;2,8;x;
A;62;Uecker-Randow;6214;Uecker-Randow-Tal;13062019;Gro� Luckow;1;1;168;99;58,9;18;273;73;30;60;7;x;27;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;67;x;x;x;x;x;x;x;x;x;x;5;x;
