Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City
DENW009,O3,1990,25.417,ug/m3,Background,suburban,NW,Dortmund,Dortmund
DERP018,O3,1990,30.0,count,Traffic,urban,RP,Speyer,Speyer
DERP007,O3,1990,4138.0,ug/m3,Background,urban,RP,Mainz,Mainz
DERP018,O3,1990,35.626,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP018,O3,1990,35.626,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP007,O3,1990,59.12,ug/m3,Background,urban,RP,Mainz,Mainz
DERP007,O3,1990,187.0,ug/m3,Background,urban,RP,Mainz,Mainz
DERP019,O3,1990,58.693,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,132.375,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,211.125,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DENW043,NO2,1990,50.996,ug/m3,Traffic,urban,NW,Essen,Essen
DENW002,SO2,1990,3.0,count,Background,suburban,NW,Recklinghausen,Datteln
DENW002,SO2,1990,282.0,ug/m3,Background,suburban,NW,Recklinghausen,Datteln
DENW006,NO2,1990,40.0,ug/m3,Background,suburban,NW,Unna,Lünen
DENW006,NO2,1990,1.0,count,Background,suburban,NW,Unna,Lünen
DENW029,NO2,1990,32.359,ug/m3,Background,suburban,NW,Ennepe-Ruhr-Kreis,Hattingen
DENI043,O3,1990,33.35,ug/m3,Background,suburban,NI,Emsland,Lingen (Ems)
DENI043,SO2,1990,13.026,ug/m3,Background,suburban,NI,Emsland,Lingen (Ems)
DENW030,NO2,1990,22.0,ug/m3,Background,suburban,NW,Wesel,Wesel
DENW067,NO2,1990,0.0,count,Background,urban,NW,Bielefeld,Bielefeld
DESN009,SO2,1990,90.0,ug/m3,Background,suburban,SN,Chemnitz,Chemnitz
DEBW006,O3,1990,16217.0,(ug/m3).h,Background,urban,BW,Mannheim,Mannheim
DEBW005,SO2,1990,188.5,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DENI011,SO2,1990,151.75,ug/m3,Background,suburban,NI,Braunschweig,Braunschweig
DEBE010,NO2,1990,40.542,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW024,O3,1990,34.912,ug/m3,Background,suburban,BW,Ludwigsburg,Ludwigsburg
DEBW024,O3,1990,124.213,ug/m3,Background,suburban,BW,Ludwigsburg,Ludwigsburg
DEBW009,O3,1990,51.784,ug/m3,Traffic,urban,BW,Heidelberg,Heidelberg
DEBW009,O3,1990,188.8,ug/m3,Traffic,urban,BW,Heidelberg,Heidelberg
DERP018,O3,1990,30.0,count,Traffic,urban,RP,Speyer,Speyer
DERP018,O3,1990,129.125,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP018,O3,1990,28.0,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP019,O3,1990,31.0,count,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,134.125,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP018,O3,1990,128.75,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP018,O3,1990,213.0,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP019,O3,1990,132.375,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DEHH008,NO2,1990,100.458,ug/m3,Background,urban,HH,Hamburg,Hamburg
DENW043,NO2,1990,111.261,ug/m3,Traffic,urban,NW,Essen,Essen
DENW043,NO2,1990,431.0,ug/m3,Traffic,urban,NW,Essen,Essen
DENW043,NO2,1990,145.0,ug/m3,Traffic,urban,NW,Essen,Essen
DENW071,NO2,1990,0.0,count,Background,urban,NW,Düsseldorf,Düsseldorf
DENW066,NO2,1990,172.0,ug/m3,Background,rural,NW,Viersen,Nettetal
DENW064,O3,1990,269.0,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DENI041,O3,1990,4655.0,ug/m3,Background,suburban,NI,Schaumburg,Rinteln
DENW066,SO2,1990,72.917,ug/m3,Background,rural,NW,Viersen,Nettetal
DESH005,O3,1990,38.833,ug/m3,Background,suburban,SH,Lübeck,Lübeck
DEBW006,O3,1990,136.832,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW006,O3,1990,29.13,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW005,SO2,1990,1.0,count,Industrial,suburban,BW,Mannheim,Mannheim
DEBW005,SO2,1990,32.03,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW005,SO2,1990,412.7,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW005,O3,1990,111.681,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DESN009,SO2,1990,401.667,ug/m3,Background,suburban,SN,Chemnitz,Chemnitz
DESN009,SO2,1990,149.0,count,Background,suburban,SN,Chemnitz,Chemnitz
DERP019,O3,1990,20322.0,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,26.0,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,4202.0,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,35.559,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,4202.0,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,31.542,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,235.0,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,26.0,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DENI029,NO2,1990,113.0,ug/m3,Background,suburban,NI,Emden,Emden
DENW068,NO2,1990,82.042,ug/m3,Background,rural,NW,Soest,Soest
DENW002,NO2,1990,111.0,ug/m3,Background,suburban,NW,Recklinghausen,Datteln
DENW068,NO2,1990,120.0,ug/m3,Background,rural,NW,Soest,Soest
DENW002,SO2,1990,223.75,ug/m3,Background,suburban,NW,Recklinghausen,Datteln
DENW002,NO2,1990,132.0,ug/m3,Background,suburban,NW,Recklinghausen,Datteln
DENW002,NO2,1990,30.0,ug/m3,Background,suburban,NW,Recklinghausen,Datteln
DENW058,NO2,1990,37.826,ug/m3,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DENW064,O3,1990,148.5,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DENW064,O3,1990,55.0,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DENW058,O3,1990,17248.0,ug/m3,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DEBE010,NO2,1990,89.667,ug/m3,Background,urban,BE,Berlin,Berlin
DEBE010,O3,1990,118.75,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW007,O3,1990,32.172,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW007,O3,1990,16495.0,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW007,O3,1990,153.687,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBE010,O3,1990,1117.0,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW005,O3,1990,30.779,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DENW035,SO2,1990,123.304,ug/m3,Background,suburban,NW,Oberhausen,Oberhausen
DENW035,SO2,1990,152.0,ug/m3,Background,suburban,NW,Oberhausen,Oberhausen
DERP018,O3,1990,213.0,ug/m3,Traffic,urban,RP,Speyer,Speyer
DERP019,O3,1990,28850.0,(ug/m3).h,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,31.542,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,20322.0,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,35.559,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,31.0,count,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,58.693,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP019,O3,1990,128.75,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DENW066,SO2,1990,106.0,ug/m3,Background,rural,NW,Viersen,Nettetal
DENW064,NO2,1990,86.0,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DENW064,NO2,1990,68.0,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DENW068,O3,1990,23.0,count,Background,rural,NW,Soest,Soest
DENI041,O3,1990,25.0,count,Background,suburban,NI,Schaumburg,Rinteln
DENW068,O3,1990,31.0,ug/m3,Background,rural,NW,Soest,Soest
DENW002,SO2,1990,1200.0,ug/m3,Background,suburban,NW,Recklinghausen,Datteln
DENW029,NO2,1990,31.957,ug/m3,Background,suburban,NW,Ennepe-Ruhr-Kreis,Hattingen
DENW029,NO2,1990,126.0,ug/m3,Background,suburban,NW,Ennepe-Ruhr-Kreis,Hattingen
DENW043,NO2,1990,2.0,count,Traffic,urban,NW,Essen,Essen
DEBW006,O3,1990,30.093,ug/m3,Background,urban,BW,Mannheim,Mannheim
DENW036,SO2,1990,128.833,ug/m3,Background,suburban,NW,Wesel,Moers
DEBW005,NO2,1990,102.735,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DENW036,O3,1990,31.478,ug/m3,Background,suburban,NW,Wesel,Moers
DENW047,O3,1990,112.417,ug/m3,Background,urban,NW,Rhein-Kreis Neuss,Neuss
DENW047,O3,1990,251.5,ug/m3,Background,urban,NW,Rhein-Kreis Neuss,Neuss
DENW048,SO2,1990,97.0,ug/m3,Background,suburban,NW,Düsseldorf,Düsseldorf
DEBW001,O3,1990,820.0,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBW009,O3,1990,108.894,ug/m3,Traffic,urban,BW,Heidelberg,Heidelberg
DERP007,O3,1990,27.0,count,Background,urban,RP,Mainz,Mainz
DERP019,O3,1990,211.125,ug/m3,Background,urban,RP,Kaiserslautern (Kreisfreie Stadt,Kaiserslautern
DERP007,O3,1990,32.368,ug/m3,Background,urban,RP,Mainz,Mainz
DENW029,NO2,1990,31.0,ug/m3,Background,suburban,NW,Ennepe-Ruhr-Kreis,Hattingen
DENW068,O3,1990,138.25,ug/m3,Background,rural,NW,Soest,Soest
DENW058,NO2,1990,89.957,ug/m3,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DENI043,NO2,1990,120.5,ug/m3,Background,suburban,NI,Emsland,Lingen (Ems)
DENW065,NO2,1990,53.783,ug/m3,Background,rural,NW,Siegen-Wittgenstein,Netphen
DENW015,O3,1990,24820.0,(ug/m3).h,Background,suburban,NW,Recklinghausen,Marl
DENW065,O3,1990,57.875,ug/m3,Background,rural,NW,Siegen-Wittgenstein,Netphen
DENI041,NO2,1990,22.652,ug/m3,Background,suburban,NI,Schaumburg,Rinteln
DENW043,NO2,1990,151.0,ug/m3,Traffic,urban,NW,Essen,Essen
DENI041,NO2,1990,21.5,ug/m3,Background,suburban,NI,Schaumburg,Rinteln
DEBW001,O3,1990,3.0,count,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBW006,O3,1990,29.13,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW005,NO2,1990,187.7,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW009,O3,1990,2734.0,ug/m3,Traffic,urban,BW,Heidelberg,Heidelberg
DEBW005,O3,1990,31322.0,(ug/m3).h,Industrial,suburban,BW,Mannheim,Mannheim
DEBW005,SO2,1990,2.0,count,Industrial,suburban,BW,Mannheim,Mannheim
DEBW015,O3,1990,10.0,count,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW005,NO2,1990,43.75,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DENW034,NO2,1990,0.0,count,Industrial,urban,NW,Duisburg,Duisburg
DENW066,SO2,1990,186.0,ug/m3,Background,rural,NW,Viersen,Nettetal
DENW066,SO2,1990,104.0,ug/m3,Background,rural,NW,Viersen,Nettetal
DENW065,NO2,1990,10.0,ug/m3,Background,rural,NW,Siegen-Wittgenstein,Netphen
DENW058,O3,1990,6256.0,ug/m3,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DENI043,SO2,1990,9.5,ug/m3,Background,suburban,NI,Emsland,Lingen (Ems)
DENW030,O3,1990,131.0,ug/m3,Background,suburban,NW,Wesel,Wesel
DENW030,O3,1990,129.75,ug/m3,Background,suburban,NW,Wesel,Wesel
DENW029,NO2,1990,0.0,count,Background,suburban,NW,Ennepe-Ruhr-Kreis,Hattingen
DENW002,NO2,1990,31.715,ug/m3,Background,suburban,NW,Recklinghausen,Datteln
DEBW009,O3,1990,13.0,count,Traffic,urban,BW,Heidelberg,Heidelberg
DEBE010,O3,1990,22.208,ug/m3,Background,urban,BE,Berlin,Berlin
DEBE010,O3,1990,16.0,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW006,O3,1990,136.832,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW013,O3,1990,25553.0,(ug/m3).h,Background,urban,BW,Stuttgart,Stuttgart
DEBW006,O3,1990,105.356,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBE010,O3,1990,173.25,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW015,NO2,1990,36.045,ug/m3,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DENI041,NO2,1990,62.848,ug/m3,Background,suburban,NI,Schaumburg,Rinteln
DENW068,NO2,1990,3.0,count,Background,rural,NW,Soest,Soest
DENW068,O3,1990,37.859,ug/m3,Background,rural,NW,Soest,Soest
DENW068,O3,1990,116.375,ug/m3,Background,rural,NW,Soest,Soest
DENW066,NO2,1990,86.609,ug/m3,Background,rural,NW,Viersen,Nettetal
DENW068,NO2,1990,22.0,ug/m3,Background,rural,NW,Soest,Soest
DENW043,NO2,1990,48.842,ug/m3,Traffic,urban,NW,Essen,Essen
DENI043,NO2,1990,19.5,ug/m3,Background,suburban,NI,Emsland,Lingen (Ems)
DENI043,O3,1990,15.0,count,Background,suburban,NI,Emsland,Lingen (Ems)
DENW064,NO2,1990,14.336,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DEBW007,O3,1990,55.272,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW001,O3,1990,21.827,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBW001,O3,1990,14.65,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBW006,O3,1990,296.1,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW027,O3,1990,122.956,ug/m3,Background,urban,BW,Reutlingen,Reutlingen
DEBW027,O3,1990,35.2,ug/m3,Background,urban,BW,Reutlingen,Reutlingen
DEBW005,O3,1990,28.541,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW005,O3,1990,54.555,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW005,O3,1990,111.681,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW005,SO2,1990,26.983,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW005,SO2,1990,179.9,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW005,SO2,1990,2.0,count,Industrial,suburban,BW,Mannheim,Mannheim
DEBW015,O3,1990,3780.0,ug/m3,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBE010,NO2,1990,42.291,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW024,O3,1990,123.931,ug/m3,Background,suburban,BW,Ludwigsburg,Ludwigsburg
DEBW005,O3,1990,3954.0,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW024,O3,1990,4733.0,ug/m3,Background,suburban,BW,Ludwigsburg,Ludwigsburg
DENW071,NO2,1990,0.0,count,Background,urban,NW,Düsseldorf,Düsseldorf
DENW010,NO2,1990,34.88,ug/m3,Background,suburban,NW,Unna,Unna
DENW015,O3,1990,4182.0,ug/m3,Background,suburban,NW,Recklinghausen,Marl
DENW006,NO2,1990,206.0,ug/m3,Background,suburban,NW,Unna,Lünen
DENW030,NO2,1990,78.727,ug/m3,Background,suburban,NW,Wesel,Wesel
DENW030,NO2,1990,110.0,ug/m3,Background,suburban,NW,Wesel,Wesel
DERP002,NO2,1990,65.0,ug/m3,Traffic,urban,RP,Ludwigshafen am Rhein,Ludwigshafen am Rhein
DENW030,O3,1990,24372.0,(ug/m3).h,Background,suburban,NW,Wesel,Wesel
DENW030,O3,1990,281.0,ug/m3,Background,suburban,NW,Wesel,Wesel
DENW030,O3,1990,27.0,ug/m3,Background,suburban,NW,Wesel,Wesel
DEBW005,O3,1990,18.8,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW007,O3,1990,31153.0,(ug/m3).h,Background,urban,BW,Mannheim,Mannheim
DEBW007,O3,1990,32.172,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW011,O3,1990,5018.0,ug/m3,Traffic,urban,BW,Stuttgart,Stuttgart
DEBW009,O3,1990,9319.0,ug/m3,Traffic,urban,BW,Heidelberg,Heidelberg
DEBW013,O3,1990,33.583,ug/m3,Background,urban,BW,Stuttgart,Stuttgart
DEBW015,O3,1990,38.998,ug/m3,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW013,O3,1990,117.031,ug/m3,Background,urban,BW,Stuttgart,Stuttgart
DENW043,NO2,1990,2.0,count,Traffic,urban,NW,Essen,Essen
DENW034,NO2,1990,0.0,count,Industrial,urban,NW,Duisburg,Duisburg
DENW006,NO2,1990,41.53,ug/m3,Background,suburban,NW,Unna,Lünen
DENW058,NO2,1990,39.05,ug/m3,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DENW010,NO2,1990,0.0,count,Background,suburban,NW,Unna,Unna
DENW066,SO2,1990,19.042,ug/m3,Background,rural,NW,Viersen,Nettetal
DENW006,NO2,1990,128.0,ug/m3,Background,suburban,NW,Unna,Lünen
DENW010,NO2,1990,81.348,ug/m3,Background,suburban,NW,Unna,Unna
DERP013,O3,1990,179.125,ug/m3,Background,rural,RP,Kusel,Waldmohr
DENW015,O3,1990,22.0,ug/m3,Background,suburban,NW,Recklinghausen,Marl
DEBE010,O3,1990,5.0,count,Background,urban,BE,Berlin,Berlin
DEBW001,O3,1990,21.89,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBW001,O3,1990,3.0,count,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBW005,NO2,1990,45.188,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW011,O3,1990,98.957,ug/m3,Traffic,urban,BW,Stuttgart,Stuttgart
DEBW011,O3,1990,30.057,ug/m3,Traffic,urban,BW,Stuttgart,Stuttgart
DEBW005,O3,1990,17836.0,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW001,O3,1990,4178.0,(ug/m3).h,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBW006,O3,1990,9502.0,ug/m3,Background,urban,BW,Mannheim,Mannheim
DENW064,NO2,1990,66.0,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DERP013,SO2,1990,92.0,ug/m3,Background,rural,RP,Kusel,Waldmohr
DERP013,SO2,1990,4.0,ug/m3,Background,rural,RP,Kusel,Waldmohr
DERP013,O3,1990,26211.0,ug/m3,Background,rural,RP,Kusel,Waldmohr
DENW064,O3,1990,55.208,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DENW064,O3,1990,224.75,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DENW043,NO2,1990,50.996,ug/m3,Traffic,urban,NW,Essen,Essen
DENW058,NO2,1990,122.0,ug/m3,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DENW064,O3,1990,51.0,count,Background,rural,NW,Städteregion Aachen,Simmerath
DENW064,NO2,1990,10.0,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DEBW001,O3,1990,131.0,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBW015,NO2,1990,118.5,ug/m3,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW006,O3,1990,8.0,count,Background,urban,BW,Mannheim,Mannheim
DEBW015,NO2,1990,0.0,count,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW006,O3,1990,16217.0,(ug/m3).h,Background,urban,BW,Mannheim,Mannheim
DEBW006,O3,1990,259.269,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW006,O3,1990,53.033,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW015,O3,1990,184.75,ug/m3,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW006,O3,1990,2720.0,ug/m3,Background,urban,BW,Mannheim,Mannheim
DENW010,NO2,1990,173.0,ug/m3,Background,suburban,NW,Unna,Unna
DENW064,O3,1990,6648.0,ug/m3,Background,rural,NW,Städteregion Aachen,Simmerath
DENW058,O3,1990,136.5,ug/m3,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DENW068,O3,1990,13278.0,ug/m3,Background,rural,NW,Soest,Soest
DENW058,NO2,1990,38.0,ug/m3,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DENW002,NO2,1990,84.708,ug/m3,Background,suburban,NW,Recklinghausen,Datteln
DENW030,NO2,1990,25.783,ug/m3,Background,suburban,NW,Wesel,Wesel
DENW058,O3,1990,35.0,count,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DENW030,NO2,1990,24.565,ug/m3,Background,suburban,NW,Wesel,Wesel
DENW002,NO2,1990,0.0,count,Background,suburban,NW,Recklinghausen,Datteln
DENW030,NO2,1990,0.0,count,Background,suburban,NW,Wesel,Wesel
DEBW019,O3,1990,60.379,ug/m3,Background,urban,BW,Ulm,Ulm
DEBE034,O3,1990,106.0,ug/m3,Background,urban,BE,Berlin,Berlin
DEBE034,O3,1990,22.0,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW015,O3,1990,184.75,ug/m3,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW015,NO2,1990,36.045,ug/m3,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW013,O3,1990,30.83,ug/m3,Background,urban,BW,Stuttgart,Stuttgart
DEBE010,NO2,1990,40.542,ug/m3,Background,urban,BE,Berlin,Berlin
DEBE010,NO2,1990,182.0,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW024,NO2,1990,159.2,ug/m3,Background,suburban,BW,Ludwigsburg,Ludwigsburg
DENW002,SO2,1990,112.375,ug/m3,Background,suburban,NW,Recklinghausen,Datteln
DENW030,O3,1990,133.333,ug/m3,Background,suburban,NW,Wesel,Wesel
DENW065,NO2,1990,63.0,ug/m3,Background,rural,NW,Siegen-Wittgenstein,Netphen
DENW002,SO2,1990,112.375,ug/m3,Background,suburban,NW,Recklinghausen,Datteln
DERP014,O3,1990,19767.0,ug/m3,Background,rural,RP,Birkenfeld,Birkenfeld
DERP014,O3,1990,132.625,ug/m3,Background,rural,RP,Birkenfeld,Birkenfeld
DERP014,SO2,1990,37.25,ug/m3,Background,rural,RP,Birkenfeld,Birkenfeld
DERP014,NO2,1990,137.0,ug/m3,Background,rural,RP,Birkenfeld,Birkenfeld
DENW008,NO2,1990,0.0,count,Background,urban,NW,Dortmund,Dortmund
DENW010,NO2,1990,0.0,count,Background,suburban,NW,Unna,Unna
DEBW005,SO2,1990,1.0,count,Industrial,suburban,BW,Mannheim,Mannheim
DEBW006,O3,1990,21.05,ug/m3,Background,urban,BW,Mannheim,Mannheim
DEBW011,O3,1990,22082.0,ug/m3,Traffic,urban,BW,Stuttgart,Stuttgart
DEBW011,O3,1990,34292.0,(ug/m3).h,Traffic,urban,BW,Stuttgart,Stuttgart
DEBW011,O3,1990,248.95,ug/m3,Traffic,urban,BW,Stuttgart,Stuttgart
DEBW005,SO2,1990,26.983,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW005,SO2,1990,188.5,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW019,O3,1990,21083.0,(ug/m3).h,Background,urban,BW,Ulm,Ulm
DENW015,O3,1990,56.214,ug/m3,Background,suburban,NW,Recklinghausen,Marl
DENW065,NO2,1990,13.869,ug/m3,Background,rural,NW,Siegen-Wittgenstein,Netphen
DENW064,NO2,1990,0.0,count,Background,rural,NW,Städteregion Aachen,Simmerath
DENW064,O3,1990,36184.0,(ug/m3).h,Background,rural,NW,Städteregion Aachen,Simmerath
DENW065,O3,1990,137.625,ug/m3,Background,rural,NW,Siegen-Wittgenstein,Netphen
DENW068,O3,1990,35.125,ug/m3,Background,rural,NW,Soest,Soest
DENW065,O3,1990,58.0,ug/m3,Background,rural,NW,Siegen-Wittgenstein,Netphen
DENW006,NO2,1990,127.0,ug/m3,Background,suburban,NW,Unna,Lünen
DENW058,O3,1990,323.0,ug/m3,Industrial,suburban,NW,Rhein-Erft-Kreis,Hürth
DENW068,O3,1990,141.958,ug/m3,Background,rural,NW,Soest,Soest
DENW068,O3,1990,250.0,ug/m3,Background,rural,NW,Soest,Soest
DEBW005,SO2,1990,104.704,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBE010,O3,1990,23.888,ug/m3,Background,urban,BE,Berlin,Berlin
DEBW009,O3,1990,2734.0,ug/m3,Traffic,urban,BW,Heidelberg,Heidelberg
DEBW005,SO2,1990,179.9,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW013,O3,1990,182.293,ug/m3,Background,urban,BW,Stuttgart,Stuttgart
DEBW005,SO2,1990,188.5,ug/m3,Industrial,suburban,BW,Mannheim,Mannheim
DEBW009,O3,1990,25.731,ug/m3,Traffic,urban,BW,Heidelberg,Heidelberg
DEBW015,NO2,1990,90.661,ug/m3,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW015,O3,1990,37.381,ug/m3,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW013,O3,1990,15260.0,ug/m3,Background,urban,BW,Stuttgart,Stuttgart
DEBW001,O3,1990,1901.0,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBW013,O3,1990,30.83,ug/m3,Background,urban,BW,Stuttgart,Stuttgart
DEBW001,O3,1990,820.0,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBW011,O3,1990,14.1,ug/m3,Traffic,urban,BW,Stuttgart,Stuttgart
DEBW001,O3,1990,38.923,ug/m3,Traffic,urban,BW,Karlsruhe (Stadtkreis),Karlsruhe
DEBW015,O3,1990,90.77,ug/m3,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW015,O3,1990,90.77,ug/m3,Traffic,suburban,BW,Heilbronn (Stadtkreis),Heilbronn
DENW068,O3,1990,4678.0,ug/m3,Background,rural,NW,Soest,Soest
DERP020,NO2,1990,156.0,ug/m3,Traffic,urban,RP,Trier,Trier
