Air Pollutant,Year,Air_Pollution_Level,Air Quality Station Type,Air Quality Station Area,State,City,Linke,Gruene,SPD,FDP,CDU,AfD,Others,year_of_last_vote,left_coalition,right_coalition,left_dominated,others_dominated
NO2,2008,54.096,Traffic,urban,NW,Aachen,1.7241379310344829,17.24137931034483,32.758620689655174,5.172413793103448,37.93103448275862,0.0,5.172413793103448,2004.0,51.72413793103449,43.103448275862064,1,0
NO2,2009,52.35,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2009,55.556,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2009,55.556,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2009,56.9,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2009,56.9,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2010,55.85,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2010,56.131,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2010,63.428,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2010,55.85,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2010,63.428,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2010,56.131,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2010,52.245,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2011,51.131,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2011,49.721,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2011,51.131,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2011,58.086,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2011,58.086,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2012,52.341,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2012,49.35,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2012,59.054,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2012,49.35,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2012,52.341,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2012,47.535,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2012,59.054,Traffic,urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2013,49.501,Traffic,Urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2013,57.652,Traffic,Urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2013,50.28,Traffic,Urban,NW,Aachen,4.054054054054054,18.91891891891892,27.027027027027028,8.108108108108109,37.83783783783784,0.0,4.0540540540540455,2009.0,50.0,45.94594594594595,1,0
NO2,2014,49.819,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2014,47.498,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2014,57.073,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2015,53.75,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2015,50.178,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2015,44.362,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2016,49.197,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2016,44.288,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2016,54.306,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2016,45.345,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2017,41.935,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2017,46.0,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2017,49.032,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2017,41.561,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2018,45.283,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2018,40.741,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2018,42.506,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2018,45.093,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2019,36.745,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2019,33.506,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2019,35.989,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2019,39.474,Traffic,Urban,NW,Aachen,36.84210526315789,26.31578947368421,17.105263157894736,3.947368421052632,6.578947368421052,2.631578947368421,6.578947368421055,2014.0,80.26315789473684,13.157894736842106,1,0
NO2,2020,28.95,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2020,31.878,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2020,30.513,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2020,28.821,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2021,32.031,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2021,32.195,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2021,30.144,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2021,28.97,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2022,30.952,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2022,29.11,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2022,33.391,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2022,30.177,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2023,28.643,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2023,32.124,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2023,27.041,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2023,25.364,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2024,24.42,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,2025,17.538,Traffic,Urban,NW,Aachen,5.172413793103448,34.48275862068966,18.96551724137931,5.172413793103448,24.13793103448276,3.4482758620689653,8.62068965517241,2020.0,58.62068965517242,32.758620689655174,1,0
NO2,1994,28.505,Traffic,urban,TH,Altenburg,19.444444444444446,8.333333333333332,27.77777777777778,0.0,44.44444444444444,0.0,0.0,1994.0,55.55555555555556,44.44444444444444,1,0
NO2,1995,26.631,Traffic,urban,TH,Altenburg,19.444444444444446,8.333333333333332,27.77777777777778,0.0,44.44444444444444,0.0,0.0,1994.0,55.55555555555556,44.44444444444444,1,0
NO2,1996,29.824,Traffic,urban,TH,Altenburg,19.444444444444446,8.333333333333332,27.77777777777778,0.0,44.44444444444444,0.0,0.0,1994.0,55.55555555555556,44.44444444444444,1,0
NO2,1997,28.644,Traffic,urban,TH,Altenburg,19.444444444444446,8.333333333333332,27.77777777777778,0.0,44.44444444444444,0.0,0.0,1994.0,55.55555555555556,44.44444444444444,1,0
NO2,1998,29.071,Traffic,urban,TH,Altenburg,19.444444444444446,8.333333333333332,27.77777777777778,0.0,44.44444444444444,0.0,0.0,1994.0,55.55555555555556,44.44444444444444,1,0
NO2,1999,26.658,Traffic,urban,TH,Altenburg,25.0,0.0,27.77777777777778,0.0,38.88888888888889,0.0,8.333333333333332,1999.0,52.77777777777778,38.88888888888889,1,0
NO2,2000,23.501,Traffic,urban,TH,Altenburg,25.0,0.0,27.77777777777778,0.0,38.88888888888889,0.0,8.333333333333332,1999.0,52.77777777777778,38.88888888888889,1,0
NO2,2001,21.726,Traffic,urban,TH,Altenburg,25.0,0.0,27.77777777777778,0.0,38.88888888888889,0.0,8.333333333333332,1999.0,52.77777777777778,38.88888888888889,1,0
NO2,2002,23.038,Traffic,urban,TH,Altenburg,25.0,0.0,27.77777777777778,0.0,38.88888888888889,0.0,8.333333333333332,1999.0,52.77777777777778,38.88888888888889,1,0
NO2,2003,25.417,Traffic,urban,TH,Altenburg,25.0,0.0,27.77777777777778,0.0,38.88888888888889,0.0,8.333333333333332,1999.0,52.77777777777778,38.88888888888889,1,0
NO2,2004,17.144,Traffic,urban,TH,Altenburg,33.33333333333333,0.0,27.77777777777778,0.0,38.88888888888889,0.0,0.0,2004.0,61.11111111111111,38.88888888888889,1,0
NO2,2005,20.211,Traffic,urban,TH,Altenburg,33.33333333333333,0.0,27.77777777777778,0.0,38.88888888888889,0.0,0.0,2004.0,61.11111111111111,38.88888888888889,1,0
NO2,2006,25.029,Traffic,urban,TH,Altenburg,33.33333333333333,0.0,27.77777777777778,0.0,38.88888888888889,0.0,0.0,2004.0,61.11111111111111,38.88888888888889,1,0
NO2,2007,19.657,Traffic,urban,TH,Altenburg,33.33333333333333,0.0,27.77777777777778,0.0,38.88888888888889,0.0,0.0,2004.0,61.11111111111111,38.88888888888889,1,0
NO2,2008,19.642,Traffic,urban,TH,Altenburg,33.33333333333333,0.0,27.77777777777778,0.0,38.88888888888889,0.0,0.0,2004.0,61.11111111111111,38.88888888888889,1,0
NO2,2009,20.9,Traffic,urban,TH,Altenburg,25.0,2.7777777777777777,30.55555555555556,11.11111111111111,30.55555555555556,0.0,0.0,2009.0,58.33333333333334,41.66666666666667,1,0
NO2,2010,18.453,Traffic,urban,TH,Altenburg,25.0,2.7777777777777777,30.55555555555556,11.11111111111111,30.55555555555556,0.0,0.0,2009.0,58.33333333333334,41.66666666666667,1,0
NO2,2011,19.913,Traffic,urban,TH,Altenburg,25.0,2.7777777777777777,30.55555555555556,11.11111111111111,30.55555555555556,0.0,0.0,2009.0,58.33333333333334,41.66666666666667,1,0
NO2,2012,21.222,Traffic,urban,TH,Altenburg,25.0,2.7777777777777777,30.55555555555556,11.11111111111111,30.55555555555556,0.0,0.0,2009.0,58.33333333333334,41.66666666666667,1,0
NO2,1992,31.424,Traffic,urban,BY,Ansbach,0.0,2.5,35.0,5.0,42.5,0.0,15.0,1990.0,37.5,47.5,0,0
NO2,1993,30.023,Traffic,urban,BY,Ansbach,0.0,2.5,35.0,5.0,42.5,0.0,15.0,1990.0,37.5,47.5,0,0
NO2,1995,34.339,Traffic,urban,BY,Ansbach,0.0,2.5,35.0,5.0,42.5,0.0,15.0,1990.0,37.5,47.5,0,0
NO2,1996,39.898,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,2.5,40.0,0.0,25.0,1996.0,32.5,42.5,0,0
NO2,1997,46.492,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,2.5,40.0,0.0,25.0,1996.0,32.5,42.5,0,0
NO2,1998,38.304,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,2.5,40.0,0.0,25.0,1996.0,32.5,42.5,0,0
NO2,1999,36.221,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,2.5,40.0,0.0,25.0,1996.0,32.5,42.5,0,0
NO2,2000,36.1,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,2.5,40.0,0.0,25.0,1996.0,32.5,42.5,0,0
NO2,2001,39.21,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,2.5,40.0,0.0,25.0,1996.0,32.5,42.5,0,0
NO2,2002,37.438,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,0.0,40.0,0.0,27.5,2002.0,32.5,40.0,0,0
NO2,2003,40.892,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,0.0,40.0,0.0,27.5,2002.0,32.5,40.0,0,0
NO2,2004,36.77,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,0.0,40.0,0.0,27.5,2002.0,32.5,40.0,0,0
NO2,2005,38.304,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,0.0,40.0,0.0,27.5,2002.0,32.5,40.0,0,0
NO2,2006,42.034,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,0.0,40.0,0.0,27.5,2002.0,32.5,40.0,0,0
NO2,2007,35.477,Traffic,urban,BY,Ansbach,0.0,5.0,27.500000000000004,0.0,40.0,0.0,27.5,2002.0,32.5,40.0,0,0
NO2,2008,31.335,Traffic,urban,BY,Ansbach,0.0,12.5,22.5,0.0,32.5,0.0,32.49999999999999,2008.0,35.0,32.5,1,0
NO2,2009,36.407,Traffic,urban,BY,Ansbach,0.0,12.5,22.5,0.0,32.5,0.0,32.49999999999999,2008.0,35.0,32.5,1,0
NO2,2010,34.551,Traffic,urban,BY,Ansbach,0.0,12.5,22.5,0.0,32.5,0.0,32.49999999999999,2008.0,35.0,32.5,1,0
NO2,2011,39.827,Traffic,urban,BY,Ansbach,0.0,12.5,22.5,0.0,32.5,0.0,32.49999999999999,2008.0,35.0,32.5,1,0
NO2,2012,39.139,Traffic,urban,BY,Ansbach,0.0,12.5,22.5,0.0,32.5,0.0,32.49999999999999,2008.0,35.0,32.5,1,0
NO2,2013,33.558,Traffic,Urban,BY,Ansbach,0.0,12.5,22.5,0.0,32.5,0.0,32.49999999999999,2008.0,35.0,32.5,1,0
NO2,2014,31.834,Traffic,Urban,BY,Ansbach,0.0,10.0,20.0,0.0,30.0,0.0,39.99999999999999,2014.0,30.0,30.0,0,0
NO2,2015,33.088,Traffic,Urban,BY,Ansbach,0.0,10.0,20.0,0.0,30.0,0.0,39.99999999999999,2014.0,30.0,30.0,0,0
NO2,2016,33.0,Traffic,Urban,BY,Ansbach,0.0,10.0,20.0,0.0,30.0,0.0,39.99999999999999,2014.0,30.0,30.0,0,0
NO2,2017,31.649,Traffic,Urban,BY,Ansbach,0.0,10.0,20.0,0.0,30.0,0.0,39.99999999999999,2014.0,30.0,30.0,0,0
NO2,2018,31.076,Traffic,Urban,BY,Ansbach,0.0,10.0,20.0,0.0,30.0,0.0,39.99999999999999,2014.0,30.0,30.0,0,0
NO2,2019,27.923,Traffic,Urban,BY,Ansbach,0.0,10.0,20.0,0.0,30.0,0.0,39.99999999999999,2014.0,30.0,30.0,0,0
NO2,2020,24.566,Traffic,Urban,BY,Ansbach,0.0,12.5,12.5,0.0,27.500000000000004,7.5,40.0,2020.0,25.0,35.0,0,0
NO2,2021,22.071,Traffic,Urban,BY,Ansbach,0.0,12.5,12.5,0.0,27.500000000000004,7.5,40.0,2020.0,25.0,35.0,0,0
NO2,2022,21.828,Traffic,Urban,BY,Ansbach,0.0,12.5,12.5,0.0,27.500000000000004,7.5,40.0,2020.0,25.0,35.0,0,0
NO2,2023,20.664,Traffic,Urban,BY,Ansbach,0.0,12.5,12.5,0.0,27.500000000000004,7.5,40.0,2020.0,25.0,35.0,0,0
NO2,2024,19.826,Traffic,Urban,BY,Ansbach,0.0,12.5,12.5,0.0,27.500000000000004,7.5,40.0,2020.0,25.0,35.0,0,0
NO2,2025,26.746,Traffic,Urban,BY,Ansbach,0.0,12.5,12.5,0.0,27.500000000000004,7.5,40.0,2020.0,25.0,35.0,0,0
NO2,1990,57.576,Traffic,urban,BY,Augsburg,0.0,10.0,28.33333333333333,1.6666666666666667,45.0,0.0,15.0,1990.0,38.33333333333333,46.66666666666666,0,0
NO2,1990,57.576,Traffic,urban,BY,Augsburg,0.0,10.0,28.33333333333333,1.6666666666666667,45.0,0.0,15.0,1990.0,38.33333333333333,46.66666666666666,0,0
NO2,1991,69.691,Traffic,urban,BY,Augsburg,0.0,10.0,28.33333333333333,1.6666666666666667,45.0,0.0,15.0,1990.0,38.33333333333333,46.66666666666666,0,0
NO2,1991,69.691,Traffic,urban,BY,Augsburg,0.0,10.0,28.33333333333333,1.6666666666666667,45.0,0.0,15.0,1990.0,38.33333333333333,46.66666666666666,0,0
NO2,1992,56.82,Traffic,urban,BY,Augsburg,0.0,10.0,28.33333333333333,1.6666666666666667,45.0,0.0,15.0,1990.0,38.33333333333333,46.66666666666666,0,0
NO2,1992,56.82,Traffic,urban,BY,Augsburg,0.0,10.0,28.33333333333333,1.6666666666666667,45.0,0.0,15.0,1990.0,38.33333333333333,46.66666666666666,0,0
NO2,1993,53.805,Traffic,urban,BY,Augsburg,0.0,10.0,28.33333333333333,1.6666666666666667,45.0,0.0,15.0,1990.0,38.33333333333333,46.66666666666666,0,0
NO2,1993,53.805,Traffic,urban,BY,Augsburg,0.0,10.0,28.33333333333333,1.6666666666666667,45.0,0.0,15.0,1990.0,38.33333333333333,46.66666666666666,0,0
NO2,1995,73.672,Traffic,urban,BY,Augsburg,0.0,10.0,28.33333333333333,1.6666666666666667,45.0,0.0,15.0,1990.0,38.33333333333333,46.66666666666666,0,0
NO2,1995,73.672,Traffic,urban,BY,Augsburg,0.0,10.0,28.33333333333333,1.6666666666666667,45.0,0.0,15.0,1990.0,38.33333333333333,46.66666666666666,0,0
