Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City,Normalized Pollution Level
DEBB087,NO2,2015,24.96,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus,0.2648478910151224
DEBB044,NO2,2016,31.179,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus,0.3650136006447713
DEBB064,NO2,2016,14.942,ug/m3,Background,Urban,BB,Cottbus,Cottbus,0.16053798105984285
DEBB087,NO2,2016,24.992,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus,0.28709953657062265
DEBB044,NO2,2017,29.252,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus,0.35759106515647815
DEBB064,NO2,2017,13.334,ug/m3,Background,Urban,BB,Cottbus,Cottbus,0.14819053632740045
DEBB064,NO2,2018,12.478,ug/m3,Background,Urban,BB,Cottbus,Cottbus,0.15040277352911186
DEBB044,NO2,2018,27.447,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus,0.3684540197235211
DEBB044,NO2,2019,25.78,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus,0.39399852422726905
DEBB064,NO2,2019,11.922,ug/m3,Background,Urban,BB,Cottbus,Cottbus,0.16676231860293514
DEBB044,NO2,2020,22.025,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus,0.38958050399879285
DEBB064,NO2,2020,10.61,ug/m3,Background,Urban,BB,Cottbus,Cottbus,0.17426814546551983
