Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City,Normalized Pollution Level
DEBB049,PM10,2015,19.343,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.3933018609742747
DEBB049,PM10,2016,18.659,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.37956731558386125
DEBB049,PM10,2016,21.331,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.467286037884508
DEBB055,PM10,2016,16.089,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.2951971373231344
DEBB049,PM10,2017,21.497,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.5812031767467284
DEBB055,PM10,2017,16.295,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.4139416739011608
DEBB055,PM10,2017,17.911,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.46590141796083734
DEBB049,PM10,2018,24.287,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.7854355291913829
DEBB055,PM10,2018,18.53,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.5607633468623165
DEBB049,PM10,2018,21.643,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.6822510146737433
DEBB049,PM10,2019,18.288,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.5952192891290792
DEBB049,PM10,2019,19.736,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.6554146747038038
DEBB055,PM10,2019,15.68,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.4868010808563708
DEBB049,PM10,2020,13.873,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.4933684415837721
DEBB055,PM10,2020,11.854,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.3949190559781548
DEBB055,PM10,2021,13.003,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.3701237729406744
DEBB049,PM10,2021,15.832,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.4908664105847205
DEBB055,PM10,2022,14.187,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.37022713922067746
DEBB055,PM10,2022,13.962,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.35921284511454865
DEBB055,PM10,2023,12.227,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.42997091688351446
DEBB049,PM10,2023,17.16,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.6816674320118373
DEBB049,PM10,2024,18.272,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.32768215043621784
DEBB055,PM10,2024,13.847,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.22334355104928083
DEBB055,PM10,2025,9.591,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.019011593304816315
DEBB049,PM10,2025,13.227,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.027116430126989156
DEBB084,PM10,2009,26.608,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.29408969220777165
DEBB084,PM10,2009,24.902,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.2670648058675369
DEBB084,PM10,2009,26.608,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.29408969220777165
DEBB084,PM10,2009,24.902,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.2670648058675369
DEBB084,PM10,2010,28.526,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.5703029967930995
DEBB084,PM10,2010,27.495,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.541800287515205
DEBB084,PM10,2010,27.495,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.541800287515205
DEBB084,PM10,2010,28.526,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.5703029967930995
DEBB084,PM10,2011,27.5,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.5792630165597494
DEBB084,PM10,2011,27.5,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.5792630165597494
DEBB084,PM10,2011,38.77,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.9155303595405043
DEBB084,PM10,2011,38.77,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.9155303595405043
DEBB084,PM10,2012,22.333,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.5093622095459086
DEBB084,PM10,2012,22.333,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,0.5093622095459086
DEBB001,PM10,2001,21.998,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),0.35918200408997963
DEBB001,PM10,2002,25.823,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),0.4424181504882252
DEBB001,PM10,2003,34.892,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),0.6455835606838035
DEBB006,PM10,2000,21.035,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.24770160648958173
DEBB006,PM10,2001,22.711,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.37862304021813226
DEBB044,PM10,2002,37.473,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.6814023139410847
DEBB044,PM10,2002,37.473,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.6814023139410847
DEBB064,PM10,2002,53.004,ug/m3,Background,urban,BB,Cottbus,Cottbus,1.0
DEBB006,PM10,2002,23.9,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.4029703782719291
DEBB006,PM10,2002,28.012,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.48732255682284403
DEBB064,PM10,2002,53.004,ug/m3,Background,urban,BB,Cottbus,Cottbus,1.0
DEBB044,PM10,2002,37.473,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.6814023139410847
DEBB044,PM10,2002,37.473,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.6814023139410847
DEBB044,PM10,2003,41.873,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.8203138687958351
DEBB044,PM10,2003,41.873,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.8203138687958351
DEBB044,PM10,2003,42.238,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.8294496032838584
DEBB044,PM10,2003,41.873,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.8203138687958351
DEBB044,PM10,2003,42.238,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.8294496032838584
DEBB044,PM10,2003,41.873,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.8203138687958351
DEBB064,PM10,2003,27.434,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.4589142242134508
DEBB044,PM10,2003,42.238,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.8294496032838584
DEBB044,PM10,2003,42.238,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.8294496032838584
DEBB064,PM10,2003,27.434,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.4589142242134508
DEBB064,PM10,2003,26.851,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.4443220784421695
DEBB064,PM10,2003,26.851,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.4443220784421695
DEBB044,PM10,2004,33.596,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.6291736056130387
DEBB064,PM10,2004,20.341,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.26730186464276934
DEBB044,PM10,2004,33.363,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.6228125255944742
DEBB044,PM10,2004,33.596,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.6291736056130387
DEBB044,PM10,2004,33.596,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,0.6291736056130387
