Bramsche,29.3,44.1,13.6,6.9,6.1,0,4.6
Georgsmarienhütte,44.0,33.1,14.5,3.7,4.8,0,4.0
Melle,42.7,28.8,13.5,6.0,9.0,0,1.4
Wallenhorst,28.7,31.0,6.3,3.5,30.5,0,2.7
Lohne (Oldenburg),60.4,17.2,4.3,1.5,16.6,6.2,1.9
Vechta,52.1,27.2,5.3,3.1,12.3,5.6,1.8
Nordenham.Norden,26.3,47.1,6.9,8.5,11.2,0,3.5
Wittmund,43.6,38.6,6.2,3.4,8.2,0,0
Braunschweig,26.2,33.0,12.0,4.5,24.4,8.9,4.6
Salzgitter,33.2,41.4,7.3,3.7,14.5,0,5.8
Wolfsburg,25.0,30.0,7.4,3.3,34.3,10.5,3.0
Delmenhorst,23.4,31.6,7.2,7.4,30.4,15.2,4.0
Emden,19.1,31.0,11.3,12.1,26.4,0,5.3
Oldenburg,22.2,32.7,19.1,4.8,21.1,4.8,9.9
Osnabrück,37.6,24.9,18.2,5.9,13.4,0,4.8
Wilhelmshaven,20.2,25.9,10.6,8.6,34.7,11.3,3.2
