Lingen (Ems),57.1,20.4,10.0,3.0,9.5,0,0
Meppen,51.5,24.5,9.0,3.0,12.1,0,0
Papenburg,43.2,19.4,11.1,7.2,19.1,0,2.4
Schortens,26.1,39.1,12.2,3.8,18.8,0,1.6
Varel,21.8,29.8,10.8,3.5,34.0,0,1.8
Nordhorn,34.4,41.4,11.3,2.1,10.9,0,1.6
Moormerland,32.5,49.8,13.6,1.9,2.2,0,2.2
Westoverledingen,30.7,48.1,11.4,2.3,7.6,0,3.4
Ganderkesee,31.4,34.4,16.8,6.8,10.5,0,0
Wildeshausen,30.3,29.7,11.0,6.6,22.4,0,2.5
Bramsche,31.6,45.0,15.2,2.1,6.2,0,2.7
Georgsmarienhütte,49.6,34.3,13.4,1.0,1.7,0,1.7
Melle,40.0,37.5,18.3,4.2,0,0,0
Wallenhorst,42.8,31.3,12.8,0,13.2,0,1.6
Lohne (Oldenburg),66.0,19.6,0,2.3,12.1,0,1.4
Vechta,61.1,25.9,5.8,2.5,4.7,0,0.8
Nordenham.Norden,25.5,46.8,11.0,6.6,10.1,0,4.0
Wittmund,52.1,34.6,5.8,1.8,5.7,0,1.6
Braunschweig,38.2,29.5,17.4,2.1,12.9,0,3.5
Salzgitter,32.0,44.5,9.4,1.8,12.3,0,4.0
Wolfsburg,31.6,37.7,9.9,2.4,18.4,0,0
Delmenhorst,25.8,33.3,14.7,4.3,21.9,0,3.5
Emden,21.3,51.5,15.4,8.6,3.2,0,3.2
Oldenburg,20.6,34.0,27.3,3.0,15.1,0,6.1
Osnabrück,35.2,29.9,20.9,4.6,9.4,0,3.4
Wilhelmshaven,33.4,32.1,14.2,3.0,17.3,0,2.9
