Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City,Normalized Pollution Level
DEBB030,CO,2000,0.321,mg/m3,Industrial,suburban,BB,Havelland,Premnitz,0.13274336283185842
DEBB030,CO,2001,0.299,mg/m3,Industrial,suburban,BB,Havelland,Premnitz,0.15267785771382894
DEBB030,CO,2002,0.431,mg/m3,Industrial,suburban,BB,Havelland,Premnitz,0.2824034334763949
DEBB030,CO,2003,0.413,mg/m3,Industrial,suburban,BB,Havelland,Premnitz,0.2724867724867725
DEBB030,CO,2004,0.375,mg/m3,Industrial,suburban,BB,Havelland,Premnitz,0.2685827552031715
DEBB030,CO,2005,0.359,mg/m3,Industrial,suburban,BB,Havelland,Premnitz,0.289237668161435
DEBB030,CO,2006,0.478,mg/m3,Industrial,suburban,BB,Havelland,Premnitz,0.46415094339622637
DEBB088,CO,2013,0.201,mg/m3,Industrial,Suburban,BB,Havelland,Premnitz,0.08727810650887578
DEBB088,CO,2014,0.222,mg/m3,Industrial,Suburban,BB,Havelland,Premnitz,0.288495575221239
DEBB037,CO,1999,0.393,mg/m3,Background,suburban,BB,Märkisch-Oderland,Rüdersdorf bei Berlin,0.12093411175979986
DEBB081,CO,2008,0.307,mg/m3,Industrial,rural,BB,Märkisch-Oderland,Rüdersdorf bei Berlin,0.2535934291581109
DEBB081,CO,2009,0.242,mg/m3,Industrial,rural,BB,Märkisch-Oderland,Rüdersdorf bei Berlin,0.20584795321637425
DEBB081,CO,2010,0.31,mg/m3,Industrial,rural,BB,Märkisch-Oderland,Rüdersdorf bei Berlin,0.39781021897810215
DEBB099,CO,2015,0.364,mg/m3,Traffic,Suburban,BB,Märkisch-Oderland,Rüdersdorf bei Berlin,0.5381263616557734
DEBB099,CO,2016,0.331,mg/m3,Traffic,Suburban,BB,Märkisch-Oderland,Rüdersdorf bei Berlin,0.4626506024096385
DEBB099,CO,2017,0.314,mg/m3,Traffic,Suburban,BB,Märkisch-Oderland,Rüdersdorf bei Berlin,0.48729792147806006
DEBB099,CO,2018,0.301,mg/m3,Traffic,Suburban,BB,Märkisch-Oderland,Rüdersdorf bei Berlin,0.4332603938730853
