Berechnungsdatum;Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;W�hler;Wahlbeteiligung;Ung�ltige Stimmen;Gültige Stimmen;CDU;DIE LINKE;SPD;AfD;GRÜNE;FDP;FREIE W�HLER;HEIMAT;Die PARTEI;Tierschutzpartei;PIRATEN;B�ndnis C;DKP;A: SAHRA;ASK;Aktive Vorpommern;AWD;ABLR;AfL;dieBasis;BFW;B�NDNIS DEUTSCHLAND;B�ndnis Ducherow;BBM;BSW;BfB;BkW;B�rger f�r Stralsund;BVR;BB;BB NWM;BL;Cannabis und B�rgerrechte;Die Unabh�ngigen;Freier Horizont VG;Freier Horizont LUP;FREIER HORIZONT MSE;Freier Horizont HRO;Freier Horizlucaslorentzont LRO;F�r R�gen;Graue Rostock;IBG;IZ;kus;K-I;LfK;Rostocker Bund;UB;UFR;Volt;VAH;WGLR;LUL;WG Sozial;WGU;W�hlergemeinschaft Wittenhagen;W�hlergruppe Adomeit;WGP;Heimat und Identit�t;WLD;Einzelbewerber
18.06.2024 15:52:00;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075154;Z�ssow;1;1;1130;472;41,8;1,7;98,3;25,2;4,6;8,2;36,6;3,0;1,8;0,9;1,2;0,7;2,5;x;x;x;x;x;1,0;x;x;x;x;x;x;x;0,7;11,3;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,8;x;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0
18.06.2024 15:52:00;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075156;Karlsburg;2;2;1517;813;53,6;99;2316;529;141;125;853;59;50;19;24;33;73;x;x;x;x;x;36;x;x;x;x;x;x;x;21;309;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;16;x;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;22
18.06.2024 15:52:00;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075156;Karlsburg;2;2;1517;813;53,6;4,1;95,9;22,8;6,1;5,4;36,8;2,5;2,2;0,8;1,0;1,4;3,2;x;x;x;x;x;1,6;x;x;x;x;x;x;x;0,9;13,3;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,7;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9
18.06.2024 15:52:00;A;75;Vorpommern-Greifswald;5563;Z�ssow;13075763;Briefwahl Z�ssow;3;3;0;1129;x;96;3282;824;199;285;693;165;87;15;40;25;81;x;x;x;x;x;49;x;x;x;x;x;x;x;231;509;x;x;x;x;x;x;x;x;x;10;x;x;x;x;x;x;36;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;29
18.06.2024 15:52:00;P;75;Vorpommern-Greifswald;5563;Z�ssow;13075763;Briefwahl Z�ssow;3;3;0;1129;x;2,8;97,2;25,1;6,1;8,7;21,1;5,0;2,7;0,5;1,2;0,8;2,5;x;x;x;x;x;1,5;x;x;x;x;x;x;x;7,0;15,5;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;1,1;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;611;Boizenburg/Elbe, Stadt;13076014;Boizenburg/Elbe, Stadt;14;14;9402;5213;55,4;191;15070;3456;2585;2331;3194;375;164;154;x;x;x;x;x;x;x;x;x;19;401;51;x;x;73;x;x;1337;x;x;x;x;x;x;x;x;x;x;30;x;x;x;x;x;x;x;x;x;x;x;x;x;x;46;x;x;x;x;x;x;4;347;15;488
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;611;Boizenburg/Elbe, Stadt;13076014;Boizenburg/Elbe, Stadt;14;14;9402;5213;55,4;1,3;98,7;22,9;17,2;15,5;21,2;2,5;1,1;1,0;x;x;x;x;x;x;x;x;x;0,1;2,7;0,3;x;x;0,5;x;x;8,9;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;0,0;2,3;0,1;3,2
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;612;Hagenow, Stadt;13076060;Hagenow, Stadt;13;13;9887;5177;52,4;176;14831;3670;1589;2147;3419;289;477;84;x;x;x;x;x;x;x;x;x;23;326;67;x;x;35;x;x;1120;x;x;x;x;x;x;x;x;x;x;54;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1334;x;x;x;x;x;x;10;154;20;13
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;612;Hagenow, Stadt;13076060;Hagenow, Stadt;13;13;9887;5177;52,4;1,2;98,8;24,7;10,7;14,5;23,1;1,9;3,2;0,6;x;x;x;x;x;x;x;x;x;0,2;2,2;0,5;x;x;0,2;x;x;7,6;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9,0;x;x;x;x;x;x;0,1;1,0;0,1;0,1
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;613;L�btheen, Stadt;13076088;L�btheen, Stadt;8;8;3916;2255;57,6;117;6502;1039;162;2336;1334;80;187;63;x;x;x;x;x;x;x;x;x;8;223;43;x;x;9;x;x;436;x;x;x;x;x;x;x;x;x;x;35;x;x;x;x;x;x;x;x;x;x;x;x;x;x;68;x;x;x;x;x;x;3;459;8;9
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;613;L�btheen, Stadt;13076088;L�btheen, Stadt;8;8;3916;2255;57,6;1,8;98,2;16,0;2,5;35,9;20,5;1,2;2,9;1,0;x;x;x;x;x;x;x;x;x;0,1;3,4;0,7;x;x;0,1;x;x;6,7;x;x;x;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,0;x;x;x;x;x;x;0,0;7,1;0,1;0,1
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;614;Ludwigslust, Stadt;13076090;Ludwigslust, Stadt;13;13;9908;5852;59,1;136;17086;2992;1669;2410;3037;943;449;253;x;x;x;x;x;x;x;x;x;17;272;2621;x;x;26;x;x;975;x;x;x;x;x;x;x;x;x;x;1032;x;x;x;x;x;x;x;x;x;x;x;x;x;x;26;x;x;x;x;x;x;1;331;11;21
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;614;Ludwigslust, Stadt;13076090;Ludwigslust, Stadt;13;13;9908;5852;59,1;0,8;99,2;17,5;9,8;14,1;17,8;5,5;2,6;1,5;x;x;x;x;x;x;x;x;x;0,1;1,6;15,3;x;x;0,2;x;x;5,7;x;x;x;x;x;x;x;x;x;x;6,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;0,0;1,9;0,1;0,1
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;615;Parchim, Stadt;13076108;Parchim, Stadt;14;14;14091;7879;55,9;313;22785;6755;1321;3934;6430;386;202;266;x;x;x;x;x;x;x;x;x;71;73;84;x;x;44;x;x;2383;x;x;x;x;x;x;x;x;x;x;65;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11;x;x;x;x;x;x;9;279;174;298
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;615;Parchim, Stadt;13076108;Parchim, Stadt;14;14;14091;7879;55,9;1,4;98,6;29,6;5,8;17,3;28,2;1,7;0,9;1,2;x;x;x;x;x;x;x;x;x;0,3;0,3;0,4;x;x;0,2;x;x;10,5;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,0;1,2;0,8;1,3
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076009;Bengerstorf;1;1;447;337;75,4;12;999;234;106;148;212;52;13;6;x;x;x;x;x;x;x;x;x;0;77;5;x;x;6;x;x;87;x;x;x;x;x;x;x;x;x;x;24;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;1;12;1;14
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076009;Bengerstorf;1;1;447;337;75,4;1,2;98,8;23,4;10,6;14,8;21,2;5,2;1,3;0,6;x;x;x;x;x;x;x;x;x;0,0;7,7;0,5;x;x;0,6;x;x;8,7;x;x;x;x;x;x;x;x;x;x;2,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;0,1;1,2;0,1;1,4
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076010;Besitz;1;1;377;310;82,2;18;902;143;53;264;171;25;7;10;x;x;x;x;x;x;x;x;x;0;111;4;x;x;2;x;x;83;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;0;14;0;12
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076010;Besitz;1;1;377;310;82,2;2,0;98,0;15,9;5,9;29,3;19,0;2,8;0,8;1,1;x;x;x;x;x;x;x;x;x;0,0;12,3;0,4;x;x;0,2;x;x;9,2;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,0;1,6;0,0;1,3
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076016;Brahlstorf;1;1;600;385;64,2;33;1072;155;77;191;363;13;17;21;x;x;x;x;x;x;x;x;x;3;35;5;x;x;5;x;x;130;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;29;x;x;x;x;x;x;1;14;1;9
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076016;Brahlstorf;1;1;600;385;64,2;3,0;97,0;14,5;7,2;17,8;33,9;1,2;1,6;2,0;x;x;x;x;x;x;x;x;x;0,3;3,3;0,5;x;x;0,5;x;x;12,1;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,7;x;x;x;x;x;x;0,1;1,3;0,1;0,8
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076030;Dersenow;1;1;383;283;73,9;26;809;174;46;149;265;7;12;8;x;x;x;x;x;x;x;x;x;0;55;9;x;x;1;x;x;60;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;2;8;1;8
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076030;Dersenow;1;1;383;283;73,9;3,1;96,9;21,5;5,7;18,4;32,8;0,9;1,5;1,0;x;x;x;x;x;x;x;x;x;0,0;6,8;1,1;x;x;0,1;x;x;7,4;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;0,2;1,0;0,1;1,0
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076054;Gresse;1;1;550;421;76,5;9;1226;322;96;175;308;32;21;8;x;x;x;x;x;x;x;x;x;3;86;5;x;x;7;x;x;129;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;0;4;4;22
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076054;Gresse;1;1;550;421;76,5;0,7;99,3;26,3;7,8;14,3;25,1;2,6;1,7;0,7;x;x;x;x;x;x;x;x;x;0,2;7,0;0,4;x;x;0,6;x;x;10,5;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;0,0;0,3;0,3;1,8
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076055;Greven;1;1;675;411;60,9;21;1201;278;105;141;279;42;19;22;x;x;x;x;x;x;x;x;x;1;204;3;x;x;0;x;x;75;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;0;12;2;16
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076055;Greven;1;1;675;411;60,9;1,7;98,3;23,1;8,7;11,7;23,2;3,5;1,6;1,8;x;x;x;x;x;x;x;x;x;0,1;17,0;0,2;x;x;0,0;x;x;6,2;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;0,0;1,0;0,2;1,3
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076102;Neu G�lze;1;1;707;546;77,2;10;1586;421;135;231;342;44;27;18;x;x;x;x;x;x;x;x;x;1;169;5;x;x;0;x;x;154;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;3;12;0;23
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076102;Neu G�lze;1;1;707;546;77,2;0,6;99,4;26,5;8,5;14,6;21,6;2,8;1,7;1,1;x;x;x;x;x;x;x;x;x;0,1;10,7;0,3;x;x;0,0;x;x;9,7;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,2;0,8;0,0;1,5
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076106;Nostorf;1;1;404;285;70,5;24;827;172;209;97;181;29;18;8;x;x;x;x;x;x;x;x;x;0;17;3;x;x;1;x;x;77;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;0;6;1;8
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076106;Nostorf;1;1;404;285;70,5;2,8;97,2;20,8;25,3;11,7;21,9;3,5;2,2;1,0;x;x;x;x;x;x;x;x;x;0,0;2,1;0,4;x;x;0,1;x;x;9,3;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,0;0,7;0,1;1,0
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076122;Schwanheide;1;1;607;412;67,9;42;1174;238;128;166;320;57;11;14;x;x;x;x;x;x;x;x;x;1;59;4;x;x;1;x;x;150;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;3;8;3;8
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076122;Schwanheide;1;1;607;412;67,9;3,5;96,5;20,3;10,9;14,1;27,3;4,9;0,9;1,2;x;x;x;x;x;x;x;x;x;0,1;5,0;0,3;x;x;0,1;x;x;12,8;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;0,3;0,7;0,3;0,7
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076136;Teldau;1;1;702;471;67,1;6;1322;170;71;371;244;47;18;12;x;x;x;x;x;x;x;x;x;0;197;11;x;x;1;x;x;122;x;x;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;0;38;5;12
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076136;Teldau;1;1;702;471;67,1;0,5;99,5;12,9;5,4;28,1;18,5;3,6;1,4;0,9;x;x;x;x;x;x;x;x;x;0,0;14,9;0,8;x;x;0,1;x;x;9,2;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;0,0;2,9;0,4;0,9
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076138;Tessin b. Boizenburg;1;1;329;247;75,1;21;713;137;60;124;178;4;8;3;x;x;x;x;x;x;x;x;x;0;107;3;x;x;8;x;x;67;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;0;4;0;1
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5652;Boizenburg-Land;13076138;Tessin b. Boizenburg;1;1;329;247;75,1;2,9;97,1;19,2;8,4;17,4;25,0;0,6;1,1;0,4;x;x;x;x;x;x;x;x;x;0,0;15,0;0,4;x;x;1,1;x;x;9,4;x;x;x;x;x;x;x;x;x;x;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;0,0;0,6;0,0;0,1
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076034;D�mitz, Stadt;4;4;2557;1217;47,6;90;3395;1015;310;238;844;196;201;35;x;x;x;x;x;x;x;x;x;5;73;21;x;x;10;x;x;202;x;x;x;x;x;x;x;x;x;x;15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;1;213;3;13
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076034;D�mitz, Stadt;4;4;2557;1217;47,6;2,6;97,4;29,9;9,1;7,0;24,9;5,8;5,9;1,0;x;x;x;x;x;x;x;x;x;0,1;2,2;0,6;x;x;0,3;x;x;5,9;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,0;6,3;0,1;0,4
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076053;Grebs-Niendorf;1;1;462;318;68,8;12;928;231;37;44;225;25;48;2;x;x;x;x;x;x;x;x;x;4;166;26;x;x;0;x;x;75;x;x;x;x;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;0;40;0;0
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076053;Grebs-Niendorf;1;1;462;318;68,8;1,3;98,7;24,9;4,0;4,7;24,2;2,7;5,2;0,2;x;x;x;x;x;x;x;x;x;0,4;17,9;2,8;x;x;0,0;x;x;8,1;x;x;x;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,0;4,3;0,0;0,0
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076067;Karenz;1;1;200;133;66,5;15;379;60;30;30;76;2;46;2;x;x;x;x;x;x;x;x;x;0;81;4;x;x;0;x;x;31;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;0;13;2;0
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076067;Karenz;1;1;200;133;66,5;3,8;96,2;15,8;7,9;7,9;20,1;0,5;12,1;0,5;x;x;x;x;x;x;x;x;x;0,0;21,4;1,1;x;x;0,0;x;x;8,2;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;0,0;3,4;0,5;0,0
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076093;Malk G�hren;1;1;372;247;66,4;45;676;130;27;78;193;26;38;8;x;x;x;x;x;x;x;x;x;0;104;8;x;x;0;x;x;32;x;x;x;x;x;x;x;x;x;x;8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;0;20;4;0
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076093;Malk G�hren;1;1;372;247;66,4;6,2;93,8;19,2;4,0;11,5;28,6;3,8;5,6;1,2;x;x;x;x;x;x;x;x;x;0,0;15,4;1,2;x;x;0,0;x;x;4,7;x;x;x;x;x;x;x;x;x;x;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,0;3,0;0,6;0,0
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076094;Malli�;1;1;932;456;48,9;24;1321;287;125;136;347;26;123;13;x;x;x;x;x;x;x;x;x;1;100;29;x;x;2;x;x;93;x;x;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;1;20;3;3
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076094;Malli�;1;1;932;456;48,9;1,8;98,2;21,7;9,5;10,3;26,3;2,0;9,3;1,0;x;x;x;x;x;x;x;x;x;0,1;7,6;2,2;x;x;0,2;x;x;7,0;x;x;x;x;x;x;x;x;x;x;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,1;1,5;0,2;0,2
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076103;Neu Kali�;2;2;1623;862;53,1;39;2512;542;105;150;473;36;872;26;x;x;x;x;x;x;x;x;x;2;89;27;x;x;8;x;x;146;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;0;32;0;1
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076103;Neu Kali�;2;2;1623;862;53,1;1,5;98,5;21,6;4,2;6,0;18,8;1,4;34,7;1,0;x;x;x;x;x;x;x;x;x;0,1;3,5;1,1;x;x;0,3;x;x;5,8;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,0;1,3;0,0;0,0
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076143;Vielank;1;1;1081;546;50,5;18;1587;419;46;232;437;31;119;10;x;x;x;x;x;x;x;x;x;3;97;28;x;x;1;x;x;107;x;x;x;x;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;0;36;6;3
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076143;Vielank;1;1;1081;546;50,5;1,1;98,9;26,4;2,9;14,6;27,5;2,0;7,5;0,6;x;x;x;x;x;x;x;x;x;0,2;6,1;1,8;x;x;0,1;x;x;6,7;x;x;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;0,0;2,3;0,4;0,2
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076754;Briefwahl D�mitz-Malli�;1;1;0;1317;x;210;3651;974;416;290;432;192;658;31;x;x;x;x;x;x;x;x;x;1;285;19;x;x;6;x;x;245;x;x;x;x;x;x;x;x;x;x;16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;0;71;2;7
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5654;D�mitz-Malli�;13076754;Briefwahl D�mitz-Malli�;1;1;0;1317;x;5,4;94,6;26,7;11,4;7,9;11,8;5,3;18,0;0,8;x;x;x;x;x;x;x;x;x;0,0;7,8;0,5;x;x;0,2;x;x;6,7;x;x;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;0,0;1,9;0,1;0,2
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076040;Gallin-Kuppentin;1;1;382;274;71,7;6;775;155;91;79;194;20;1;36;x;x;x;x;x;x;x;x;x;5;3;1;x;x;6;x;x;93;x;x;x;x;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;0;0;79;7
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076040;Gallin-Kuppentin;1;1;382;274;71,7;0,8;99,2;20,0;11,7;10,2;25,0;2,6;0,1;4,6;x;x;x;x;x;x;x;x;x;0,6;0,4;0,1;x;x;0,8;x;x;12,0;x;x;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,0;0,0;10,2;0,9
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076051;Granzin;1;1;325;223;68,6;15;645;107;123;59;181;4;1;11;x;x;x;x;x;x;x;x;x;6;14;0;x;x;6;x;x;96;x;x;x;x;x;x;x;x;x;x;17;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;0;7;2;11
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076051;Granzin;1;1;325;223;68,6;2,3;97,7;16,6;19,1;9,1;28,1;0,6;0,2;1,7;x;x;x;x;x;x;x;x;x;0,9;2,2;0,0;x;x;0,9;x;x;14,9;x;x;x;x;x;x;x;x;x;x;2,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,0;1,1;0,3;1,7
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076075;Kreien;1;1;289;242;83,7;6;712;321;63;58;145;1;2;5;x;x;x;x;x;x;x;x;x;2;10;6;x;x;1;x;x;63;x;x;x;x;x;x;x;x;x;x;16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;0;6;5;7
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076075;Kreien;1;1;289;242;83,7;0,8;99,2;45,1;8,8;8,1;20,4;0,1;0,3;0,7;x;x;x;x;x;x;x;x;x;0,3;1,4;0,8;x;x;0,1;x;x;8,8;x;x;x;x;x;x;x;x;x;x;2,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;0,0;0,8;0,7;1,0
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076077;Kritzow;1;1;389;284;73,0;1;846;192;133;56;236;25;1;16;x;x;x;x;x;x;x;x;x;4;12;0;x;x;3;x;x;108;x;x;x;x;x;x;x;x;x;x;16;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;0;11;20;13
18.06.2024 15:52:00;P;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076077;Kritzow;1;1;389;284;73,0;0,1;99,9;22,7;15,7;6,6;27,9;3,0;0,1;1,9;x;x;x;x;x;x;x;x;x;0,5;1,4;0,0;x;x;0,4;x;x;12,8;x;x;x;x;x;x;x;x;x;x;1,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;0,0;1,3;2,4;1,5
18.06.2024 15:52:00;A;76;Ludwigslust-Parchim;5655;Eldenburg L�bz;13076089;L�bz, Stadt;8;8;5384;2500;46,4;152;7254;2339;1041;611;2080;128;57;60;x;x;x;x;x;x;x;x;x;40;35;60;x;x;17;x;x;572;x;x;x;x;x;x;x;x;x;x;19;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;1;33;85;76
